form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00603084,500364094,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-08-05,4824.15,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00603084,500364764,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-08-12,8437.49,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00603084,500365836,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-08-19,5855.93,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00603084,500367870,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-08-26,19358.02,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00603084,500368606,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-08-31,5455.13,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00603084,500369869,,,ORG,Adobe,,,,,,345 Park Ave,,San Jose,CA,951102704,,,2024-08-06,241.63,0.00,Software,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00603084,500369924,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-08-29,154.50,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00603084,500369925,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-08-30,2.75,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00603084,500369870,,,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-08-06,272.78,0.00,Computers,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00603084,500369868,,,ORG,American Airlines,,,,,,4333 Amon Carter Blvd,,Fort Worth,TX,761552605,,,2024-08-06,59.95,0.00,Internet,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00603084,500369867,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102811013,,,2024-08-06,15537.64,0.00,"Credit Card Payment, See Below",,,,,,,,,,,,,,,,,,,,
SB21B,C00603084,500369878,500369867,SB21B,ORG,Adobe,,,,,,345 Park Ave,,San Jose,CA,951102704,,,2024-08-06,241.63,0.00,Software,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00603084,500369879,500369867,SB21B,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-08-06,272.78,0.00,Computers,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00603084,500369877,500369867,SB21B,ORG,American Airlines,,,,,,4333 Amon Carter Blvd,,Fort Worth,TX,761552605,,,2024-08-06,59.95,0.00,Internet,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00603084,500369917,500369867,SB21B,ORG,American Airlines,,,,,,4333 Amon Carter Blvd,,Fort Worth,TX,761552605,,,2024-08-06,2158.38,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00603084,500369880,500369867,SB21B,ORG,Apollo Artistry,,,,,,1165 N Clark St,Ste 700,Chicago,IL,606102821,,,2024-08-06,100.00,0.00,Printing,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00603084,500369919,500369867,SB21B,ORG,Bitly Inc,,,,,,139 5Th Ave,Fl 5,New York,NY,100107111,,,2024-08-06,348.00,0.00,Software,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00603084,500369885,500369867,SB21B,ORG,Cloudflare,,,,,,101 Townsend St,,San Francisco,CA,941071934,,,2024-08-06,79.62,0.00,Software,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00603084,500369886,500369867,SB21B,ORG,Crosby's Kitchen,,,,,,3455 N Southport Ave,,Chicago,IL,606571438,,,2024-08-06,293.44,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00603084,500369888,500369867,SB21B,ORG,Figma,,,,,,142 Minna St,Fl 2,San Francisco,CA,941054125,,,2024-08-06,114.45,0.00,Software,,,,,,,,,,,,,,,,,,,X,*
