form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00809566,SB22.I2522,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,P.O. BOX 3580,,SYRACUSE,NY,13220,G2024,,2024-02-20,469.61,,JFC TRANSFER,011,C00806307,,H2NY22212,,,,,,H,NY,22,  ,,,,,,,
SB22,C00809566,SB22.I2523,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,P.O. BOX 3580,,SYRACUSE,NY,13220,P2024,,2024-02-20,13430.98,,JFC TRANSFER,011,C00806307,,H2NY22212,,,,,,H,NY,22,  ,,,,,,,
SB22,C00809566,SB22.I2542,,,PAC,CENTRAL NEW YORK PAC,,,,,,P.O. BOX 3580,,SYRACUSE,NY,13220,,,2024-02-20,11740.37,,JFC TRANSFER,011,C00809574,,,,,,,,,,,  ,,,,,,,
SB22,C00809566,SB22.I2516,,,PTY,NRCC,,,,,,320 FIRST STREET SE,.,WASHINGTON,DC,20003,,,2024-02-20,3005.53,,JFC TRANSFER,011,C00075820,,,,,,,,,,,  ,,,,,,,
SB22,C00809566,SB22.I2524,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,P.O. BOX 3580,,SYRACUSE,NY,13220,G2024,,2024-03-12,1945.59,,JFC TRANSFER,011,C00806307,,H2NY22212,,,,,,H,NY,22,  ,,,,,,,
SB22,C00809566,SB22.I2525,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,P.O. BOX 3580,,SYRACUSE,NY,13220,P2024,,2024-03-12,7689.71,,JFC TRANSFER,011,C00806307,,H2NY22212,,,,,,H,NY,22,  ,,,,,,,
SB22,C00809566,SB22.I2543,,,PAC,CENTRAL NEW YORK PAC,,,,,,P.O. BOX 3580,,SYRACUSE,NY,13220,,,2024-03-12,9264.71,,JFC TRANSFER,,C00809574,,,,,,,,,,,  ,,,,,,,
SB22,C00809566,SB22.I3045,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,P.O. BOX 3580,,SYRACUSE,NY,13220,P2024,,2024-03-31,461.79,,JFC TRANSFER,011,C00806307,,H2NY22212,,,,,,H,NY,22,  ,,,,,,,
SB22,C00809566,SB22.I3046,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,P.O. BOX 3580,,SYRACUSE,NY,13220,G2024,,2024-03-31,2863.10,,JFC TRANSFER,011,C00806307,,H2NY22212,,,,,,H,NY,22,  ,,,,,,,
SB22,C00809566,SB22.I3047,,,PAC,CENTRAL NEW YORK PAC,,,,,,P.O. BOX 3580,,SYRACUSE,NY,13220,,,2024-03-31,1754.81,,JFC TRANSFER,011,C00809574,,,,,,,,,,,  ,,,,,,,
