form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00847327,SB29.5353,,,ORG,FEC Infusion LLC,,,,,,PO Box 3495,,Palm Beach,FL,33480,P2024,,2024-04-04,1916.75,,Non-Contributory Account Dispersement/Reporting & Compliance,001,C00847327,Giuliani Defense,,,,,,,,,,,,,,,,,
SB29,C00847327,SB29.5357,,,ORG,FEC Infusion LLC,,,,,,PO Box 3495,,Palm Beach,FL,33480,P2024,,2024-04-04,148.75,,Contributory Account Dispersement/Reporting & Compliance,001,C00847327,Giuliani Defense,,,,,,,,,,,,,,,,,
SB29,C00847327,SB29.5590,,,ORG,FEC Infusion LLC,,,,,,PO Box 3495,,Palm Beach,FL,33480,P2024,,2024-05-02,1491.75,,Non-Contributory Account Dispersement/Reporting & Compliance,001,C00847327,Giuliani Defense,,,,,,,,,,,,,,,,,
SB29,C00847327,SB29.7340,,,ORG,FEC Infusion LLC,,,,,,PO Box 3495,,Palm Beach,FL,33480,P2024,,2024-06-02,2124.15,,Non-Contributory Account Dispersement/Reporting & Compliance,001,C00847327,Giuliani Defense,,,,,,,,,,,,,,,,,
SB29,C00847327,SB29.7354,,,ORG,Optimistiq,,,,,,145 King Street,#102,Charleston,SC,29401,P2024,,2024-05-25,-0.25,,Non-Contributory Account Dispersement/Fundraising Commission,003,C00847327,Giuliani Defense,,,,,,,,,,,,,,,,,
SB29,C00847327,SB29.7387,,,ORG,Optimistiq,,,,,,145 King Street,#102,Charleston,SC,29401,P2024,,2024-06-30,60.58,,Non-Contributory Account Dispersement/Fundraising Commission,003,C00847327,Giuliani Defense,,,,,,,,,,,,,,,,,
SB29,C00847327,SB29.5589,,,ORG,The Richard Norman Company,,,,,,113 East Market Street,Suite 300,Leesburg,VA,20176,P2024,,2024-04-12,264.00,,Non-Contributory Account Dispersement/Caging and Escrow,003,C00847327,Giuliani Defense,,,,,,,,,,,,,,,,,
SB29,C00847327,SB29.7339,,,ORG,The Richard Norman Company,,,,,,113 East Market Street,Suite 300,Leesburg,VA,20176,P2024,,2024-05-31,36555.97,,Non-Contributory Account Dispersement/Caging and Escrow,003,C00847327,Giuliani Defense,,,,,,,,,,,,,,,,,
SB29,C00847327,SB29.7989,,,ORG,The Richard Norman Company,,,,,,113 East Market Street,Suite 300,Leesburg,VA,20176,P2024,,2024-06-30,23243.46,,Non-Contributory Account Dispersement/Caging and Escrow,003,C00847327,Giuliani Defense,,,,,,,,,,,,,,,,,
SB29,C00847327,SB29.7356,,,ORG,Trump International,,,,,,3505 Summit Blvd,,West Palm Beach,FL,33406,P2024,,2024-06-03,1410.00,,Non-Contributory Disbursement/Fundraising Expense/ Food,003,C00847327,Giuliani Defense,,,,,,,,,,,,,,,,,
SB29,C00847327,SB29.7383,,,ORG,Uber Technologies Inc ,,,,,,1725 Third Street,,San Francisco,CA,94158,P2024,,2024-06-24,474.72,,Non-Contributory Disbursement/Fundraising Expense/Travel/Ground Transportation,003,C00847327,Giuliani Defense,,,,,,,,,,,,,,,,,
SB29,C00847327,SB29.5363,,,ORG,United Airlines,,,,,,233 South Wacker Drive,,Chicago,IL,60606,P2024,,2024-04-21,463.45,,Non-Contributory Disbursement/Fundraising Expense/Travel/Airfare,003,C00847327,Giuliani Defense,,,,,,,,,,,,,,,,,
