form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00550970,500461693,,,ORG,"Political Animals, LLC",,,,,,416 Florida Ave NW,,Washington,DC,200019901,G2024,,2024-10-18,48710.73,2024-10-18,189095.48,Direct Mail,,,S,H4TX32089,Johnson,Julie,,,,H,32,TX,May,Jennifer,,,,2025-02-06,
SE,C00550970,500462777,,,ORG,"Political Animals, LLC",,,,,,416 Florida Ave NW,,Washington,DC,200019901,G2024,,2024-10-21,38394.54,2024-10-21,135407.79,Direct Mail,,,S,H2IL17147,Sorensen,Eric,,,,H,17,IL,May,Jennifer,,,,2025-02-06,
SE,C00550970,500462778,,,ORG,"Political Animals, LLC",,,,,,416 Florida Ave NW,,Washington,DC,200019901,G2024,,2024-10-21,54838.31,2024-10-21,211864.62,Direct Mail,,,S,H4WA06117,Randall,Emily,,,,H,06,WA,May,Jennifer,,,,2025-02-06,
SE,C00550970,500462779,,,ORG,"Political Animals, LLC",,,,,,416 Florida Ave NW,,Washington,DC,200019901,G2024,,2024-10-21,48031.42,2024-10-21,179941.73,Direct Mail,,,S,H4DE00045,McBride,Sarah,Elizabeth,,,H,00,DE,May,Jennifer,,,,2025-02-06,
SE,C00550970,500463075,,,ORG,"Political Animals, LLC",,,,,,416 Florida Ave NW,,Washington,DC,200019901,G2024,,2024-10-23,43000.00,2024-10-23,142219.21,GOTV Text Messaging,,,S,H6MN02131,Craig,Angela,Dawn,,,H,02,MN,May,Jennifer,,,,2025-02-06,
SE,C00550970,500463076,,,ORG,"Political Animals, LLC",,,,,,416 Florida Ave NW,,Washington,DC,200019901,G2024,,2024-10-23,58000.00,2024-10-23,211022.10,GOTV Live Calls,,,S,S2WI00219,Baldwin,Tammy,,,,S,00,WI,May,Jennifer,,,,2025-02-06,
SE,C00550970,500463077,,,ORG,"Political Animals, LLC",,,,,,416 Florida Ave NW,,Washington,DC,200019901,G2024,,2024-10-23,68755.23,2024-10-23,589296.54,Direct Mail,,,S,H4CA16239,Low,Evan,,,,H,16,CA,May,Jennifer,,,,2025-02-06,
SE,C00550970,500463078,,,ORG,"Political Animals, LLC",,,,,,416 Florida Ave NW,,Washington,DC,200019901,G2024,,2024-10-23,28351.92,2024-10-23,484823.97,Direct Mail,,,S,H2CA42205,Rollins,Will,,,,H,41,CA,May,Jennifer,,,,2025-02-06,
SE,C00550970,500463079,,,ORG,"Political Animals, LLC",,,,,,416 Florida Ave NW,,Washington,DC,200019901,G2024,,2024-10-23,28351.92,2024-10-23,484823.97,Direct Mail,,,O,H2CA37023,Calvert,Ken,,,,H,41,CA,May,Jennifer,,,,2025-02-06,
SE,C00550970,500463590,,,ORG,"Political Animals, LLC",,,,,,416 Florida Ave NW,,Washington,DC,200019901,G2024,,2024-10-24,77596.00,2024-10-24,589296.54,GOTV Live Calls,,,S,H4CA16239,Low,Evan,,,,H,16,CA,May,Jennifer,,,,2025-02-06,
