form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00755173,SB23-20001,,,CCM,JOE KENT FOR CONGRESS,,,,,,PO BOX 2133,,BATTLE GROUND,WA,98604,P2024,,2023-03-06,1000.00,,CONTRIBUTION,,,,H2WA03100,KENT,JOSEPH,,,,H,WA,03,  ,,,,,,,
SB23,C00755173,SB23-20000,,,CCM,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,11805 SE EASTBOURNE LANE,,HAPPY VALLEY,OR,97086,P2024,,2023-03-06,1000.00,,CONTRIBUTION,,,,H2OR05209,CHAVEZ-DEREMER,LORI,,,,H,OR,05,  ,,,,,,,
SB23,C00755173,SB23-20003,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,85740,P2024,,2023-03-18,2000.00,,CONTRIBUTION,,,,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,  ,,,,,,,
SB23,C00755173,SB23-20005,,,CCM,DAN CRENSHAW FOR CONGRESS,,,,,,PO BOX 430965,,HOUSTON,TX,77243,P2024,,2023-03-18,5000.00,,CONTRIBUTION,,,,H8TX02166,CRENSHAW,DANIEL,,,,H,TX,02,  ,,,,,,,
SB23,C00755173,SB23-20006,,,CCM,LALOTA FOR CONGRESS,,,,,,PO BOX 5744,,HAUPPAUGE,NY,11788,P2024,,2023-03-18,1000.00,,CONTRIBUTION,,,,H2NY01190,LALOTA,NICK,,,,H,NY,01,  ,,,,,,,
SB23,C00755173,SB23-20004,,,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,P2024,,2023-03-18,5000.00,,CONTRIBUTION,,,,H2NY17162,LAWLER,MICHAEL,VINCENT,,,H,NY,17,  ,,,,,,,
SB23,C00755173,SB23-20007,,,CCM,MICHELLE STEEL FOR CONGRESS,,,,,,9070 IRVINE CENTER DR,#150,IRVINE,CA,92618,P2024,,2023-03-18,5000.00,,CONTRIBUTION,,,,H0CA48198,STEEL,MICHELLE,,,,H,CA,45,  ,,,,,,,
SB23,C00755173,SB23-20008,,,CCM,MICHELLE STEEL FOR CONGRESS,,,,,,9070 IRVINE CENTER DR,#150,IRVINE,CA,92618,G2024,,2023-03-18,5000.00,,CONTRIBUTION,,,,H0CA48198,STEEL,MICHELLE,,,,H,CA,45,  ,,,,,,,
SB23,C00755173,SB23-20002,,,CCM,MILLER-MEEKS FOR CONGRESS,,,,,,PO BOX 33,,OTTUMWA,IA,52501,P2024,,2023-03-18,2500.00,,CONTRIBUTION,,,,H8IA02043,MILLER-MEEKS,MARIANNETTE,JANE,,,H,IA,01,  ,,,,,,,
SB23,C00755173,SB23-20009,,,CCM,YOUNG KIM FOR CONGRESS,,,,,,PO BOX 2186,,FULLERTON,CA,92837,P2024,,2023-03-18,5000.00,,CONTRIBUTION,,,,H8CA39240,KIM,YOUNG,,,,H,CA,40,  ,,,,,,,
SB23,C00755173,SB23-20010,,,CCM,NATHANIEL MORAN FOR CONGRESS,,,,,,314 S BROADWAY AVE,,TYLER,TX,75702,P2024,,2023-03-20,5000.00,,CONTRIBUTION,,,,H2TX01112,MORAN,NATHANIEL,QUENTIN,,,H,TX,01,  ,,,,,,,
SB23,C00755173,SB23-20011,,,CCM,GARBARINO FOR CONGRESS,,,,,,PO BOX 101,,BAYPORT,NY,11705,P2024,,2023-03-21,5000.00,,CONTRIBUTION,,,,H0NY02234,GARBARINO,ANDREW,,,,H,NY,02,  ,,,,,,,
SB23,C00755173,SB23-20012,,,CCM,NANCY MACE FOR CONGRESS,,,,,,295 SEVEN FARMS DR,SUITE C186,CHARLESTON,SC,29433,P2024,,2023-03-21,5000.00,,CONTRIBUTION,,,,H0SC01394,MACE,NANCY,,,,H,SC,01,  ,,,,,,,
SB23,C00755173,SB23-20013,,,CCM,MIKE GARCIA FOR CONGRESS,,,,,,23890 COPPER HILL DR,#365,VALENCIA,CA,91354,P2024,,2023-03-24,5000.00,,CONTRIBUTION,,,,H0CA25105,GARCIA,MICHAEL,,,,H,CA,27,  ,,,,,,,
SB23,C00755173,SB23-20016,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,PO BOX 3580,,SYRACUSE,NY,13220,P2024,,2023-03-27,2500.00,,CONTRIBUTION,,,,H2NY22212,MCDONALD,BRANDON,WILLIAMS,,,H,NY,22,  ,,,,,,,
SB23,C00755173,SB23-20015,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188 ,,ISLAND PARK,NY,11558,P2024,,2023-03-27,2500.00,,CONTRIBUTION,,,,H2NY04277,DESPOSITO,ANTHONY,,,,H,NY,04,  ,,,,,,,
SB23,C00755173,SB23-20014,,,CCM,IOWANS FOR ZACH NUNN,,,,,,PO BOX 11,,BONDURANT,IA,50035,P2024,,2023-03-27,2500.00,,CONTRIBUTION,,,,H2IA03119,NUNN,ZACH,,,,H,IA,03,  ,,,,,,,
SB23,C00755173,SB23-20017,,,CCM,ASHLEY HINSON FOR CONGRESS,,,,,,PO BOX 811,,MARION,IA,52302,P2024,,2023-03-28,5000.00,,CONTRIBUTION,,,,H0IA01174,ARENHOLZ,ASHLEY,HINSON,,,H,IA,02,  ,,,,,,,
SB23,C00755173,SB23-20019,,,CCM,DON BACON FOR CONGRESS,,,,,,PO BOX 391368,,OMAHA,NE,68139,P2024,,2023-03-29,1000.00,,CONTRIBUTION,,,,H6NE02125,BACON,DONALD,J,,,H,NE,02,  ,,,,,,,
SB23,C00755173,SB23-20018,,,CCM,JOHN JAMES FOR CONGRESS,,,,,,PO BOX 628,,ST CLAIR SHORES,MI,48080,P2024,,2023-03-29,5000.00,,CONTRIBUTION,,,,H2MI10150,JAMES,JOHN,,,,H,MI,10,  ,,,,,,,
SB23,C00755173,SB23-20020,,,CCM,CARLOS GIMENEZ FOR CONGRESS,,,,,,1421 SW 107TH AVE,#236,MIAMI,FL,33174,P2024,,2023-03-30,2500.00,,CONTRIBUTION,,,,H0FL26036,GIMENEZ,CARLOS,,,,H,FL,28,  ,,,,,,,
SB23,C00755173,SB23-20021,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,85740,P2024,,2023-03-30,3000.00,,CONTRIBUTION,,,,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,  ,,,,,,,
SB23,C00755173,SB23-20022,,,CCM,SALAZAR FO CONGRESS,,,,,,3725 WEST FLAGLER ST,#281,MIAMI,FL,33134,P2024,,2023-03-30,5000.00,,CONTRIBUTION,,,,H8FL27185,SALAZAR,MARIA,ELVIRA,,,H,FL,27,  ,,,,,,,
