form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00265546,SB29.19432,,,CCM,ALAN POWELL CAMPAIGN,,,,,,3059 RIDGE ROAD,,HARTWELL,GA,30643,G2024,,2024-07-01,500.00,,CONTRIBUTION,011,,ALAN POWELL CAMPAIGN,,POWELL,ALAN,,,,H,GA,32,,,,,,,,
SB29,C00265546,SB29.19409,,,CCM,ALBERS FOR SENATE,,,,,,530 JUNCTION POINT,,ROSWELL,GA,30075,G2024,,2024-07-01,1500.00,,CONTRIBUTION,011,,ALBERS FOR SENATE,,ALBERS,JOHN,,,,S,GA,56,,,,,,,,
SB29,C00265546,SB29.19436,,,CCM,"BEN WATSON FOR SENATE, INC",,,,,,215 FIDDLERS BEND,,SAVANNAH,GA,314065204,G2024,,2024-07-01,500.00,,CONTRIBUTION,011,,"BEN WATSON FOR SENATE, INC",,WATSON,BEN,,,,S,GA,01,,,,,,,,
SB29,C00265546,SB29.19410,,,CCM,BETHANY BALLARD FOR STATE HOUSE,,,,,,204 ROSEWATER DRIVE,,WARNER ROBINS,GA,31088,G2024,,2024-07-01,1000.00,,CONTRIBUTON,011,,BETHANY BALLARD FOR STATE HOUSE,,BALLARD,BETHANE,,,,H,NC,,,,,,,,,
SB29,C00265546,SB29.19420,,,CCM,BRENT COX FOR GEORGIA,,,,,,6515 A.C SMITH ROAD,,DAWSONVILLE,GA,30534,G2024,,2024-07-01,1000.00,,CONTRIBUTION,011,,BRENT COX FOR GEORGIA,,COX,BRENT,,,,H,GA,28,,,,,,,,
SB29,C00265546,SB29.19411,,,CCM,CARTER BARRETT FOR STATE HOUSE,,,,,,3540 MOOR POINTE DRIVE,,CUMMING,GA,30040,G2024,,2024-07-01,1000.00,,CONTRIBUTON,011,,CARTER BARRETT FOR STATE HOUSE,,BARRETT,CARTER,,,,H,GA,24,,,,,,,,
SB29,C00265546,SB29.19440,,,CCM,COMMITTEE TO ELECT HOUSTON GAINES,,,,,,350 CARLTON TERRACE,,ATHENS,GA,30606,G2024,,2024-07-08,1000.00,,CONTRIBUTION,011,,COMMITTEE TO ELECT HOUSTON GAINES,,GAINES,HOUSTON,,,,,GA,,,,,,,,,
SB29,C00265546,SB29.19439,,,CCM,COMMITTEE TO ELECT LEE ANDERSON,,,,,,160 LOUISVILLE RD,,GROVETOWN,GA,30813,G2024,,2024-07-08,500.00,,CONTRIBUTION,011,,COMMITTEE TO ELECT LEE ANDERSON,,ANDERSON,LEE,,,,S,GA,24,,,,,,,,
SB29,C00265546,SB29.19417,,,CCM,COMMITTEE TO ELECT MARK NEWTON,,,,,,52 CONIFER CIRCLE,,AUGUSTA,GA,30909,G2024,,2024-07-01,500.00,,CONTRIBUTON,011,,COMMITTEE TO ELECT MARK NEWTON,,NEWTON,MARK,,,,,GA,,,,,,,,,
SB29,C00265546,SB29.19415,,,CCM,COMMITTEE TO ELECT ROBERTSON FOR GEORGIA,,,,,,P.O. BOX 62,,CATAULA,GA,30117,G2024,,2024-07-01,1500.00,,CONTRIBUTON,011,,COMMITTEE TO ELECT ROBERTSON FOR GEORGIA,,ROBERTSON,RANDY,,,,S,GA,29,,,,,,,,
