form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00132092,SB23.18583,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,P.O. BOX 22116,,EAGAN,MN,55122,P2024,,2024-05-09,1000.00,,,011,C00575209,,,,,,,,H,MN,02,,,,,,,,
SB23,C00132092,SB23.18592,,,CCM,COLE FOR CONGRESS,,,,,,P.O. BOX 722256,,NORMAN,OK,73070,P2024,,2024-05-31,2500.00,,,011,C00379735,COLE FOR CONGRESS,H2OK04055,COLE,TOM,,,,H,OK,04,,,,,,,,
SB23,C00132092,SB23.18318,,,CCM,CRAMER FOR SENATE,,,,,,PO BOX 396,,BISMARCK,ND,58502,P2024,,2024-06-05,1000.00,,,011,C00504704,CRAMER FOR SENATE,,Cramer,Kevin,John,,,S,ND,,,,,,,,,
SB23,C00132092,SB23.18319,,,PAC,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,,,,,,15 N. PINCKNEY ST,SUITE 200,MADISON,WI,53703,P2024,,2024-06-05,2500.00,,,011,C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,,,,,,,,,,,,,,,,,
SB23,C00132092,SB23.18309,,,CCM,FEENSTRA FOR CONGRESS,,,,,,641 2ND ST,,HULL,IA,51239,G2024,,2024-05-09,5000.00,,,011,C00693663,FEENSTRA FOR CONGRESS,H0IA04145,FEENSTRA,RANDALL,,,,H,IA,04,,,,,,,,
SB23,C00132092,SB23.18311,,,CCM,FRIENDS OF JOHN THUNE,,,,,,PO BOX 841,,SIOUX FALLS,SD,57101,P2028,,2024-05-09,2500.00,,,011,C00409581,FRIENDS OF JOHN THUNE,S2SD00068,THUNE,JOHN R.,,,,S,SD,00,,,,,,,,
SB23,C00132092,SB23.18330,,,CAN,,Hinson,Ashley,,,,1429 Longworth House Office Buildi,,Washington,DC,20515,G2024,,2024-06-26,2500.00,,,011,,,,Hinson,Ashley,,,,H,IA,02,,,,,,,,
SB23,C00132092,SB23.18596,,,CCM,HUDSON FOR CONGRESS,,,,,,PO BOX 1875,,SOUTHERN PINES,NC,28388,G2024,,2024-05-01,1000.00,,,011,C00504522,HUDSON FOR CONGRESS,H2NC08185,HUDSON,RICHARD L. JR.,,,,H,NC,09,,,,,,,,
SB23,C00132092,SB23.18326,,,CCM,IOWANS FOR ZACH NUNN,,,,,,PO BOX 11,,BONDURANT,IA,50035,G2024,,2024-06-26,2500.00,,,011,C00784389,IOWANS FOR ZACH NUNN,,,,,,,H,IA,03,,,,,,,,
SB23,C00132092,SB23.18314,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,P2024,,2024-05-22,2500.00,,,011,C00541862,JASON SMITH FOR CONGRESS,H4MO08162,SMITH,JASON T,,,,H,MO,08,,,,,,,,
SB23,C00132092,SB23.18322,,,CCM,"JOHN JAMES FOR CONGRESS, INC.",,,,,,P.O. BOX 628,,ST. CLAIR SHORES,MI,48080,G2024,,2024-06-11,1000.00,,,011,C00803502,"JOHN JAMES FOR CONGRESS, INC.",,,,,,,H,MI,10,,,,,,,,
SB23,C00132092,SB23.18307,,,CCM,JONI FOR IOWA,,,,,,PO BOX 93441,,DES MOINES,IA,50393,P2026,,2024-05-01,1500.00,,,011,C00546788,JONI FOR IOWA,S4IA00129,ERNST,JONI K,Kay,,,S,IA,,,,,,,,,
SB23,C00132092,SB23.18580,,,CCM,LAHOOD FOR CONGRESS,,,,,,P.O. BOX 10735,,PEORIA,IL,61612,G2024,,2024-04-04,1000.00,,,011,C00575050,LAHOOD FOR CONGRESS,H6IL18088,LAHOOD,DARIN MCKAY,,,,H,IL,16,,,,,,,,
SB23,C00132092,SB23.18321,,,COM,MARTIN HEINRICH FOR SENATE,,,,,,P.O. BOX 25763,,ALBUQUERQUE,NM,87125,P2024,,2024-06-11,1000.00,,,011,,,,Heinrich,Martin,,,,S,NM,,,,,,,,,
SB23,C00132092,SB23.18308,,,COM,Republican Party Of Wisconsin,,,,,,148 E. Johnson St,,Madison,WI,53703,P2024,,2024-05-06,2500.00,,,011,C00074450,REPUBLICAN PARTY OF WISCONSIN,,,,,,,,,,,,,,,,,
SB23,C00132092,SB23.18313,,,CCM,SCALISE FOR CONGRESS,,,,,,PO BOX 23219,,JEFFERSON,LA,70183,G2024,,2024-05-20,2500.00,,,011,C00394957,SCALISE FOR CONGRESS,,Scalise,Stephen,Joseph,,,H,LA,01,,,,,,,,
SB23,C00132092,SB23.18317,,,CCM,TAMMY BALDWIN FOR SENATE,,,,,,P.O. BOX 696,,MADISON,WI,53701,G2024,,2024-06-05,5000.00,,,011,C00326801,TAMMY BALDWIN FOR SENATE,S2WI00219,BALDWIN,TAMMY,,,,S,WI,00,,,,,,,,
SB23,C00132092,SB23.18320,,,CCM,TAMMY BALDWIN FOR SENATE,,,,,,P.O. BOX 696,,MADISON,WI,53701,P2024,,2024-06-05,1500.00,,,011,C00326801,TAMMY BALDWIN FOR SENATE,S2WI00219,BALDWIN,TAMMY,,,,S,WI,00,,,,,,,,
SB23,C00132092,SB23.18315,,,CCM,WALBERG FOR CONGRESS,,,,,,PO BOX 1362,317 W WASHINGTON AVE,JACKSON,MI,49204,P2024,,2024-05-22,1000.00,,,011,C00390724,WALBERG FOR CONGRESS,H4MI07103,WALBERG,TIMOTHY L REP,,,,H,MI,07,,,,,,,,
SB23,C00132092,SB23.18328,,,PTY,WASHINGTON STATE DEMOCRATIC CENTRAL COMMITTEE,,,,,,P O BOX 4027,,SEATTLE,WA,98194,P2024,,2024-06-26,1000.00,,,011,C00114439,,,,,,,,,,,,,,,,,,
