form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00495028,500484440,,,ORG,Gambit Strategies LLC,,,,,,2939 Van Ness St NW,Apt 1006,Washington,DC,200084605,O2023,Special General,2024-01-02,98355.03,,3669547.38,Digital Advertising & Production,,,S,H6NY03247,Suozzi,Thomas,,,,H,03,NY,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500488650,,,ORG,Gambit Strategies LLC,,,,,,2939 Van Ness St NW,Apt 1006,Washington,DC,200084605,O2023,Special General,2024-01-28,9143.00,2024-01-29,3669547.38,Digital Production,,,O,H4NY03283,Pilip,Mazi,M.,,,H,03,NY,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500487770,,,ORG,Gambit Strategies LLC,,,,,,2939 Van Ness St NW,Apt 1006,Washington,DC,200084605,O2023,Special General,2024-01-16,24360.35,2024-01-11,3669547.38,Digital Advertising,,,S,H6NY03247,Suozzi,Thomas,,,,H,03,NY,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500488570,,,ORG,"Mission Control, Inc.",,,,,,624 Hebron Ave,Ste 200,Glastonbury,CT,060335006,O2023,Special General,2024-01-23,60082.82,2024-01-23,3669547.38,Direct Mail,,,O,H4NY03283,Pilip,Mazi,M.,,,H,03,NY,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500488642,,,ORG,"Mission Control, Inc.",,,,,,624 Hebron Ave,Ste 200,Glastonbury,CT,060335006,O2023,Special General,2024-01-25,45932.26,2024-01-29,3669547.38,Direct Mail,,,O,H4NY03283,Pilip,Mazi,M.,,,H,03,NY,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500485372,,,ORG,"Mission Control, Inc.",,,,,,624 Hebron Ave,Ste 200,Glastonbury,CT,060335006,O2023,Special General,2024-01-08,49348.46,2024-01-08,3669547.38,Direct Mail,,,S,H6NY03247,Suozzi,Thomas,,,,H,03,NY,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500489243,,,ORG,Waterfront Strategies,,,,,,3050 K St NW,Ste 100,Washington,DC,200075161,O2023,Special General,2024-01-30,1157062.50,2024-01-24,3669547.38,Television Advertising,,,O,H4NY03283,Pilip,Mazi,M.,,,H,03,NY,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500488643,,,ORG,Gambit Strategies LLC,,,,,,2939 Van Ness St NW,Apt 1006,Washington,DC,200084605,O2023,Special General,2024-01-25,7429.00,2024-01-29,3669547.38,Digital Production,,,O,H4NY03283,Pilip,Mazi,M.,,,H,03,NY,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500488644,,,ORG,Gambit Strategies LLC,,,,,,2939 Van Ness St NW,Apt 1006,Washington,DC,200084605,O2023,Special General,2024-01-25,6999.00,2024-01-29,3669547.38,Digital Production,,,O,H4NY03283,Pilip,Mazi,M.,,,H,03,NY,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500489244,,,ORG,Gambit Strategies LLC,,,,,,2939 Van Ness St NW,Apt 1006,Washington,DC,200084605,O2023,Special General,2024-01-30,272477.00,2024-01-29,3669547.38,Digital Advertising,,,O,H4NY03283,Pilip,Mazi,M.,,,H,03,NY,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500488994,,,ORG,"Mission Control, Inc.",,,,,,624 Hebron Ave,Ste 200,Glastonbury,CT,060335006,O2023,Special General,2024-01-29,65405.71,2024-01-30,3669547.38,Direct Mail,,,O,H4NY03283,Pilip,Mazi,M.,,,H,03,NY,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500488645,,,ORG,Gambit Strategies LLC,,,,,,2939 Van Ness St NW,Apt 1006,Washington,DC,200084605,O2023,Special General,2024-01-25,6799.00,2024-01-29,3669547.38,Digital Production,,,S,H6NY03247,Suozzi,Thomas,,,,H,03,NY,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500489245,,,ORG,Gambit Strategies LLC,,,,,,2939 Van Ness St NW,Apt 1006,Washington,DC,200084605,O2023,Special General,2024-01-30,28249.24,2024-01-29,3669547.38,Digital Advertising,,,S,H6NY03247,Suozzi,Thomas,,,,H,03,NY,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500485695,,,ORG,Gambit Strategies LLC,,,,,,2939 Van Ness St NW,Apt 1006,Washington,DC,200084605,O2023,Special General,2024-01-09,16443.00,2024-01-10,3669547.38,Digital Production,,,O,H4NY03283,Pilip,Mazi,M.,,,H,03,NY,Wolff,Brian,,,,2024-06-18,
