form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00787945,SB21B.274164,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2024-10-06,3728.72,,Service Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.274165,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2024-10-06,1451.64,,Service Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.274166,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2024-10-13,4705.19,,Service Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.274169,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2024-10-13,1648.99,,Service Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.274167,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2024-10-16,4431.73,,Service Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.274168,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2024-10-16,764.45,,Service Fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.256104,,,ORG,Amazon Web Services,,,,,,410 Terry Avenue North,,Seattle,WA,981095210,G2024,,2024-10-14,402.91,,Web Hosting,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.256106,,,ORG,Anthem Blue,,,,,,P.O.Box 4445,,Atlanta,GA,30302,G2024,,2024-10-02,5117.69,,Employee Health Insurance Premium,001,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.256142,,,ORG,BAMBOOhr,,,,,,42 Future Way,,Draper,UT,84020,G2024,,2024-10-16,527.60,,Payroll fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.256140,,,ORG,FACEBOOK,,,,,,1 HACKER WAY,,MENLO PARK,CA,94025,G2024,,2024-10-16,1404.76,,Blue Wave America Advertizements,001,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.256108,,,ORG,GOOGLE GSUITE,,,,,,61 Greenpoint Ave.,,BROOKLYN,NY,11222,G2024,,2024-10-02,374.58,,Web Hosting,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.259745,,,IND,,Heavrin,Mary,Christina,,,Post Office 4519,,Frankfort,KY,40604,G2024,,2024-10-16,12500.00,,Compliance and Legal consultant,001,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.256109,,,ORG,IDEALIST,,,,,,389 5th Ave,,NEW YORK,NY,10016,G2024,,2024-10-03,390.00,,Recruitment ads,001,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.256110,,,ORG,IDEALIST,,,,,,389 5th Ave,,NEW YORK,NY,10016,G2024,,2024-10-10,195.00,,Recruitment ads,001,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.256114,,,ORG,Real Strateges,,,,,,P.O. Box 913026,,Denver,CO,802913026,G2024,,2024-10-11,2400.00,,Microtargeting,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.256115,,,ORG,Republic Bank,,,,,,601 West Market,,Louisville,KY,40202,G2024,,2024-10-11,40.00,,Wire cost,001,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.256144,,,ORG,Scale to Win,,,,,,13742 Harper St.,,Santa Ana,CA,92703,G2024,,2024-10-05,18108.38,,Auto dailing services,003,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.256145,,,ORG,Scale to Win,,,,,,13742 Harper St.,,Santa Ana,CA,92703,G2024,,2024-10-16,9689.19,,Auto dailing services,003,,,,,,,,,,,,,,,,,,,
