form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00252940,VVAG5ARW1R0,,,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO Box 230985,,Tigard,OR,972810985,P2024,,2023-05-05,1000.00,0.00,Contribution,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,,
SB23,C00252940,VVAG5ARW1N6,,,CCM,BILL FOSTER FOR CONGRESS,,,,,,PO Box 9104,,Aurora,IL,605989104,P2024,,2023-05-05,1000.00,0.00,Contribution,,C00435099,,,FOSTER,G. WILLIAM (BILL),,,,H,IL,11,,,,,,,,
SB23,C00252940,VVAG5ARW1Q2,,,CCM,BOWMAN FOR CONGRESS,,,,,,81 Pondfield Rd,Ste D351,Bronxville,NY,107083818,P2024,,2023-05-11,1000.00,0.00,Contribution,,C00709196,,,BOWMAN,JAMAAL,,,,H,NY,16,,,,,,,,
SB23,C00252940,VVAG5ARW1Z5,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO Box 414,,Scranton,PA,185010414,P2024,,2023-05-11,1000.00,0.00,Contribution,,C00509968,,,CARTWRIGHT,MATT,,,,H,PA,08,,,,,,,,
SB23,C00252940,VVAG5ARW1V4,,,CCM,CASTEN FOR CONGRESS,,,,,,4915 Woodward Ave,,Downers Grove,IL,605153332,P2024,,2023-05-11,1000.00,0.00,Contribution,,C00648493,,,CASTEN,SEAN,,,,H,IL,06,,,,,,,,
SB23,C00252940,VVAG5ARW1W2,,,CCM,CASTOR FOR CONGRESS,,,,,,301 W Platt St,# 385,Tampa,FL,336062292,P2024,,2023-05-11,1500.00,0.00,Contribution,,C00410761,,,CASTOR,KATHY,,,,H,FL,14,,,,,,,,
SB23,C00252940,VVAG5ARW1T6,,,CCM,DARREN SOTO FOR CONGRESS,,,,,,PO Box 420239,,Kissimmee,FL,347420239,P2024,,2023-05-12,1500.00,0.00,Contribution,,C00581074,,,SOTO,DARREN,,,,H,FL,09,,,,,,,,
SB23,C00252940,VVAG5ARW245,,,PTY,DCCC,,,,,,430 S Capitol St SE,Fl 2,Washington,DC,200034024,O2023,Other,2023-05-25,1000.00,0.00,Contribution,,C00000935,DCCC,,,,,,,,,,,,,,,,,
SB23,C00252940,VVAG5ARW237,,,CCM,DR. RAUL RUIZ FOR CONGRESS,,,,,,PO Box 3433,,Palm Desert,CA,922613433,P2024,,2023-05-11,1000.00,0.00,Contribution,,C00502575,,,RUIZ,RAUL DR.,,,,H,CA,25,,,,,,,,
SB23,C00252940,VVAG5ARW1S8,,,CCM,FRIENDS OF MAZIE HIRONO,,,,,,PO Box 677,,Honolulu,HI,968090677,P2024,,2023-05-11,1000.00,0.00,Contribution,,C00420760,,,HIRONO,MAZIE MRS,,,,S,HI,,,,,,,,,
SB23,C00252940,VVAG5ARW211,,,CCM,HUFFMAN FOR CONGRESS,,,,,,PO Box 151563,,San Rafael,CA,949151563,P2024,,2023-05-11,1000.00,0.00,Contribution,,C00536680,,,HUFFMAN,JARED,,,,H,CA,02,,,,,,,,
SB23,C00252940,VVAG5ARW261,,,CCM,JOE NEGUSE FOR CONGRESS,,,,,,PO Box 7142,,Boulder,CO,803067142,P2024,,2023-05-11,1000.00,0.00,Contribution,,C00648253,,,NEGUSE,JOSEPH,,,,H,CO,02,,,,,,,,
SB23,C00252940,VVAG5ARW253,,,CCM,KATHY MANNING FOR CONGRESS,,,,,,PO Box 41197,,Greensboro,NC,274041197,P2024,,2023-05-11,1000.00,0.00,Contribution,,C00662577,,,MANNING,KATHY,,,,H,NC,06,,,,,,,,
SB23,C00252940,VVAG5ARW203,,,CCM,"KUSTER FOR CONGRESS, INC",,,,,,PO Box 1498,,Concord,NH,033021498,P2024,,2023-05-12,1000.00,0.00,Contribution,,C00462861,,,KUSTER,ANN MCLANE,,,,H,NH,02,,,,,,,,
SB23,C00252940,VVAG5ARW1Y7,,,CCM,LAUREN UNDERWOOD FOR CONGRESS,,,,,,2758 US Highway 34,Ste B,Oswego,IL,605438301,P2024,,2023-05-11,1000.00,0.00,Contribution,,C00652719,,,UNDERWOOD,LAUREN,A,,,H,IL,14,,,,,,,,
SB23,C00252940,VVAG5ARW184,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,P2024,,2023-05-03,50.00,0.00,Fundraising Services (via drawdown),,C00343871,,,Schiff,Adam,,,,S,CA,00,,,,,,,,
SB23,C00252940,VVAG5ARW191,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,P2024,,2023-05-12,50.00,0.00,Fundraising Services (via drawdown),,C00831107,,,Porter,Katherine,,,,S,CA,00,,,,,,,,
SB23,C00252940,VVAG5ARW1A9,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,P2024,,2023-05-12,50.00,0.00,Fundraising Services (via drawdown),,C00833608,,,Lee,Barbara,,,,S,CA,00,,,,,,,,
SB23,C00252940,VVAG5ARW1B7,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,O2023,Other,2023-05-25,50.00,0.00,Fundraising Services (via drawdown),,C00431874,FOLLOW THE NORTH STAR FUND,,,,,,,,,,,,,,,,,
SB23,C00252940,VVAG5ARW1C5,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,O2023,Other,2023-05-30,50.00,0.00,Fundraising Services (via drawdown),,C00830174,Securing Progress Across Our Nation PAC,,,,,,,,,,,,,,,,,
SB23,C00252940,VVAG5ARW1D3,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,O2023,Other,2023-05-31,50.00,0.00,Fundraising Services (via drawdown),,C00840918,Farm To Table PAC,,,,,,,,,,,,,,,,,
SB23,C00252940,VVAG5ARW278,,,CCM,NANCY PELOSI FOR CONGRESS,,,,,,700 13Th St NW,Ste 600,Washington,DC,200055998,P2024,,2023-05-11,2500.00,0.00,Contribution,,C00213512,,,PELOSI,NANCY,,,,H,CA,12,,,,,,,,
SB23,C00252940,VVAG5ARW1P4,,,CCM,SCHOLTEN FOR CONGRESS,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,P2024,,2023-05-11,1000.00,0.00,Contribution,,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,,
SB23,C00252940,VVAG5ARW229,,,CCM,SPANBERGER FOR CONGRESS,,,,,,PO Box 3121,,Glen Allen,VA,230583121,P2024,,2023-05-11,1000.00,0.00,Contribution,,C00649913,,,SPANBERGER,ABIGAIL,,,,H,VA,07,,,,,,,,
SB23,C00252940,VVAG5ARW1X9,,,CCM,SYDNEY KAMLAGER FOR CONGRESS,,,,,,777 S Figueroa St,Ste 4050,Los Angeles,CA,900175864,P2024,,2023-05-11,1000.00,0.00,Contribution,,C00795823,,,KAMLAGER,SYDNEY,,,,H,CA,37,,,,,,,,
