form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00834259,DYCM9KSUR4UK4ET2ME4F,,,ORG,RTA STRATEGY,,,,,,PO BOX 1483,,ROSWELL,GA,30077,,,2024-04-01,1395.00,,COMPLIANCE CONSULTING TREASURY DISCLOSURE REPORTING,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,DVBMJUHMJYYGHBPSV33C,,,ORG,RTA STRATEGY,,,,,,PO BOX 1483,,ROSWELL,GA,30077,,,2024-05-01,1395.00,,COMPLIANCE CONSULTING TREASURY DISCLOSURE REPORTING,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,DEV359MFY9M4ZBETYWDS,,,ORG,RTA STRATEGY,,,,,,PO BOX 1483,,ROSWELL,GA,30077,,,2024-05-01,528.00,,COMPLIANCE CONSULTING TREASURY DISCLOSURE REPORTING,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,DXTPREGDB37KE5BUAMD9,,,ORG,TABULARIUS GROUP,,,,,,126 C STREET NW,THIRD FLOOR,WASHINGTON,DC,20001,,,2024-06-03,1395.00,,COMPLIANCE CONSULTING TREASURY REPORTING,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,D892ZEMYUV8KZY3KHAYG,,,ORG,TARGETED VICTORY,,,,,,2311 WILSON BOULEVARD,,ARLINGTON,VA,22201,,,2024-04-01,599.40,,MERCHANT PROCESSING FEE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,D5JQK3GEJKVVHS3M7FKC,,,ORG,TARGETED VICTORY,,,,,,2311 WILSON BOULEVARD,,ARLINGTON,VA,22201,,,2024-04-15,1053.00,,MERCHANT PROCESSING FEE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,DYZBU78J5FJMURDEAPMV,,,ORG,TARGETED VICTORY,,,,,,2311 WILSON BOULEVARD,,ARLINGTON,VA,22201,,,2024-04-23,959.40,,MERCHANT PROCESSING FEE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,DQ48F8HTZEP2T99Q43DP,,,ORG,TARGETED VICTORY,,,,,,2311 WILSON BOULEVARD,,ARLINGTON,VA,22201,,,2024-04-29,402.30,,LIST REV SHARE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,DVPYMAFBKWN3VAKYZCCT,,,ORG,TARGETED VICTORY,,,,,,2311 WILSON BOULEVARD,,ARLINGTON,VA,22201,,,2024-05-06,606.60,,LIST REV SHARE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,DQM3AQJT4AJER6ZBEY3T,,,ORG,TARGETED VICTORY,,,,,,2311 WILSON BOULEVARD,,ARLINGTON,VA,22201,,,2024-05-13,268.20,,LIST REV SHARE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,D2ZURG2QK5WJEYZ8532F,,,ORG,TARGETED VICTORY,,,,,,2311 WILSON BOULEVARD,,ARLINGTON,VA,22201,,,2024-05-20,893.70,,LIST REV SHARE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,D87A5M98BBWMS6SDHCD5,,,ORG,TARGETED VICTORY,,,,,,2311 WILSON BOULEVARD,,ARLINGTON,VA,22201,,,2024-05-27,414.00,,LIST REV SHARE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,D5TMR69VTBT5KQP7B63Q,,,ORG,TARGETED VICTORY,,,,,,2311 WILSON BOULEVARD,,ARLINGTON,VA,22201,,,2024-06-03,531.90,,LIST REV SHARE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,DB4Y9AKPAMS4667PU7YW,,,ORG,TARGETED VICTORY,,,,,,2311 WILSON BOULEVARD,,ARLINGTON,VA,22201,,,2024-06-10,302.40,,LIST REV SHARE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,DPTM798K7W5T6SPMAXQM,,,ORG,TARGETED VICTORY,,,,,,2311 WILSON BOULEVARD,,ARLINGTON,VA,22201,,,2024-06-17,556.20,,LIST REV SHARE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,D85UP6N59EMTA7XMW825,,,ORG,TARGETED VICTORY,,,,,,2311 WILSON BOULEVARD,,ARLINGTON,VA,22201,,,2024-06-24,677.70,,LIST REV SHARE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,DR5HGFVYQZK9Y5APB8YQ,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-01,26.27,,MERCHANT PROCESSING FEE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,D7FN2ZH6WAGQEWANBMDA,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-15,97.08,,MERCHANT PROCESSING FEE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,DJJ8HSBDFRBD7X5JDYYM,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-23,42.14,,MERCHANT PROCESSING FEE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,DA6XETYC2RT8AASDJMHE,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD,SUITE 530,ARLINGTON,VA,22219,,,2024-04-30,17.64,,MERCHANT PROCESSING FEE,001,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,DTG5G3SB5SHQVBAQNRH9,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD,SUITE 530,ARLINGTON,VA,22219,,,2024-05-06,26.58,,MERCHANT PROCESSING FEE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,D5JC8QUBVBGMVM63BBZA,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD,SUITE 530,ARLINGTON,VA,22219,,,2024-05-20,39.25,,MERCHANT PROCESSING FEE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,DVH5M65X6DVB6YDE52UK,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD,SUITE 530,ARLINGTON,VA,22219,,,2024-05-27,18.17,,MERCHANT PROCESSING FEE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,DN7K77HPSXWYQKAAHU3Y,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD,SUITE 530,ARLINGTON,VA,22219,,,2024-06-03,26.85,,MERCHANT PROCESSING FEE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,DZ3SSMNKMMGVVSHPUZMQ,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD,SUITE 530,ARLINGTON,VA,22219,,,2024-06-10,29.05,,MERCHANT PROCESSING FEE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,D6T4FNPNYH4NA547QGC6,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD,SUITE 530,ARLINGTON,VA,22219,,,2024-06-13,11.75,,MERCHANT PROCESSING FEE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,D6Y4S2U9KEPXYM7TKT87,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD,SUITE 530,ARLINGTON,VA,22219,,,2024-06-17,24.44,,MERCHANT PROCESSING FEE,003,,,,,,,,,,,,,,,,,,,,
SB21B,C00834259,D9U734VW89CB9M8ZZAW3,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD,SUITE 530,ARLINGTON,VA,22219,,,2024-06-24,29.95,,MERCHANT PROCESSING FEE,003,,,,,,,,,,,,,,,,,,,,
