form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00606962,SB29.185364,,,ORG,Artisan Strategies,,,,,,1300 Pennsylvania Ave,,Washington,DC,20001,,,2024-03-07,32912.89,,Mailers for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.185365,,,ORG,Artisan Strategies,,,,,,1300 Pennsylvania Ave,,Washington,DC,20001,,,2024-03-07,32912.89,,Mailers for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.185369,,,ORG,Artisan Strategies,,,,,,1300 Pennsylvania Ave,,Washington,DC,20001,,,2024-03-18,2614.00,,Walkcards for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.185371,,,ORG,Artisan Strategies,,,,,,1300 Pennsylvania Ave,,Washington,DC,20001,,,2024-03-18,1564.86,,Walkcards for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.185366,,,ORG,Artisan Strategies,,,,,,1300 Pennsylvania Ave,,Washington,DC,20001,,,2024-03-19,15500.00,,Robocalls for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.185367,,,ORG,Artisan Strategies,,,,,,1300 Pennsylvania Ave,,Washington,DC,20001,,,2024-03-19,15000.00,,Robocalls for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.185368,,,ORG,Artisan Strategies,,,,,,1300 Pennsylvania Ave,,Washington,DC,20001,,,2024-03-19,14750.00,,Robocalls for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.185336,,,ORG,Base Builder,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,,,2024-03-25,223587.50,,canvass services for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.185382,,,ORG,Base Builder,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,,,2024-03-25,3300.00,,Canvass services for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.185360,,,COM,Battleground California,,,,,,515 S Figueroa St,1110,Los Angeles,CA,90071,,,2024-03-20,75000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.185335,,,ORG,Berlin Rosen,,,,,,15 Maiden Lane,Suite 1600,New York,NY,10038,,,2024-03-01,150000.00,,tv ads for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.185363,,,COM,JUSTICE DEMOCRATS PAC,,,,,,"10629 HARDIN VALLEY RD, #226",,KNOXVILLE,TN,37932,,,2024-03-01,50000.00,,Contribution,,C00630665,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.185359,,,COM,JUSTICE DEMOCRATS PAC,,,,,,"10629 HARDIN VALLEY RD, #226",,KNOXVILLE,TN,37932,,,2024-03-20,80000.00,,contribution,,C00630665,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.185372,,,ORG,Movement Labs LLC,,,,,,2045 W Grand Ave,Ste B 31638,Chicago,IL,60612,,,2024-03-11,30000.00,,Mailers for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.185375,,,ORG,National Research and Polling Group LLC,,,,,,6521 W 91st Ave,,Westminster,CO,80031,,,2024-03-22,19975.00,,robocalls for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.185334,,,ORG,National Research and Polling Group LLC,,,,,,6521 W 91st Ave,,Westminster,CO,80031,,,2024-03-27,25305.60,,calls for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.185376,,,ORG,Ohio Families Unite for Political Action and Change,,,,,,4000 Lead Rd,PO Box 528,Hilliard,OH,43026,,,2024-03-15,16000.00,,GOTV programming and support for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.185380,,,COM,One Texas,,,,,,1401 Cleburne St,,Houston,TX,77004,,,2024-03-01,15000.00,,Digital Ads for non-federal Election,,,,,,,,,,,,,,,,,,,,
