form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00285593,EB690,,,PAC,Anthony Boardman for State Senate 27,,,,,,PO Box 42307,,Portland,OR,97242,,,2024-02-07,5000.00,,Contribution to Non-Federal Committee,011,,Anthony Boardman for State Senate 27,,,,,,,,,,,,,,,,,
SB29,C00285593,EB701,,,PAC,Arizona Democratic Party,,,,,,934 West McDonnell Road,,Phoenix,AZ,85007,,,2024-03-06,5000.00,,Contribution to Non-Federal Committee,011,,Arizona Democratic Party,,,,,,,,,,,,,,,,,
SB29,C00285593,EB689,,,PAC,Committee to Elect Steve Berch,,,,,,PO Box 4903,,Boise,ID,83711,,,2024-02-07,2000.00,,Contribution to Non-Federal Committee,011,,Committee to Elect Steve Berch,,,,,,,,,,,,,,,,,
SB29,C00285593,EB696,,,PAC,Contreras for AZ,,,,,,4392 E. Sunset Drive,,Phoenix,AZ,85044,,,2024-02-27,1000.00,,Contribution to Non-Federal Committee,011,,Contreras for AZ,,,,,,,,,,,,,,,,,
SB29,C00285593,EB692,,,PAC,"Guardado for Phoenix City Council District 5, Betty",,,,,,5633 W. Coolidge Street,,Phoenix,AZ,85031,,,2024-02-27,6000.00,,Contribution to Non-Federal Committee,011,,"Guardado for Phoenix City Council District 5, Betty",,,,,,,,,,,,,,,,,
SB29,C00285593,EB693,,,PAC,Laura for Maricopa Schools,,,,,,"5104 North 32nd Street, #110",,Phoenix,AZ,85018,,,2024-02-27,3000.00,,Contribution to Non-Federal Committee,011,,Laura for Maricopa Schools,,,,,,,,,,,,,,,,,
SB29,C00285593,EB698,,,PAC,"Miranda for Senate, Catherine",,,,,,5412 W. Ellis Drive,,Laveen,AZ,85339,,,2024-02-27,2500.00,,Contribution to Non-Federal Committee,011,,"Miranda for Senate, Catherine",,,,,,,,,,,,,,,,,
SB29,C00285593,EB700,,,PAC,Nancy Gutierrez for LD 18,,,,,,PO Box 35612,,Tucson,AZ,85740,,,2024-02-27,1500.00,,Contribution to Non-Federal Committee,011,,Nancy Gutierrez for LD 18,,,,,,,,,,,,,,,,,
SB29,C00285593,EB697,,,PAC,"Ortiz for Arizona, Analise",,,,,,P.O. Box 14842,,Phoenix,AZ,85063,,,2024-02-27,1000.00,,Contribution to Non-Federal Committee,011,,"Ortiz for Arizona, Analise",,,,,,,,,,,,,,,,,
SB29,C00285593,EB699,,,PAC,"Schwiebert for AZ, Judy",,,,,,420 East Campo Bello Drive,,Phoenix,AZ,85022,,,2024-02-27,4000.00,,Contribution to Non-Federal Committee,011,,"Schwiebert for AZ, Judy",,,,,,,,,,,,,,,,,
SB29,C00285593,EB695,,,PAC,"Valenzuela for Arizona, Daniel",,,,,,8050 N. 19th Avenue,,Phoenix,AZ,85021,,,2024-02-27,3000.00,,Contribution to Non-Federal Committee,011,,"Valenzuela for Arizona, Daniel",,,,,,,,,,,,,,,,,
