form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00415752,SB21B.64212,,,ORG,ADT/Protection 1,,,,,,P.O.Box 219044,,Kansas City,MO,64121,,,2023-07-10,66.79,,security monitoring service,001,,,,,,,,,,,,,,,,,,,
SB21B,C00415752,SB21B.64213,,,ORG,ADT/Protection 1,,,,,,P.O.Box 219044,,Kansas City,MO,64121,,,2023-08-07,66.79,,security monitoring service,001,,,,,,,,,,,,,,,,,,,
SB21B,C00415752,SB21B.64214,,,ORG,ADT/Protection 1,,,,,,P.O.Box 219044,,Kansas City,MO,64121,,,2023-09-14,66.79,,security monitoring service,001,,,,,,,,,,,,,,,,,,,
SB21B,C00415752,SB21B.64215,,,ORG,ADT/Protection 1,,,,,,P.O.Box 219044,,Kansas City,MO,64121,,,2023-09-28,66.79,,security monitoring service,001,,,,,,,,,,,,,,,,,,,
SB21B,C00415752,SB21B.64216,,,ORG,ADT/Protection 1,,,,,,P.O.Box 219044,,Kansas City,MO,64121,,,2023-11-16,66.79,,security monitoring service,001,,,,,,,,,,,,,,,,,,,
SB21B,C00415752,SB21B.64217,,,ORG,ADT/Protection 1,,,,,,P.O.Box 219044,,Kansas City,MO,64121,,,2023-12-19,66.79,,security monitoring service,001,,,,,,,,,,,,,,,,,,,
SB21B,C00415752,SB21B.64255,,,ORG,Agua Clear Water Solutions,,,,,,204 Beech,,McAllen,TX,78501,,,2023-07-19,489.44,,equipment lease expenditure,001,,,,,,,,,,,,,,,,,,,
SB21B,C00415752,SB21B.64256,,,ORG,Agua Clear Water Solutions,,,,,,204 Beech,,McAllen,TX,78501,,,2023-08-16,489.44,,equipment lease expenditure,001,,,,,,,,,,,,,,,,,,,
SB21B,C00415752,SB21B.64257,,,ORG,Agua Clear Water Solutions,,,,,,204 Beech,,McAllen,TX,78501,,,2023-09-12,562.89,,equipment lease expenditure,001,,,,,,,,,,,,,,,,,,,
SB21B,C00415752,SB21B.64258,,,ORG,Agua Clear Water Solutions,,,,,,204 Beech,,McAllen,TX,78501,,,2023-10-24,589.44,,equipment lease expenditure,001,,,,,,,,,,,,,,,,,,,
