form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00039578,49412084,,,CCM,Blake Moore For Congress,,,,,,370 East South Temple Ste 580,,Salt Lake City,UT,84111,P2024,,2023-12-20,-2500.00,0.00,,011,C00738872,Blake Moore For Congress,H0UT01205,Moore,Blake,,Rep.,,H,UT,01,,,,,,,X,Re-designation on 12/20/2023
SB23,C00039578,49604065,,,CCM,Adrian Smith For Congress,,,,,,1126 Avenue A,Ste 6,Scottsbluff,NE,693613563,P2024,,2023-12-11,2500.00,0.00,PAC Contribution,011,C00412890,Adrian Smith For Congress,H6NE03115,Smith,Adrian,,Rep.,,H,NE,03,,,,,,,,PAC Contribution
SB23,C00039578,49604067,,,CCM,August Pfluger For Congress,,,,,,PO Box 3530,,San Angelo,TX,76902,P2024,,2023-12-11,1000.00,0.00,PAC Contribution,011,C00719294,August Pfluger For Congress,H0TX11230,Pfluger,August,,Rep.,II,H,TX,11,,,,,,,,PAC Contribution
SB23,C00039578,49604068,,,PAC,Bold Active Conservatives of Nebraska PAC (BACON PAC),,,,,,228 S. Washington ST.,STE. 115,Alexandria,VA,22314,,,2023-12-11,2500.00,0.00,PAC Contribution,011,C00647420,,,,,,,,,,,,,,,,,,PAC Contribution
SB23,C00039578,49604122,,,PAC,Bringing America Together PAC,,,,,,PO BOX 30844,,Bethesda,MD,20824,,,2023-12-11,3500.00,0.00,PAC Contribution,011,C00647354,,,,,,,,,,,,,,,,,,PAC Contribution
SB23,C00039578,49604123,,,CCM,Buddy Carter For Congress,,,,,,PO Box 10570,,Savannah,GA,31412,P2024,,2023-12-11,2500.00,0.00,PAC Contribution,011,C00543967,Buddy Carter For Congress,H4GA01039,Carter,Buddy,,Rep.,,H,GA,01,,,,,,,,PAC Contribution
SB23,C00039578,49604124,,,PAC,Call to Service PAC,,,,,,228 S. WASHINGTON ST. STE. 115,,ALEXANDRIA,VA,22314,,,2023-12-11,2500.00,0.00,PAC Contribution,011,C00818740,,,,,,,,,,,,,,,,,,PAC Contribution
SB23,C00039578,49604125,,,PAC,CEILING AND VISIBILITY UNLIMITED (CAVU PAC),,,,,,P.O. BOX 2811,,LAKELAND,FL,33806,,,2023-12-11,2500.00,0.00,PAC Contribution,011,C00770701,,,,,,,,,,,,,,,,,,PAC Contribution
SB23,C00039578,49604126,,,CCM,Dan Newhouse For Congress,,,,,,PO Box 10949,,Yakima,WA,989091949,P2024,,2023-12-11,2500.00,0.00,PAC Contribution,011,C00559393,Dan Newhouse For Congress,H4WA04104,Newhouse,Dan,,Rep.,,H,WA,04,,,,,,,,PAC Contribution
SB23,C00039578,49604129,,,CCM,Daniel Webster For Congress,,,,,,P. O. Box 1007,,Webster,FL,33597,P2024,,2023-12-11,1000.00,0.00,PAC Contribution,011,C00481911,Daniel Webster For Congress,H0FL08208,Webster,Daniel,,Rep.,,H,FL,11,,,,,,,,PAC Contribution
SB23,C00039578,49604130,,,CCM,David Rouzer For Congress,,,,,,PO Box 3142,,Wilmington,NC,28406,P2024,,2023-12-11,2500.00,0.00,PAC Contribution,011,C00501643,David Rouzer For Congress,H2NC07096,Rouzer,David,,Rep.,,H,NC,07,,,,,,,,PAC Contribution
