form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00883116,B-10,,,PAC,SOCK IT TO 'EM PAC,,,,,,PO BOX 30844,,BETHESDA,MD,20824,,,2024-12-10,2000.00,,Direct Contribution,011,C00654186,SOCK IT TO 'EM PAC,,,,,,,,,,,,,,,,,
SB23,C00883116,B-11,,,CCM,BERNIE MORENO FOR SENATE,,,,,,PO BOX 340797,,COLUMBUS,OH,43234,G2024,,2024-12-10,2000.00,,Debt Retirement,011,C00837484,BERNIE MORENO FOR SENATE,S4OH00192,Moreno,Bernie,,,,S,OH,,,,,,,,,
SB23,C00883116,B-12,,,CCM,FRIENDS OF DAVE MCCORMICK,,,,,,PO BOX 23537,,PITTSBURGH,PA,15222,G2024,,2024-12-10,3300.00,,Debt Retirement,011,C00851980,FRIENDS OF DAVE MCCORMICK,S2PA00661,MCCORMICK,DAVE,,,,S,PA,,,,,,,,,
SB23,C00883116,B-13,,,PAC,THE PETER NORBECK LEADERSHIP PAC,,,,,,PO BOX 477,,PIERRE,SD,57501,,,2024-12-18,3300.00,,Direct Contribution,011,C00571976,THE PETER NORBECK LEADERSHIP PAC,,,,,,,,,,,,,,,,,
SB23,C00883116,B-14,,,CCM,MIKE FLOOD FOR CONGRESS,,,,,,PO BOX 81041,,LINCOLN,NE,68501,P2026,,2024-12-18,2500.00,,Direct Contribution,011,C00801241,MIKE FLOOD FOR CONGRESS,H2NE01118,FLOOD,MIKE,,,,H,NE,01,,,,,,,,
SB23,C00883116,B-15,,,CCM,HIMES FOR CONGRESS,,,,,,857 POST RD,#312,FAIRFIELD,CT,06824,C2026,2026 CT Convention,2024-12-23,2500.00,,Direct Contribution,011,C00434191,HIMES FOR CONGRESS,H8CT04172,Himes,Jim,,,,H,CT,04,,,,,,,,
SB23,C00883116,B-16,,,CCM,BRITTANY PETTERSEN FOR COLORADO,,,,,,PO BOX 150887,,LAKEWOOD,CO,80215,P2026,,2024-12-23,2500.00,,Direct Contribution,011,C00637215,BRITTANY PETTERSEN FOR COLORADO,H8CO07045,Pettersen,Brittany,Louise,,,H,CO,07,,,,,,,,
SB23,C00883116,B-17,,,CCM,BILL FOSTER FOR CONGRESS,,,,,,PO BOX 9104,,AURORA,IL,60598,P2026,,2024-12-23,2500.00,,Direct Contribution,011,C00435099,BILL FOSTER FOR CONGRESS,H8IL14067,Foster,G. William (Bill),,,,H,IL,11,,,,,,,,
SB23,C00883116,B-18,,,CCM,DELBENE FOR CONGRESS,,,,,,PO BOX 477,,KIRKLAND,WA,98083,P2026,,2024-12-23,2500.00,,Direct Contribution,011,C00459099,DELBENE FOR CONGRESS,H0WA08046,DelBene,Suzan,K,,,H,WA,01,,,,,,,,
SB23,C00883116,B-W,,,PAC,ALABAMA FIRST PAC,,,,,,PO BOX 3723,,MONTGOMERY,AL,36109,,,2024-12-03,2000.00,,Direct Contribution,011,C00821058,ALABAMA FIRST PAC,,,,,,,,,,,,,,,,,
SB23,C00883116,B-X,,,CCM,THOM TILLIS COMMITTEE,,,,,,PO BOX 97396,,RALEIGH,NC,27624,P2026,,2024-12-03,2500.00,,Direct Contribution,011,C00545772,THOM TILLIS COMMITTEE,S4NC00162,Tillis,Thom,R.,Sen.,,S,NC,,,,,,,,,
SB23,C00883116,B-Y,,,CCM,CITIZENS FOR WATERS,,,,,,12501 IMPERIAL HWY. STE. 200,,NORWALK,CA,90650,P2026,,2024-12-03,2500.00,,Direct Contribution,011,C00167585,CITIZENS FOR WATERS,H4CA23011,Waters,Maxine,,Ms,,H,CA,43,,,,,,,,
SB23,C00883116,B-Z,,,CCM,FRIENDS FOR GREGORY MEEKS,,,,,,153-01 JAMAICA AVENUE,SUITE 205,JAMAICA,NY,11432,P2026,,2024-12-03,1000.00,,Direct Contribution,011,C00430991,FRIENDS FOR GREGORY MEEKS,H8NY06048,Meeks,Gregory,W.,,,H,NY,05,,,,,,,,
