form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00450916,SB23.7652,,,PAC,ALL FOR OUR COUNTRY LEADERSHIP PAC,,,,,,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,O2024,Annual,2024-01-09,5000.00,,Contribution,,C00629212,,,,,,,,,,,,,,,,,,
SB23,C00450916,SB23.7640,,,CCM,CAREY FOR CONGRESS,,,,,,PO BOX 16032,,COLUMBUS,OH,43216,P2024,,2024-01-08,2000.00,,Contribution,,C00779603,CAREY FOR CONGRESS,H2OH15228,CAREY,MIKE,,,,H,OH,15,,,,,,,,
SB23,C00450916,SB23.7621,,,CCM,CASTOR FOR CONGRESS,,,,,,"301 W PLATT STREET, #385",,TAMPA,FL,33606,P2024,,2024-01-03,1000.00,,Contribution,,C00410761,CASTOR FOR CONGRESS,H6FL11126,CASTOR,KATHY,,,,H,FL,14,,,,,,,,
SB23,C00450916,SB23.7665,,,PTY,DCCC,,,,,,"430 SOUTH CAPITOL STREET, SE",2ND FLOOR,WASHINGTON,DC,20003,O2024,Annual,2024-01-08,5000.00,,Contribution,,C00000935,,,,,,,,,,,,,,,,,,
SB23,C00450916,SB23.7660,,,CCM,DIANA FOR CONGRESS,,,,,,PO BOX 7208,,KINGSPORT,TN,37664,P2024,,2024-01-22,500.00,,Contribution,,C00741090,DIANA FOR CONGRESS,H0TN01118,HARSHBARGER,DIANA,,,,H,TN,01,,,,,,,,
SB23,C00450916,SB23.7669,,,PTY,DSCC,,,,,,120 MARYLAND AVE NE,,WASHINGTON,DC,20002,O2024,Annual,2024-01-09,15000.00,,Contribution,,C00042366,,,,,,,,,,,,,,,,,,
SB23,C00450916,SB23.7638,,,CCM,ELECT DEMOCRATIC WOMEN,,,,,,600 PENNSYLVANIA AVE SE,#15180,WASHINGTON,DC,20003,O2024,Annual,2024-01-09,5000.00,,Contribution,,C00685297,,,,,,,,,,,,,,,,,,
SB23,C00450916,SB23.7628,,,CCM,FRIENDS OF MARK WARNER,,,,,,1751 POTOMAC GREENS DRIVE,,ALEXANDRIA,VA,22314,P2026,,2024-01-19,1000.00,,Contribution,,C00438713,FRIENDS OF MARK WARNER,S6VA00093,WARNER,MARK ROBERT,,,,S,VA,00,,,,,,,,
SB23,C00450916,SB23.7656,,,CCM,HUIZENGA FOR CONGRESS,,,,,,PO BOX 254,,ZEELAND,MI,49464,P2024,,2024-01-19,2500.00,,Contribution,,C00459297,HUIZENGA FOR CONGRESS,H0MI02094,HUIZENGA,WILLIAM P,,,,H,MI,04,,,,,,,,
SB23,C00450916,SB23.7661,,,COM,JOHN ROSE VICTORY FUND,,,,,,PO BOX 2404,,COOKEVILLE,TN,38502,O2024,Other,2024-01-29,1500.00,,JFC Contribution,,C00701938,,,,,,,,,,,,,,,,,,
