form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00754051,B838420,,,ORG,Local 30 UNITE HERE,,,,,,1940 5th Avenue Suite 200,,San Diego,CA,92101,O2023,Not Applicable,2023-01-05,1274.92,,Staff Salary & Expenses,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B838627,,,ORG,UNITE HERE Local 2,,,,,,209 Golden Gate Avenue,,San Francisco,CA,94102,O2022,Not Applicable,2023-01-17,2415.42,,Staff Salary & Expenses,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B838350,,,ORG,Travelers Haven,,,,,,950 S Cherry Street Suite 1000,,Denver,CO,80246,O2023,Not Applicable,2023-01-03,1271.32,,Staff Lodging,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B838412,,,ORG,UNITE HERE Local 217,,,,,,425 College Street,,New Haven,CT,06511,O2023,Not Applicable,2023-01-05,5621.64,,Staff Salary & Expenses,011,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B838413,,,ORG,UNITE HERE Local 34,,,,,,425 College Street 2nd Floor,,New Haven,CT,06511,O2023,Not Applicable,2023-01-05,553.95,,Staff Salary & Expenses,011,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B838414,,,ORG,UNITE HERE Local 35,,,,,,425 College Street,,New Haven,CT,06511,O2023,Not Applicable,2023-01-05,2446.49,,Staff Salary & Expenses,011,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B844075,,,ORG,UNITE HERE Local 217,,,,,,425 College Street,,New Haven,CT,06511,O2023,Not Applicable,2023-03-27,237.62,,Staff Travel,011,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B848278,,,ORG,Bergmann Zwerdling Direct,,,,,,1350 Connecticut Avenue NW #400,,Washington,DC,20036,O2023,Not Applicable,2023-06-05,2330.00,,Administrative Printing,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B847274,,,ORG,La Quinta Inn & Suites by Wyndham Columbus,,,,,,1711 Rollins Way,,Columbus,GA,31904,O2023,Not Applicable,2023-05-23,3180.72,,Staff Lodging,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B838552,,,ORG,Diner's Club,,,,,,P.O. Box 5732,,Carol Stream,IL,60197,O2023,Not Applicable,2023-01-12,23840.96,,Staff Travel,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B825997,,,ORG,Diner's Club,,,,,,P.O. Box 5732,,Carol Stream,IL,60197,O2022,Not Applicable,2023-01-12,-3539.61,,Administrative Travel,001,,,,,,,,,,, ,,,,,,,,Voided: Original check dated 08/16/22
SB21B,C00754051,B825998,,,ORG,Diner's Club,,,,,,P.O. Box 5732,,Carol Stream,IL,60197,O2022,Not Applicable,2023-01-12,-10618.84,,Administrative Travel,001,,,,,,,,,,, ,,,,,,,,Voided: Original check dated 08/16/22
SB21B,C00754051,B849173,,,ORG,Diner's Club,,,,,,P.O. Box 5732,,Carol Stream,IL,60197,O2023,Not Applicable,2023-06-15,1997.08,,Staff Travel,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B839565,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-01-18,204.00,,Bank Service Charge,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B841291,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-02-16,85.00,,Bank Service Charge,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B840894,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-02-23,13133.30,,Credit Card Payment-Itemized Below,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B840894A,,,ORG,Patriot Parking,,,,,,2215 Walnut Street,,Philadelphia,PA,19103,O2023,Not Applicable,2023-02-23,-355.00,,Parking Refund,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B840894B,,,ORG,Cubesmart,,,,,,5 Old Lancaster Road,,Malvern,PA,19355,O2023,Not Applicable,2023-02-23,302.18,,Storage Fee,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B840894C,,,ORG,AT&T,,,,,,208 S. Akard Street,Suite 2954,Dallas,TX,75202,O2023,Not Applicable,2023-02-23,9511.46,,Cell Phone Charges,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B840894D,,,ORG,Google,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,O2023,Not Applicable,2023-02-23,3363.12,,Software,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B840894E,,,ORG,Comcast,,,,,,1701 JFK Blvd,,Philadelphia,PA,19103,O2023,Not Applicable,2023-02-23,311.54,,Cable,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B840895,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-02-23,500.00,,Credit Card Payment-Itemized Below,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B840895A,,,ORG,Reach Progress PBC,,,,,,43-16 12th Street,,Long Island City,NY,11101,O2023,Not Applicable,2023-02-23,500.00,,Software,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B840905,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-02-23,1947.04,,Credit Card Payment-Itemized Below,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B840905A,,,ORG,Cubesmart,,,,,,5 Old Lancaster Road,,Malvern,PA,19355,O2023,Not Applicable,2023-02-23,302.18,,Storage Fee,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B840905B,,,ORG,Google,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,O2023,Not Applicable,2023-02-23,1644.86,,Software,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B845945,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-03-16,130.00,,Bank Service Charge,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B845946,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-04-18,85.00,,Bank Service Charge,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B848443,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-05-16,50.00,,Bank Service Charge,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B849306,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2023,Not Applicable,2023-06-15,6544.18,,Credit Card Payment-Itemized Below,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B849306A,,,ORG,Best Buy,,,,,,7601 Penn Avenue S,,Minneapolis,MN,55423,O2023,Not Applicable,2023-06-15,368.54,,Portable PA System,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B849306B,,,ORG,Brass Tap Restaurant,,,,,,5660 W Cypress Street,Suite A,Tampa,FL,33607,O2023,Not Applicable,2023-06-15,288.55,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B849306C,,,ORG,Buffalo Wild Wings,,,,,,5500 Wayzata Blvd,Suite 1600,Minneapolis,MN,55416,O2023,Not Applicable,2023-06-15,176.32,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B849306D,,,ORG,Courtyard Marriott,,,,,,10400 Fernwood Road,,Bethesda,MD,20817,O2023,Not Applicable,2023-06-15,457.02,,Staff Lodging,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B849306E,,,ORG,Crab Du Jour,,,,,,6320 Plantation Center Drive,,Raleigh,NC,27616,O2023,Not Applicable,2023-06-15,613.18,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B849306F,,,ORG,Cracker Barrel,,,,,,PO Box 787,,Lebanon,TN,37088,O2023,Not Applicable,2023-06-15,299.09,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B849306G,,,ORG,Fairfield Inn,,,,,,538 SW Corporate Drive,,Lake City,FL,32055,O2023,Not Applicable,2023-06-15,226.86,,Staff Lodging,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B849306H,,,ORG,Guitar Center,,,,,,5795 Lindero Canyon Road,,Westlake Village,CA,91362,O2023,Not Applicable,2023-06-15,478.02,,PA System,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B849306I,,,ORG,Home Depot,,,,,,2455 Paces Ferry Road NW,,Atlanta,GA,30339,O2023,Not Applicable,2023-06-15,150.72,,Rain Ponchos,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B849306J,,,ORG,Kickback Jacks Restaurant,,,,,,PO Box 10398,,Greensboro,NC,27408,O2023,Not Applicable,2023-06-15,487.38,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B849306K,,,ORG,Kroger,,,,,,1014 Vine Street,,Cincinatti,OH,45202,O2023,Not Applicable,2023-06-15,86.62,,Water,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B849306L,,,ORG,Lowes,,,,,,1000 Lowes Blvd,,Mooresville,NC,28117,O2023,Not Applicable,2023-06-15,11.19,,Office Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B849306M,,,ORG,Minute Key,,,,,,4760 Walnut Street,,Boulder,CO,80301,O2023,Not Applicable,2023-06-15,8.48,,Office Key Copy,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B849306N,,,ORG,Office Depot,,,,,,6600 North Military Trail,,Boca Raton,FL,33496,O2023,Not Applicable,2023-06-15,137.99,,Office Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B849306O,,,ORG,Office Max,,,,,,263 Shuman Blvd,,Naperville,IL,60563,O2023,Not Applicable,2023-06-15,138.22,,Office Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B849306P,,,ORG,Patron Mexican Restaurant,,,,,,1620 Newbury Road,Suite E,Newbury Park,CA,91302,O2023,Not Applicable,2023-06-15,140.59,,Staff Meals,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B849306Q,,,ORG,Sam's Club,,,,,,2101 SE Simple Savings Dr.,,Bentonville,AR,72712,O2023,Not Applicable,2023-06-15,2046.36,,Office Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B849306R,,,ORG,Target,,,,,,1000 Nicollet Mall,,Minneapolis,MN,55403,O2023,Not Applicable,2023-06-15,234.65,,Office Supplies,001,,,,,,,,,,, ,,,,,,,X,
SB21B,C00754051,B849306S,,,ORG,Walmart,,,,,,702 SW 8th Street,,Bentonville,AR,72716,O2023,Not Applicable,2023-06-15,194.40,,Office Supplies,001,,,,,,,,,,, ,,,,,,,X,
