form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00754051,B849185,,,ORG,Worker Power,,,,,,1021 s 7th Avenue Suite 101,,Phoenix,AZ,85007,O2023,Not Applicable,2023-06-15,5564.18,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00754051,B838454,,,PAC,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,O2023,Not Applicable,2023-01-09,63701.59,,State PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00754051,B825999,,,PAC,Diner's Club,,,,,,P.O. Box 5732,,Carol Stream,IL,60197,O2022,Not Applicable,2023-01-12,-2457.86,,State PAC,011,,,,,,,,,,, ,,,,,,,,Voided: Original check dated 08/16/22
SB29,C00754051,B837202,,,PAC,Hilton Garden Inn Reno,,,,,,9920 Double R Blvd,,Reno,NV,89521,O2022,Not Applicable,2023-02-01,-809.82,,State PAC,011,,,,,,,,,,, ,,,,,,,,Voided: Original check dated 12/01/22
SB29,C00754051,B846484,,,COM,Make the Road Action Independent Expenditure Commi,,,,,,449 Troutman Street Suite C,,Brooklyn,NY,11237,O2023,Not Applicable,2023-05-10,15000.00,,Non-Federal IE Committee,011,,,,,,,,,,, ,,,,,,,,
SB29,C00754051,B848766,,,COM,Make the Road Action Independent Expenditure Commi,,,,,,449 Troutman Street Suite C,,Brooklyn,NY,11237,O2023,Not Applicable,2023-06-09,1500.00,,Non-Federal IE Committee,011,,,,,,,,,,, ,,,,,,,,
SB29,C00754051,B841482,,,CCM,UNITE HERE,,,,,,275 7th Avenue,,New York,NY,10001,P2023,,2023-03-09,345.00,,PA Nonfed IE; Video Production,011,,,,Gym,Helen,,,,,PA, ,,,,,,,,
SB29,C00754051,B844530,,,CCM,Northern Liberty Press,,,,,,1223 North Mascher Street,,Philadelphia,PA,19122,P2023,,2023-03-30,3792.96,,PA Nonfed IE; Printing Canvassing Materials,011,,,,Gym,Helen,,,,,PA, ,,,,,,,,
SB29,C00754051,B844559,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-03-30,42522.00,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Gym,Helen,,,,,PA, ,,,,,,,,
SB29,C00754051,B845050,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-04-13,7671.38,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Almiron,Erika,,,,,PA, ,,,,,,,,
SB29,C00754051,B845062,,,CCM,Northern Liberty Press,,,,,,1223 North Mascher Street,,Philadelphia,PA,19122,P2023,,2023-04-13,535.08,,PA Nonfed IE; Printing Canvassing Materials,011,,,,Almiron,Erika,,,,,PA, ,,,,,,,,
SB29,C00754051,B845040,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-04-13,8306.38,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Almiron,Erika,,,,,PA, ,,,,,,,,
SB29,C00754051,B845070,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-04-13,27.83,,PA Nonfed IE; Inhouse Printing Canvassing Material,011,,,,Almiron,Erika,,,,,PA, ,,,,,,,,
SB29,C00754051,B845068,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-04-13,27.83,,PA Nonfed IE; Inhouse Printing Canvassing Material,011,,,,Gilmore Richardson,Katherine,,,,,PA, ,,,,,,,,
SB29,C00754051,B845049,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-04-13,7671.38,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Gilmore Richardson,Katherine,,,,,PA, ,,,,,,,,
SB29,C00754051,B845039,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-04-13,8306.38,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Gilmore Richardson,Katherine,,,,,PA, ,,,,,,,,
SB29,C00754051,B845060,,,CCM,Northern Liberty Press,,,,,,1223 North Mascher Street,,Philadelphia,PA,19122,P2023,,2023-04-13,535.08,,PA Nonfed IE; Printing Canvassing Materials,011,,,,Gilmore Richardson,Katherine,,,,,PA, ,,,,,,,,
SB29,C00754051,B845025,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-04-13,59630.65,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Gym,Helen,,,,,PA, ,,,,,,,,
SB29,C00754051,B845026,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-04-13,38356.89,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Gym,Helen,,,,,PA, ,,,,,,,,
SB29,C00754051,B845029,,,CCM,Northern Liberty Press,,,,,,1223 North Mascher Street,,Philadelphia,PA,19122,P2023,,2023-04-13,2675.44,,PA Nonfed IE; Printing Canvassing Materials,011,,,,Gym,Helen,,,,,PA, ,,,,,,,,
SB29,C00754051,B845030,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-04-13,139.12,,PA Nonfed IE; Inhouse Printing Canvassing Material,011,,,,Gym,Helen,,,,,PA, ,,,,,,,,
SB29,C00754051,B845145,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,P2023,,2023-04-13,4229.54,,PA Nonfed IE; Car Rental Expenses,011,,,,Gym,Helen,,,,,PA, ,,,,,,,,
SB29,C00754051,B845066,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-04-13,27.83,,PA Nonfed IE; Inhouse Printing Canvassing Material,011,,,,Landau,Rue,,,,,PA, ,,,,,,,,
SB29,C00754051,B845037,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-04-13,8306.38,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Landau,Rue,,,,,PA, ,,,,,,,,
SB29,C00754051,B845048,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-04-13,7671.38,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Landau,Rue,,,,,PA, ,,,,,,,,
SB29,C00754051,B845058,,,CCM,Northern Liberty Press,,,,,,1223 North Mascher Street,,Philadelphia,PA,19122,P2023,,2023-04-13,535.08,,PA Nonfed IE; Printing Canvassing Materials,011,,,,Landau,Rue,,,,,PA, ,,,,,,,,
SB29,C00754051,B845057,,,CCM,Northern Liberty Press,,,,,,1223 North Mascher Street,,Philadelphia,PA,19122,P2023,,2023-04-13,535.08,,PA Nonfed IE; Printing Canvassing Materials,011,,,,Mcillmurray,Amanda,,,,,PA, ,,,,,,,,
SB29,C00754051,B845047,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-04-13,7671.38,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Mcillmurray,Amanda,,,,,PA, ,,,,,,,,
SB29,C00754051,B845036,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-04-13,8306.38,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Mcillmurray,Amanda,,,,,PA, ,,,,,,,,
SB29,C00754051,B845065,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-04-13,27.83,,PA Nonfed IE; Inhouse Printing Canvassing Material,011,,,,Mcillmurray,Amanda,,,,,PA, ,,,,,,,,
SB29,C00754051,B845035,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-04-13,8306.38,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Thomas,Isaiah,,,,,PA, ,,,,,,,,
SB29,C00754051,B845046,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-04-13,7671.38,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Thomas,Isaiah,,,,,PA, ,,,,,,,,
SB29,C00754051,B845055,,,CCM,Northern Liberty Press,,,,,,1223 North Mascher Street,,Philadelphia,PA,19122,P2023,,2023-04-13,535.08,,PA Nonfed IE; Printing Canvassing Materials,011,,,,Thomas,Isaiah,,,,,PA, ,,,,,,,,
SB29,C00754051,B845064,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-04-13,27.83,,PA Nonfed IE; Inhouse Printing Canvassing Material,011,,,,Thomas,Isaiah,,,,,PA, ,,,,,,,,
SB29,C00754051,B846073,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-05-04,6903.31,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Almiron,Erika,,,,,PA, ,,,,,,,,
SB29,C00754051,B846079,,,CCM,UNITE HERE Local 274,,,,,,1415 N. Broad Street Suite 219,,Philadelphia,PA,19122,P2023,,2023-05-04,6007.54,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Almiron,Erika,,,,,PA, ,,,,,,,,
SB29,C00754051,B846085,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,P2023,,2023-05-04,140.11,,PA Nonfed IE; Staff Salary & Expenses for Canvassing,011,,,,Almiron,Erika,,,,,PA, ,,,,,,,,
SB29,C00754051,B846092,,,CCM,Northern Liberty Press,,,,,,1223 North Mascher Street,,Philadelphia,PA,19122,P2023,,2023-05-04,435.51,,PA Nonfed IE; Printing Canvassing Materials,011,,,,Almiron,Erika,,,,,PA, ,,,,,,,,
