form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00606962,SE.197772,,,ORG,"ACORN Graphix, LLC",,,,,,3634 Woodpath Drive,,Florissant,MO,63031,P2024,,2024-08-02,975.00,2024-08-01,648114.43,Mailer 24 hour report 1807637,,C00606962,S,H8MO01143,Bush,Cori,,,,H,01,MO,Boland,Michael,,,,2024-09-20,
SE,C00606962,SE.197778,,,COM,Action Saint Louis Power Project,,,,,,555 Washington Ave,,Saint Louis,MO,63101,P2024,,2024-07-28,50000.00,2024-08-14,732214.43,canvassing,,C00606962,S,H8MO01143,Bush,Cori,,,,H,01,MO,Boland,Michael,,,,2024-09-20,
SE,C00606962,SE.197791,,,ORG,Base Builder,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,G2024,,2024-08-05,100000.00,2024-08-05,0.00,In person canvassing ID# 1808441,,C00606962,S,P00009423,HARRIS,KAMALA,,,,P,,,Boland,Michael,,,,2024-09-20,X
SE,C00606962,SE.197793,,,ORG,Base Builder,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,G2024,,2024-08-27,48000.00,2024-08-27,0.00,In person canvassing ID# 1813335,,C00606962,S,P00009423,HARRIS,KAMALA,,,,P,,,Boland,Michael,,,,2024-09-20,X
SE,C00606962,SE.197776,,,ORG,CCM&Co,,,,,,1022 Boulevard 329,,West Hartford,CT,06119,P2024,,2024-07-16,1400.00,2024-08-13,276649.94,Printed Literature,,C00606962,S,H4AZ03117,TERAN,RAQUEL,,,,H,03,AZ,Boland,Michael,,,,2024-09-20,
SE,C00606962,SE.197777,,,ORG,CCM&Co,,,,,,1022 Boulevard 329,,West Hartford,CT,06119,P2024,,2024-08-13,24100.00,2024-08-13,682214.43,Mailers,,C00606962,S,H8MO01143,Bush,Cori,,,,H,01,MO,Boland,Michael,,,,2024-09-20,
SE,C00606962,SE.197796,,,ORG,Clash Graphics,,,,,,2233 Peachtree Rd,,Atlanta,GA,30309,G2024,,2024-08-31,594.57,2024-08-31,2346.83,Printed litature ID # 1814317,,C00606962,S,P00009423,HARRIS,KAMALA,,,,P,,,Boland,Michael,,,,2024-09-20,X
SE,C00606962,SE.197773,,,ORG,Colonial Printing,,,,,,2997 S Howell Ave,,Milwaukee,WI,53207,G2024,,2024-09-02,2346.83,2024-08-29,2346.83,Yard Signs,,C00606962,S,P00009423,HARRIS,KAMALA,,,,P,,,Boland,Michael,,,,2024-09-20,
SE,C00606962,SE.197788,,,ORG,Community Labor Administrative Services,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,P2024,,2024-08-04,2000.00,2024-08-04,648114.43,Phone Calls ID # 1808103,,C00606962,S,H8MO01143,Bush,Cori,,,,H,01,MO,Boland,Michael,,,,2024-09-20,X
SE,C00606962,SE.197794,,,ORG,Fedex Office Print and Ship Center,,,,,,5658 Washington ave,,Mount Pleasant,WI,53406,G2024,,2024-08-31,74.76,2024-08-31,2346.83,Printing litature ID # 1814317,,C00606962,S,P00009423,HARRIS,KAMALA,,,,P,,,Boland,Michael,,,,2024-09-20,X
SE,C00606962,SE.197775,,,ORG,LC Media,,,,,,1604 Fawn Lane,,Huntington,PA,19006,P2024,,2024-08-02,2500.00,2024-08-08,650614.43,Digital Ads 24 hour report 1807637,,C00606962,S,H8MO01143,Bush,Cori,,,,H,01,MO,Boland,Michael,,,,2024-09-20,
SE,C00606962,SE.198207,,,ORG,LC Media,,,,,,1604 Fawn Lane,,Huntington,PA,19006,P2024,,2024-08-02,7500.00,2024-08-08,658114.43,Digital Ads 24 hour report 1807637,,C00606962,O,H4MO01134,BELL,WESLEY MR,,,,H,01,MO,Boland,Michael,,,,2024-09-20,
SE,C00606962,SE.197795,,,IND,,Martinez,Claudio,,,,2136 North Prospect Ave,,Milwaukee,WI,53202,G2024,,2024-08-31,640.00,2024-08-31,2346.83,Design ID # 1814317,,C00606962,S,P00009423,HARRIS,KAMALA,,,,P,,,Boland,Michael,,,,2024-09-20,X
