form_type,filer_committee_id_number,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,expenditure_date,expenditure_purpose_descrip,beneficiary_committee_name,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,category_code,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,election_code,election_other_description,expenditure_amount,semi_annual_refunded_bundled_amt,memo_code,memo_text_description,image_number,beneficiary_committee_fec_id
SB21B,C00717553,SQUARE SPACE,,,,,,,,,,,2023-11-14,,,,,,,,,,,,,,6.00,,,,202401300300459793
SB21B,C00717553,SQUARE SPACE,,,,,,,,,,,2023-12-14,,,,,,,,,,,,,,6.00,,,,202401300300459793
SB21B,C00717553,MERCH BLUE,,,,,,14833 NE 87TH ST,,REDMOND,WA,98052,2023-07-01,MERCH PURCHASE,,,,,,,,,,,,,26.28,,,,202401300300459785
SB21B,C00717553,ACT BLUE,,,,,,336 SUMMER ST,,SOMERVILLE,MA,02144,2023-07-07,FEES FOR COLLECTION OF CONTRIBUTION,,,,,,,,,,,,,5.82,,,,202401300300459784
SB21B,C00717553,THE ORIGINAL SHOPPE,,,,,,,,PONTIAC,MI,48341,2023-07-14,MERCH PURCHASE,,,,,,,,,,,,,127.20,,,,202401300300459785
SB21B,C00717553,MERCH BLUE,,,,,,,,,,,2023-07-14,,,,,,,,,,,,,,195.79,,,,202401300300459785
SB21B,C00717553,MERCH BLUE,,,,,,,,,,,2023-07-14,,,,,,,,,,,,,,26.28,,,,202401300300459786
SB21B,C00717553,MERCH BLUE,,,,,,,,,,,2023-07-22,,,,,,,,,,,,,,52.56,,,,202401300300459786
SB21B,C00717553,ACT BLUE,,,,,,,,,,,2023-08-03,,,,,,,,,,,,,,1.20,,,,202401300300459788
SB21B,C00717553,ACT BLUE,,,,,,,,,,,2023-08-09,,,,,,,,,,,,,,3.63,,,,202401300300459788
SB21B,C00717553,ACTBLUE,,,,,,,,,,,2023-11-09,,,,,,,,,,,,,,3.41,,,,202401300300459789
SB21B,C00717553,MERCH BLUE,,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,26.28,,,,202401300300459787
SB21B,C00717553,ACTBLUE,,,,,,,,,,,2023-12-01,,,,,,,,,,,,,,3.50,,,,202401300300459791
SB21B,C00717553,SQUARE SPACE,,,,,,,,,,,2023-10-16,SOFTWARE,,,,,,,,,,,,,6.00,,,,202401300300459792
SB21B,C00717553,SQUARE SPACE,,,,,,,,,,,2023-09-14,,,,,,,,,,,,,,6.00,,,,202401300300459795
SB21B,C00717553,THE ORIGINAL PRINT SHOPPE,,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,127.20,,,,202401300300459787
SB21B,C00717553,ACTBLUE,,,,,,,,,,,2023-12-11,,,,,,,,,,,,,,0.50,,,,202401300300459790
SB21B,C00717553,ACTBLUE,,,,,,,,,,,2023-10-11,,,,,,,,,,,,,,2.69,,,,202401300300459790
SB21B,C00717553,ACTBLUE,,,,,,,,,,,2023-12-18,,,,,,,,,,,,,,9.88,,,,202401300300459791
SB21B,C00717553,ACTBLUE,,,,,,,,,,,2023-12-20,,,,,,,,,,,,,,4.09,,,,202401300300459791
SB21B,C00717553,SQUARE SPACE,,,,,,,,,,,2023-09-14,,,,,,,,,,,,,,16.00,,,,202401300300459793
SB21B,C00717553,SQUARE SPACE,,,,,,,,,,,2023-07-14,,,,,,,,,,,,,,6.00,,,,202401300300459794
SB21B,C00717553,SQUARE SPACE,,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,252.00,,,,202401300300459794
SB21B,C00717553,MERCH BLUE,,,,,,,,,,,2023-07-22,,,,,,,,,,,,,,26.28,,,,202401300300459786
SB21B,C00717553,SQUARE SPACE,,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,6.00,,,,202401300300459794
SB21B,C00717553,SPEEDY TEES,,,,,,33923 WOODWARD,,BIRMINGHAM,MI,48009,2023-08-14,,,,,,,,,,,,,,450.00,,,,202401300300459787
SB21B,C00717553,ACT BLUE,,,,,,,,,,,2023-07-11,,,,,,,,,,,,,,15.38,,,,202401300300459788
SB21B,C00717553,ACTBLUE,,,,,,,,,,,2023-11-21,,,,,,,,,,,,,,0.60,,,,202401300300459790
SB21B,C00717553,ACTBLUE,,,,,,,,,,,2023-12-22,,,,,,,,,,,,,,3.26,,,,202401300300459792
SB21B,C00717553,ACTBLUE,,,,,,,,,,,2023-12-28,,,,,,,,,,,,,,1.04,,,,202401300300459792
SB21B,C00717553,SPEEDY TEES,,,,,,,,,,,2023-08-14,,,,,,,,,,,,,,458.42,,,,202401300300459784
SB21B,C00717553,MERCH BLUE,,,,,,,,,,,2023-09-14,,,,,,,,,,,,,,26.28,,,,202401300300459784
SB21B,C00717553,ACTBLUE,,,,,,,,,,,2023-09-05,,,,,,,,,,,,,,1.50,,,,202401300300459789
SB21B,C00717553,ACTBLUE,,,,,,,,,,,2023-09-11,,,,,,,,,,,,,,5.20,,,,202401300300459789
