form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00164939,SB23.29146,,,CCM,AARON BEAN FOR CONGRESS,,,,,,2640A MITCHAM DRIVE,,TALLAHASSEE,FL,32308,G2023,,2023-05-25,1000.00,,,,C00816983,AARON BEAN FOR CONGRESS,H2FL04211,BEAN,AARON P.,,,,H,FL,04,,,,,,,,
SB23,C00164939,SB23.28896,,,COM,AMERICAN SUGARBEET GROWERS ASSOCIATION POLITICAL ACTION COMMITTEE,,,,,,1156 15TH ST NW SUITE 1101,,WASHINGTON,DC,20005,G2023,,2023-01-25,5000.00,,,,C00167684,,,,,,,,,,,,,,,,,,
SB23,C00164939,SB23.29089,,,CCM,AMY KLOBUCHAR VICTORY COMMITTEE,,,,,,450 BRIMHALL STREET,,ST. PAUL,MN,55105,P2023,,2023-04-27,1000.00,,,,C00628354,AMY KLOBUCHAR VICTORY COMMITTEE,S6MN00267,KLOBUCHAR,AMY J,,,,S,MN,00,,,,,,,,
SB23,C00164939,SB23.29248,,,CCM,AMY KLOBUCHAR VICTORY COMMITTEE,,,,,,450 BRIMHALL STREET,,ST. PAUL,MN,55105,G2023,,2023-06-14,2500.00,,,,C00628354,AMY KLOBUCHAR VICTORY COMMITTEE,S6MN00267,KLOBUCHAR,AMY J,,,,S,MN,00,,,,,,,,
SB23,C00164939,SB23.28982,,,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO BOX 230985,,TIGARD,OR,97281,G2023,,2023-02-27,1000.00,,,,C00793703,ANDREA SALINAS FOR OREGON,H2OR06066,SALINAS,ANDREA,,,,H,OR,06,,,,,,,,
SB23,C00164939,SB23.29152,,,CCM,ANGUS KING FOR US SENATE CAMPAIGN,,,,,,114 MAINE STREET SUITE 1A,PO BOX 368,BRUNSWICK,ME,04011,G2023,,2023-05-25,1000.00,,,,C00516047,ANGUS KING FOR US SENATE CAMPAIGN,S2ME00109,KING,ANGUS STANLEY JR,,,,S,ME,00,,,,,,,,
SB23,C00164939,SB23.29204,,,CCM,ANNA ESHOO FOR CONGRESS,,,,,,"555 CAPITOL MALL, SUITE 1425",,SACRAMENTO,CA,95814,G2023,,2023-06-12,1000.00,,,,C00258475,ANNA ESHOO FOR CONGRESS,H8CA12098,ESHOO,ANNA G.,,,,H,CA,18,,,,,,,,
SB23,C00164939,SB23.29011,,,CCM,ARMSTRONG FOR CONGRESS,,,,,,1515 BURNT BOAT DRIVE,BOX 112,BISMARCK,ND,58503,P2023,,2023-03-02,2000.00,,,,C00670547,ARMSTRONG FOR CONGRESS,H8ND00096,ARMSTRONG,KELLY,,,,H,ND,00,,,,,,,,
SB23,C00164939,SB23.29190,,,CCM,BARRAGAN FOR CONGRESS,,,,,,1840 SOUTH GAFFEY STREET #421,,SAN PEDRO,CA,90731,G2023,,2023-06-12,1000.00,,,,C00577353,BARRAGAN FOR CONGRESS,H6CA44103,BARRAGAN,NANETTE,,,,H,CA,44,,,,,,,,
SB23,C00164939,SB23.28951,,,CAN,,BENTZ,CLIFF,,,,660 MORGAN AVENUE,,ONTARIO,OR,97914,G2023,,2023-02-27,1000.00,,,,,,H0OR02127,BENTZ,CLIFF,,,,H,OR,02,,,,,,,,
