form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00027342,88900390,,,COM,Friends of Sharon Carson for State Senate,,,,,,19 Tokanel Drive,,Londonderry,NH,03053,,,2024-07-02,2000.00,0.00,2024 Voluntary Non-Federal Primary,011,,,,Carson,Sharon,,NH Sen.,,,,,,,,,,,,2024 Voluntary Non-Federal Primary
SB29,C00027342,88900408,,,COM,Todd Taylor For Linn County Auditor,,,,,,1416 A Ave NW,,Cedar Rapids,IA,52405,,,2024-07-02,1000.00,0.00,2024 Voluntary Non-Federal Other,011,,,,Taylor,Todd,,,,,,,,,,,,,,2024 Voluntary Non-Federal Other
SB29,C00027342,88902971,,,COM,Amy Nielsen for Iowa,,,,,,640 Broadmoor Dr,,North Liberty,IA,52317,,,2024-07-02,500.00,0.00,2024 Voluntary Non-Federal General,011,,,,Nielsen,Amy,,IA Rep.,,,,,,,,,,,,2024 Voluntary Non-Federal General
SB29,C00027342,88902972,,,COM,Elizabeth Wilson for Iowa,,,,,,1407 7th St,,Marion,IA,52302,,,2024-07-02,500.00,0.00,2024 Voluntary Non-Federal General,011,,,,Wilson,Elizabeth,,,,,,,,,,,,,,2024 Voluntary Non-Federal General
SB29,C00027342,88902973,,,COM,Eric Gjerde for Iowa,,,,,,1133 English Lane NE,,Cedar Rapids,IA,52402,,,2024-07-02,500.00,0.00,2024 Voluntary Non-Federal General,011,,,,Gjerde,Eric,,,,,,,,,,,,,,2024 Voluntary Non-Federal General
SB29,C00027342,88902974,,,COM,Tracy Ehlert for Iowa House,,,,,,411 Hanover Road SW,,Cedar Rapids,IA,52404,,,2024-07-02,500.00,0.00,2024 Voluntary Non-Federal General,011,,,,Ehlert,Tracy,,,,,,,,,,,,,,2024 Voluntary Non-Federal General
SB29,C00027342,88902975,,,COM,Zabner for Iowa,,,,,,730 N Van Buren Street,,Iowa City,IA,52245,,,2024-07-02,500.00,0.00,2024 Voluntary Non-Federal General,011,,,,Zabner,Adam,,,,,,,,,,,,,,2024 Voluntary Non-Federal General
SB29,C00027342,88902976,,,COM,Molly Donahue for Linn County Supervisor,,,,,,4408 Pepperwood Hill,,Cedar Rapids,IA,52402,,,2024-07-02,1000.00,0.00,2024 Voluntary Non-Federal Other,011,,,,Donahue,Molly,,,,,,,,,,,,,,2024 Voluntary Non-Federal Other
SB29,C00027342,88902977,,,COM,McKean for Iowa House,,,,,,509 South Oak Street,,Anamosa,IA,52205,,,2024-07-02,1000.00,0.00,2024 Voluntary Non-Federal General,011,,,,McKean,Andy,,,,,,,,,,,,,,2024 Voluntary Non-Federal General
SB29,C00027342,88902978,,,COM,Aime Wichtendahl for Iowa House,,,,,,PO Box 92,,Hiawatha,IA,52233,,,2024-07-02,1000.00,0.00,2024 Voluntary Non-Federal General,011,,,,Wichtendahl,Aime,,,,,,,,,,,,,,2024 Voluntary Non-Federal General
SB29,C00027342,88902979,,,COM,McClintock for Iowa,,,,,,PO Box 181,,Alburnett,IA,52202,,,2024-07-02,500.00,0.00,2024 Voluntary Non-Federal General,011,,,,McClintock,Charlie,,IA Sen.,,,,,,,,,,,,2024 Voluntary Non-Federal General
SB29,C00027342,88902980,,,COM,Janice Weiner for State Senate,,,,,,2525 Mayfield Road,,Iowa City,IA,52245,,,2024-07-02,500.00,0.00,2026 Voluntary Non-Federal Primary,011,,,,Weiner,Janice,,,,,,,,,,,,,,2026 Voluntary Non-Federal Primary
SB29,C00027342,88902981,,,COM,David Jacoby for House,,,,,,2308 North Ridge Drive,,Coralville,IA,52241,,,2024-07-02,500.00,0.00,2024 Voluntary Non-Federal General,011,,,,Jacoby,David,,,,,,,,,,,,,,2024 Voluntary Non-Federal General
SB29,C00027342,88902982,,,COM,Citizens for Levin,,,,,,781 Sandusky Dr.,,Iowa City,IA,52245,,,2024-07-02,500.00,0.00,2024 Voluntary Non-Federal General,011,,,,Levin,Elinor,,,,,,,,,,,,,,2024 Voluntary Non-Federal General
SB29,C00027342,88902983,,,COM,Iowans for Liz Bennett,,,,,,P.O. Box 665,,Cedar Rapids,IA,52406,,,2024-07-02,500.00,0.00,2026 Voluntary Non-Federal Primary,011,,,,Bennett,Liz,,,,,,,,,,,,,,2026 Voluntary Non-Federal Primary
SB29,C00027342,88902985,,,COM,Iowa Senate Majority Fund,,,,,,5661 Fleur Drive,,Des Moines,IA,50321,,,2024-07-02,1500.00,0.00,2024 Voluntary Non-Federal Other,011,,,,,,,,,,,,,,,,,,,2024 Voluntary Non-Federal Other
SB29,C00027342,88902986,,,COM,Iowa House Truman Fund,,,,,,5661 Fleur Drive Fund,,Des Moines,IA,50321,,,2024-07-02,1500.00,0.00,2024 Voluntary Non-Federal Other,011,,,,,,,,,,,,,,,,,,,2024 Voluntary Non-Federal Other
SB29,C00027342,88902987,,,COM,Committee to Elect Art Staed,,,,,,2141 Coldstream Avenue NE,,Cedar Rapids,IA,52402,,,2024-07-02,1000.00,0.00,2024 Voluntary Non-Federal General,011,,,,Staed,Art,,,,,,,,,,,,,,2024 Voluntary Non-Federal General
SB29,C00027342,88902988,,,COM,Committee to Elect Zach Wahls,,,,,,1507 Winterpark Dr.,,Coralville,IA,52241,,,2024-07-02,5000.00,0.00,2026 Voluntary Non-Federal Primary,011,,,,Wahls,Zach,,,,,,,,,,,,,,2026 Voluntary Non-Federal Primary
SB29,C00027342,88902993,,,COM,Friends to Elect Vaneta Becker,,,,,,PO Box 2182,,Indianapolis,IN,46206,,,2024-07-02,1000.00,0.00,2024 Voluntary Non-Federal General,011,,,,Becker,Vaneta,,IN Sen.,,,,,,,,,,,,2024 Voluntary Non-Federal General
SB29,C00027342,88902994,,,COM,Friends of Wala Blegay,,,,,,PO Box 7795,,Upper Marlboro,MD,20792,,,2024-07-02,500.00,0.00,2026 Voluntary Non-Federal General,011,,,,Blegay,Wala,,,,,,,,,,,,,,2026 Voluntary Non-Federal General
SB29,C00027342,88902995,,,COM,Elect Lynn Cooper,,,,,,637 Oak St.,,Dayton,OH,45410,,,2024-07-02,1500.00,0.00,2024 Voluntary Non-Federal General,011,,,,Cooper,Lynn,,,,,,,,,,,,,,2024 Voluntary Non-Federal General
SB29,C00027342,88902997,,,COM,Friends of Al-Hamdani,,,,,,26 Hawthorn St.,,Dayton,OH,45402,,,2024-07-02,1000.00,0.00,2024 Voluntary Non-Federal General,011,,,,Al-Hamdani,Mohamed,,,,,,,,,,,,,,2024 Voluntary Non-Federal General
SB29,C00027342,88902998,,,COM,Pennsylvania AFL-CIO COPE Fund,,,,,,600 N. Second Street,,Harrisburg,PA,17101,,,2024-07-02,950.00,0.00,2024 Voluntary Non-Federal Other,011,,,,,,,,,,,,,,,,,,,2024 Voluntary Non-Federal Other
SB29,C00027342,88902999,,,COM,Friends of Melissa Shusterman,,,,,,385 Shelbourne Lane,,Phoenixville,PA,19460,,,2024-07-02,2500.00,0.00,2024 Voluntary Non-Federal General,011,,,,Shusterman,Melissa,,,,,,,,,,,,,,2024 Voluntary Non-Federal General
