form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00721233,500154960,,,CCM,MONICA TRANEL FOR MONTANA,,,,,,PO Box 9384,,Missoula,MT,598079384,G2024,,2024-10-25,1000.00,0.00,Contribution Made,,C00845008,,,TRANEL,MONICA,,,,H,MT,01,,,,,,,,
SB23,C00721233,500154961,,,CCM,NEVADANS FOR STEVEN HORSFORD,,,,,,PO Box 336664,,North Las Vegas,NV,890336664,G2024,,2024-10-25,3300.00,0.00,Contribution Made,,C00668228,,,HORSFORD,STEVEN ALEXZANDER,,,,H,NV,04,,,,,,,,
SB23,C00721233,500154962,,,CCM,DON DAVIS FOR NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,G2024,,2024-10-25,3300.00,0.00,Contribution Made,,C00795211,,,DAVIS,DON,,,,H,NC,01,,,,,,,,
SB23,C00721233,500154963,,,CCM,EMILIA SYKES FOR CONGRESS,,,,,,PO Box 1347,,Akron,OH,443091347,G2024,,2024-10-28,1000.00,0.00,Contribution Made,,C00801274,,,SYKES,EMILIA,,,,,,,,,,,,,,
SB23,C00721233,500154954,,,CCM,Kaptur For Congress,,,,,,PO Box 899,,Toledo,OH,436970899,G2024,,2024-10-21,1000.00,0.00,Contribution Made,,C00154625,,,KAPTUR,MARCY HON.,,,,H,OH,09,,,,,,,,
SB23,C00721233,500154964,,,CCM,GABE VASQUEZ FOR CONGRESS,,,,,,PO Box L,,Mesilla,NM,880464612,G2024,,2024-10-30,1000.00,0.00,Contribution Made,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,,
SB23,C00721233,500154955,,,CCM,PAT RYAN FOR CONGRESS,,,,,,PO Box 2113,,Kingston,NY,124022113,G2024,,2024-10-21,3300.00,0.00,Contribution Made,,C00815290,,,RYAN,PATRICK,,,,H,NY,18,,,,,,,,
SB23,C00721233,500154956,,,CCM,WHITNEY FOX FOR CONGRESS,,,,,,PO Box 49344,,Saint Petersburg,FL,337439344,G2024,,2024-10-21,1000.00,0.00,Contribution Made,,C00854307,,,FOX,WHITNEY,,,,H,FL,13,,,,,,,,
SB23,C00721233,500154957,,,CCM,COOKE FOR CONGRESS,,,,,,PO Box 1846,,Eau Claire,WI,547021846,G2024,,2024-10-25,1000.00,0.00,Contribution Made,,C00844993,,,COOKE,REBECCA,,,,H,WI,03,,,,,,,,
SB23,C00721233,500154958,,,CCM,FRIENDS OF JANELLE STELSON,,,,,,PO Box 41,,Lemoyne,PA,170430041,G2024,,2024-10-25,1000.00,0.00,Contribution Made,,C00852368,,,STELSON,JANELLE,,,,H,PA,10,,,,,,,,
SB23,C00721233,500154959,,,CCM,Kaptur For Congress,,,,,,PO Box 899,,Toledo,OH,436970899,G2024,,2024-10-25,2300.00,0.00,Contribution Made,,C00154625,,,KAPTUR,MARCY HON.,,,,H,OH,09,,,,,,,,
