form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00101204,SB23.9302,,,CAN,,BANKS,JAMES E. HON.,,,,PO BOX 11431,,FORT WAYNE,IN,46858,G2024,,2024-10-28,2500.00,,,,C00577999,BANKS FOR SENATE,,,,,,,S,IN,03,,,,,,,,
SB23,C00101204,SB23.9271,,,CAN,,BILIRAKIS,GUS M,,,,PO BOX 606,,TARPON SPRINGS,FL,34688,G2024,,2024-10-28,1000.00,,,,C00408534,BILIRAKIS FOR CONGRESS,,,,,,,H,FL,12,,,,,,,,
SB23,C00101204,SB23.9318,,,CAN,,BISHOP,SANFORD,,,,PO BOX 909,,COLUMBUS,GA,31902,G2024,,2024-10-28,1000.00,,,,C00266940,SANFORD BISHOP FOR CONGRESS,,,,,,,H,GA,02,,,,,,,,
SB23,C00101204,SB23.9282,,,CAN,,BLACKBURN,MARSHA MRS,,,,6103 MURRAY LANE,,BRENTWOOD,TN,37027,G2024,,2024-10-28,2500.00,,,,C00376939,MARSHA FOR SENATE,,,,,,,S,TN,00,,,,,,,,
SB23,C00101204,SB23.9266,,,CAN,,BUCHANAN,VERNON,,,,PO BOX 48928,,SARASOTA,FL,34230,G2024,,2024-10-28,1000.00,,,,C00412759,VERN BUCHANAN FOR CONGRESS,,,,,,,H,FL,13,,,,,,,,
SB23,C00101204,SB23.9254,,,CAN,,CANTWELL,MARIA,,,,PO BOX 12740,,SEATTLE,WA,98111,G2024,,2024-10-28,2500.00,,,,C00723189,CANTWELL VICTORY 2024,,,,,,,,,,,,,,,,,
SB23,C00101204,SB23.9249,,,CAN,,CHAVEZ-DEREMER,LORI,,,,11805 SE EASTBOURNE LANE,,HAPPY VALLEY,OR,97086,G2024,,2024-10-28,1000.00,,,,C00784520,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,,H,OR,05,,,,,,,,
SB23,C00101204,SB23.9279,,,CAN,,CISCOMANI,JUAN,,,,PO BOX 35103,,TUCSON,AZ,85740,G2024,,2024-10-28,1000.00,,,,C00786194,CISCOMANI FOR CONGRESS,,,,,,,H,AZ,06,,,,,,,,
SB23,C00101204,SB23.9291,,,CAN,,Cole,Tom,,,,PO BOX 722256,,NORMAN,OK,73070,G2024,,2024-10-28,1000.00,,,,C00379735,COLE FOR CONGRESS,,,,,,,H,OK,04,,,,,,,,
SB23,C00101204,SB23.9313,,,CAN,,DELBENE,SUZAN K,,,,PO BOX 477,,KIRKLAND,WA,98083,G2024,,2024-10-28,1000.00,,,,C00459099,DELBENE FOR CONGRESS,,,,,,,H,WA,01,,,,,,,,
SB23,C00101204,SB23.9272,,,CAN,,ESTES,RON,,,,12224 E BRACKEN CT,,WICHITA,KS,67206,G2024,,2024-10-28,1000.00,,,,C00632067,RON ESTES FOR CONGRESS,,,,,,,H,KS,04,,,,,,,,
SB23,C00101204,SB23.9284,,,CCM,FREEDOM FUND,,,,,,"824 S MILLEDGE AVE, STE 101",,ATHENS,GA,30605,G2024,,2024-10-28,2500.00,,Leadership PAC Contribution,,C00390674,FREEDOM FUND,,,,,,,,,,,,,,,,,
SB23,C00101204,SB23.9261,,,PAC,IMPACT,,,,,,192 LEXINGTON AVE.,SUITE 1001,NEW YORK,NY,10016,G2024,,2024-10-28,2500.00,,Leadership PAC 2024,,C00348607,IMPACT,,,,,,,,,,,,,,,,,
SB23,C00101204,SB23.9258,,,CAN,,KAINE,TIMOTHY MICHAEL,,,,1490-5A QUARTERPATH ROAD #272,,WILLIAMSBURG,VA,23185,G2024,,2024-10-28,2500.00,,,,C00495358,KAINE FOR VIRGINIA,,,,,,,S,VA,00,,,,,,,,
SB23,C00101204,SB23.9251,,,CAN,,KIM,ANDY,,,,PO BOX 211,,MARLTON,NJ,08053,G2024,,2024-10-28,2500.00,,,,C00648220,ANDY KIM FOR NEW JERSEY,,,,,,,S,NJ,00,,,,,,,,
SB23,C00101204,SB23.9268,,,CAN,,LAHOOD,DARIN MCKAY,,,,11607 N GLENSHIRE DR,,DUNLAP,IL,61525,G2024,,2024-10-28,1000.00,,,,C00575050,LAHOOD FOR CONGRESS,,,,,,,H,IL,16,,,,,,,,
SB23,C00101204,SB23.9287,,,CAN,,LANGWORTHY,NICK,,,,PO BOX 120,,CLARENCE,NY,14031,G2024,,2024-10-28,1000.00,,,,C00817932,LANGWORTHY FOR CONGRESS,,,,,,,H,NY,23,,,,,,,,
SB23,C00101204,SB23.9276,,,CAN,,MALLIOTAKIS,NICOLE,,,,36 TRENT STREET,,STATEN ISLAND,NY,10308,G2024,,2024-10-28,1000.00,,,,C00694778,NICOLE FOR NEW YORK,,,,,,,H,NY,11,,,,,,,,
SB23,C00101204,SB23.9306,,,CAN,,MCCORMICK,DAVE,,,,PO BOX 23537,,PITTSBURGH,PA,15222,G2024,,2024-10-28,2500.00,,,,C00800623,DAVE MCCORMICK FOR US SENATE,,,,,,,S,PA,00,,,,,,,,
SB23,C00101204,SB23.9320,,,CAN,,NEAL,RICHARD E MR.,,,,36 ATWATER TERRACE,,SPRINGFIELD,MA,01107,G2024,,2024-10-28,2500.00,,,,C00226522,RICHARD E NEAL FOR CONGRESS COMMITTEE,,,,,,,H,MA,01,,,,,,,,
SB23,C00101204,SB23.9319,,,CAN,,PALLONE,FRANK JR,,,,PO BOX 3176,,LONG BRANCH,NJ,07740,G2024,,2024-10-28,2500.00,,,,C00226928,PALLONE FOR CONGRESS,,,,,,,H,NJ,06,,,,,,,,
SB23,C00101204,SB23.9263,,,CAN,,REDDY,PRASANTH DR.,,,,PO BOX 15804,,LENEXA,KS,66285,G2024,,2024-10-28,1000.00,,,,C00845347,REDDY FOR KANSAS,,,,,,,H,KS,03,,,,,,,,
SB23,C00101204,SB23.9310,,,CAN,,ROGERS,MICHAEL J,,,,PO BOX 132,,SAINT JOSEPH,MI,49085,G2024,,2024-10-28,2500.00,,,,C00849810,ROGERS FOR SENATE,,,,,,,S,MI,00,,,,,,,,
