form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00677146,500066206,,,CCM,Claudia Tenney for Congress,,,,,,3410 Alabama Ave,,Alexandria,VA,223051736,P2024,,2023-08-02,2500.00,0.00,Contribution to Candidate Committee,011,C00632828,,,Tenney,Claudia,,,,H,NY,24,,,,,,,,
SB23,C00677146,500066560,,,CCM,CURTIS FOR CONGRESS,,,,,,439 New Jersey Ave SE,,Washington,DC,200034034,P2024,,2023-10-17,2500.00,0.00,Contribution to Candidate Committee,011,C00647339,,,Curtis,John,,,,H,UT,03,,,,,,,,
SB23,C00677146,500066121,,,CCM,DEB FISCHER FOR US SENATE,,,,,,5556 South St,,Lincoln,NE,685062135,P2024,,2023-07-13,500.00,0.00,Contribution to Candidate Committee,011,C00498907,,,Fischer,Deb,,,,S,NE,00,,,,,,,,
SB23,C00677146,500066122,,,CCM,DEB FISCHER FOR US SENATE,,,,,,5556 South St,,Lincoln,NE,685062135,G2024,,2023-07-13,500.00,0.00,Contribution to Candidate Committee,011,C00498907,,,Fischer,Deb,,,,S,NE,00,,,,,,,,
SB23,C00677146,500066643,,,CCM,DEB FISCHER FOR US SENATE,,,,,,5556 South St,,Lincoln,NE,685062135,G2024,,2023-11-06,1000.00,0.00,Contribution to Candidate Committee,011,C00498907,,,Fischer,Deb,,,,S,NE,00,,,,,,,,
SB23,C00677146,500066645,,,CCM,DelBene for Congress,,,,,,499 S Capitol St SW,Ste 420,Washington,DC,200034027,P2024,,2023-11-06,1000.00,0.00,Contribution to Candidate Committee,011,C00459099,,,DelBene,Suzan,,,,H,WA,01,,,,,,,,
SB23,C00677146,500066487,,,CCM,Guthrie for Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,223111013,P2024,,2023-10-06,2500.00,0.00,Contribution to Candidate Committee,011,C00445023,,,Guthrie,S. Brett,,,,H,KY,02,,,,,,,,
SB23,C00677146,500066557,,,CCM,Iowans for Zach Nunn,,,,,,2817 N Jefferson St,,Arlington,VA,222071463,P2024,,2023-10-17,1000.00,0.00,Contribution to Candidate Committee,011,C00784389,,,Nunn,Zach,,,,H,IA,03,,,,,,,,
SB23,C00677146,500066207,,,CCM,LARSON FOR CONGRESS,,,,,,413 New Jersey Ave SE,,Washington,DC,200034007,P2024,,2023-08-02,1500.00,0.00,Contribution to Candidate Committee,011,C00330142,,,Larson,John,,,,H,CT,01,,,,,,,,
SB23,C00677146,500066412,,,CCM,LARSON FOR CONGRESS,,,,,,413 New Jersey Ave SE,,Washington,DC,200034007,P2024,,2023-09-19,1000.00,0.00,Contribution to Candidate Committee,011,C00330142,,,Larson,John,,,,H,CT,01,,,,,,,,
SB23,C00677146,500066413,,,CCM,LARSON FOR CONGRESS,,,,,,413 New Jersey Ave SE,,Washington,DC,200034007,G2024,,2023-09-19,1500.00,0.00,Contribution to Candidate Committee,011,C00330142,,,Larson,John,,,,H,CT,01,,,,,,,,
SB23,C00677146,500066558,,,CCM,MOORE FOR CONGRESS,,,,,,PO Box 33079,,Washington,DC,200330079,P2024,,2023-10-17,1000.00,0.00,Contribution to Candidate Committee,011,C00397505,,,Moore,Gwen,,,,H,WI,04,,,,,,,,
SB23,C00677146,500066644,,,CCM,Pete Aguilar for Congress,,,,,,499 S Capitol St SW,Ste 420,Washington,DC,200034027,P2024,,2023-11-06,2500.00,0.00,Contribution to Candidate Committee,011,C00510461,,,Aguilar,Pete,,,,H,CA,33,,,,,,,,
SB23,C00677146,500066559,,,CCM,Scott Fitzgerald for Congress,,,,,,PO Box 484,,Oconomowoc,WI,530660484,P2024,,2023-10-17,1000.00,0.00,Contribution to Candidate Committee,011,C00720011,,,Fitzgerald,Scott,,,,H,WI,05,,,,,,,,
SB23,C00677146,500066196,,,CCM,STEPHEN LYNCH FOR CONGRESS,,,,,,PO Box 15,,Boston,MA,021370015,P2024,,2023-07-25,2500.00,0.00,Contribution to Candidate Committee,011,C00366948,,,Lynch,Stephen,,,,H,MA,08,,,,,,,,
SB23,C00677146,500066123,,,PAC,Team Marshall,,,,,,C/O The Elevated Group 410 1St St,Fl 2,Washington,DC,20003,,,2023-07-13,5000.00,0.00,Contribution to JFC,011,C00755074,Team Marshall,,,,,,,,,,,,,,,,,Allocated to Kansans for Marshall - Primary 2026
SB23,C00677146,500066124,,,PAC,Team Marshall,,,,,,C/O The Elevated Group 410 1St St,Fl 2,Washington,DC,20003,,,2023-07-13,5000.00,0.00,Contribution to JFC,011,C00755074,Team Marshall,,,,,,,,,,,,,,,,,Allocated to Defending Our Conservative Senate PAC (DOC'S PAC)
SB23,C00677146,500066715,,,CCM,TERRI SEWELL FOR CONGRESS,,,,,,"499 South Capitol Street, SW",Suite 420,Washington,DC,200031964,P2024,,2023-11-29,5000.00,0.00,Contribution,011,C00458976,,,Sewell,Terri,,,,H,AL,07,,,,,,,,
