form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00695346,500176918,,,ORG,Aaron Barlev,,,,,,22171 Marylee St,,Woodland Hills,CA,913674518,,,2024-01-02,43.50,0.00,Accounting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00695346,500176917,,,ORG,Aaron Barlev,,,,,,22171 Marylee St,,Woodland Hills,CA,913674518,,,2024-02-06,296.40,0.00,Accounting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00695346,500176919,,,ORG,Aaron Barlev,,,,,,22171 Marylee St,,Woodland Hills,CA,913674518,,,2024-03-04,52.20,0.00,Accounting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00695346,500176920,,,ORG,Aaron Barlev,,,,,,22171 Marylee St,,Woodland Hills,CA,913674518,,,2024-03-11,150.00,0.00,Accounting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00695346,500176922,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-01-07,249.80,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00695346,500176935,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-01-14,183.25,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00695346,500176934,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-01-21,296.39,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00695346,500176933,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-01-28,256.38,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00695346,500176932,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-01-31,54.55,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00695346,500176931,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-02-04,136.93,0.00,Processing Fee,,,,,,,,,,,,,,,,,,,,
