form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00805556,500546127,,,CCM,Moulton For Congress,,,,,,PO Box 2013,,Salem,MA,019706213,,,2024-10-07,6310.31,0.00,Joint Fundraising Transfer,,C00547240,,,Moulton,Seth,,,,H,MA,06,,,,,,,,
SB22,C00805556,500546130,,,PAC,Serve America PAC,,,,,,PO Box 2013,,Salem,MA,019706213,,,2024-10-07,20078.27,0.00,Joint Fundraising Transfer,,C00571174,,,,,,,,,,,,,,,,,,
SB22,C00805556,500546116,,,CCM,Andy Kim For New Jersey,,,,,,PO Box 211,,Marlton,NJ,080530211,,,2024-10-08,3155.16,0.00,Joint Fundraising Transfer,,C00648220,,,Kim,Andy,,,,S,NJ,,,,,,,,,
SB22,C00805556,500546134,,,CCM,BACCAM FOR IOWA,,,,,,2813 Virginia Pl,,Des Moines,IA,503211536,,,2024-10-08,3045.88,0.00,Joint Fundraising Transfer,,C00856021,,,BACCAM,LANON,,,,H,IA,03,,,,,,,,
SB22,C00805556,500546117,,,CCM,CHRIS DELUZIO FOR CONGRESS,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,,,2024-10-08,3155.16,0.00,Joint Fundraising Transfer,,C00787648,,,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,,
SB22,C00805556,500546118,,,CCM,COMMITTEE TO ELECT JARED GOLDEN,,,,,,PO Box 7108,,Lewiston,ME,042437108,,,2024-10-08,4111.27,0.00,Joint Fundraising Transfer,,C00653816,,,GOLDEN,JARED,,,,H,ME,02,,,,,,,,
SB22,C00805556,500546119,,,CCM,Committee To Elect Shomari Figures For Congress,,,,,,PO Box 40910,,Mobile,AL,366400910,,,2024-10-08,5244.93,0.00,Joint Fundraising Transfer,,C00856237,,,Figures,Shomari,C.,,,H,AL,02,,,,,,,,
SB22,C00805556,500546121,,,CCM,DEREK TRAN FOR CONGRESS,,,,,,10441 Stanford Ave,Unit 395,Garden Grove,CA,928425222,,,2024-10-08,3045.89,0.00,Joint Fundraising Transfer,,C00851790,,,TRAN,DEREK,,,,H,CA,45,,,,,,,,
SB22,C00805556,500546122,,,CCM,Don Davis For NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,,,2024-10-08,4111.27,0.00,Joint Fundraising Transfer,,C00795211,,,Davis,Don,,,,H,NC,01,,,,,,,,
SB22,C00805556,500546124,,,CCM,FRIENDS OF JAHANA HAYES,,,,,,PO Box 1487,,Waterbury,CT,067211487,,,2024-10-08,5402.01,0.00,Joint Fundraising Transfer,,C00677898,,,HAYES,JAHANA,,,,H,CT,05,,,,,,,,
SB22,C00805556,500546125,,,CCM,George Whitesides For Congress,,,,,,PO Box 221776,,Newhall,CA,913221776,,,2024-10-08,5244.93,0.00,Joint Fundraising Transfer,,C00834028,,,Whitesides,George,,,,H,CA,27,,,,,,,,
SB22,C00805556,500546126,,,CCM,Herb Conaway For Congress,,,,,,PO Box 493,,Willingboro,NJ,080460493,,,2024-10-08,3155.16,0.00,Joint Fundraising Transfer,,C00859496,,,Conaway,Herb,,,MD,H,NJ,03,,,,,,,,
SB22,C00805556,500546128,,,CCM,Pat Ryan For Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,,,2024-10-08,3155.16,0.00,Joint Fundraising Transfer,,C00815290,,,Ryan,Patrick,,,,H,NY,18,,,,,,,,
SB22,C00805556,500546129,,,CCM,SCHOLTEN FOR CONGRESS,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,,,2024-10-08,3155.16,0.00,Joint Fundraising Transfer,,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,,
SB22,C00805556,500546131,,,CCM,SUSIE LEE FOR CONGRESS,,,,,,5130 S Fort Apache Rd,Ste Pm 215,Las Vegas,NV,891481732,,,2024-10-08,3155.16,0.00,Joint Fundraising Transfer,,C00655613,,,LEE,SUSIE,,,,H,NV,03,,,,,,,,
SB22,C00805556,500546132,,,CCM,Vindman For Congress,,,,,,4222 Fortuna Center Plz,Ste 664,Dumfries,VA,220251515,,,2024-10-08,5244.93,0.00,Joint Fundraising Transfer,,C00856955,,,Vindman,Yevgeny,,,,H,VA,07,,,,,,,,
SB22,C00805556,500546133,,,CCM,Will Rollins For Congress,,,,,,PO Box 6282,,Corona,CA,928786282,,,2024-10-08,4336.64,0.00,Joint Fundraising Transfer,,C00792507,,,Rollins,Will,,,,H,CA,41,,,,,,,,
