form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00846428,SE.4306,,,PTY,Brevard Republican Executive Committee,,,,,,224 Commercial Blvd. Suite 305,,Lauderdale by the Sea,FL,33308,G2024,,2024-09-21,4000.00,2024-09-09,47912.50,advertising,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4280,,,ORG,CSC Group,,,,,,506 46th Street,,West Palm Beach,FL,33407,P2024,,2024-08-10,2398.86,2024-08-13,67631.49,voter contact/text messaging,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4313,,,ORG,CSC Group,,,,,,506 46th Street,,West Palm Beach,FL,33407,P2024,,2024-08-20,2341.86,2024-08-20,76116.35,Election day text messages-GOTV,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4268,,,ORG,"Hirsch & Jaeger, LLC",,,,,,"2201 Menaul Blvd., N.E.",Suite A,Albuquerque,NM,87107,P2024,,2024-08-07,2000.00,2024-08-06,36787.63,Online advertising,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4324,,,ORG,"Hirsch & Jaeger, LLC",,,,,,"2201 Menaul Blvd., N.E.",Suite A,Albuquerque,NM,87107,G2024,,2024-09-21,6500.00,2024-09-20,60412.50,advertising,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4276,,,ORG,Mark Graphics,,,,,,4230 Oak Circle,,Boca Raton,FL,33431,P2024,,2024-08-09,16330.00,2024-08-09,59617.63,direct mail services,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4272,,,IND,,Matheny,Kristin,,,,2581 Jardin Drive,,Weston,FL,33327,P2024,,2024-08-08,6500.00,2024-08-08,43287.63,Social media advertising-8/08-8/20,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4311,,,IND,,Matheny,Kristin,,,,2581 Jardin Drive,,Weston,FL,33327,G2024,,2024-09-11,6000.00,2024-09-16,53912.50,Social media advertising-9/11 through 9/30,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4299,,,ORG,Outfront Media,,,,,,P. O. Box 33074,,Newark,NJ,07188,G2024,,2024-09-16,20012.50,2024-09-05,43912.50,advertising-9/16 through 11/3,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4222,,,ORG,SJD Media & Marketing,,,,,,P. O. Box 59,,Albertson,NY,11507,P2024,,2024-08-05,5615.00,2024-08-05,31063.34,Advertising,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4284,,,ORG,SJD Media & Marketing,,,,,,P. O. Box 59,,Albertson,NY,11507,P2024,,2024-08-12,5615.00,2024-08-12,65232.63,advertising,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4293,,,ORG,SJD Media & Marketing,,,,,,P. O. Box 59,,Albertson,NY,11507,P2024,,2024-08-19,5615.00,2024-08-19,73774.49,Advertising,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4300,,,ORG,SJD Media & Marketing,,,,,,P. O. Box 59,,Albertson,NY,11507,G2024,,2024-09-30,23900.00,2024-09-04,23900.00,advertising-9/30 through 11/3,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4219,,,ORG,Sunshine Group Consulting,,,,,,1950 NE 6th St,#10052,Pompano Beach,FL,33061,P2024,,2024-08-01,180.70,2024-08-06,31244.04,Social media advertising,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4220,,,ORG,Sunshine Group Consulting,,,,,,1950 NE 6th St,#10052,Pompano Beach,FL,33061,P2024,,2024-08-02,81.81,2024-08-06,31325.85,Social media advertising,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4261,,,ORG,Sunshine Group Consulting,,,,,,1950 NE 6th St,#10052,Pompano Beach,FL,33061,P2024,,2024-07-29,191.94,2024-08-06,31517.79,Social media advertising,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4262,,,ORG,Sunshine Group Consulting,,,,,,1950 NE 6th St,#10052,Pompano Beach,FL,33061,P2024,,2024-07-30,185.15,2024-08-06,31702.94,Social media advertising,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4263,,,ORG,Sunshine Group Consulting,,,,,,1950 NE 6th St,#10052,Pompano Beach,FL,33061,P2024,,2024-07-31,184.69,2024-08-06,31887.63,Social media advertising,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4264,,,ORG,Sunshine Group Consulting,,,,,,1950 NE 6th St,#10052,Pompano Beach,FL,33061,P2024,,2024-07-18,900.00,2024-08-06,32787.63,Social media advertising,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4265,,,ORG,Sunshine Group Consulting,,,,,,1950 NE 6th St,#10052,Pompano Beach,FL,33061,P2024,,2024-07-23,900.00,2024-08-06,33687.63,Social media advertising,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4266,,,ORG,Sunshine Group Consulting,,,,,,1950 NE 6th St,#10052,Pompano Beach,FL,33061,P2024,,2024-07-28,900.00,2024-08-06,34587.63,Social media advertising,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4267,,,ORG,Sunshine Group Consulting,,,,,,1950 NE 6th St,#10052,Pompano Beach,FL,33061,P2024,,2024-07-29,200.00,2024-08-06,34787.63,Social media advertising,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
SE,C00846428,SE.4288,,,IND,,Wright,David,,,,"1005 W. Las Olas Blvd., Apt. 1",,Fort Lauderdale,FL,33312,P2024,,2024-08-07,528.00,2024-08-14,68159.49,media production,,C00846428,S,H4FL25030,Eddy,Christopher,,,,H,25,FL,Watkins,Nancy,H.,,,2024-10-29,
