form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00825851,SB21B.6923,,,ORG,11 HOWARD,,,,,,2 LEXINGTON AVE,,NEW YORK,NY,10010,,,2024-01-25,647.14,,CREDIT CARD PMT [SB21B.6863]: TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.6862,,,ORG,305SUNNSHINE STRATEGIES,,,,,,7901 4TH ST N,STE 300,ST PETERSBURG,FL,33702,,,2024-03-25,13200.00,,RESEARCH CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.6924,,,ORG,AMERICAN AIRLINES,,,,,,1 SKYVIEW DR,,FORT WORTH,TX,76155,,,2024-01-23,271.10,,CREDIT CARD PMT [SB21B.6863]: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.6931,,,ORG,AMERICAN AIRLINES,,,,,,1 SKYVIEW DR,,FORT WORTH,TX,76155,,,2024-02-04,360.10,,CREDIT CARD PMT [SB21B.6863]: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.6930,,,ORG,AMERICAN AIRLINES,,,,,,1 SKYVIEW DR,,FORT WORTH,TX,76155,,,2024-02-05,168.10,,CREDIT CARD PMT [SB21B.6863]: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.6933,,,ORG,AMERICAN AIRLINES,,,,,,1 SKYVIEW DR,,FORT WORTH,TX,76155,,,2024-02-06,-2.00,,CREDIT CARD PMT [SB21B.6863]: CREDIT: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.6929,,,ORG,AMERICAN AIRLINES,,,,,,1 SKYVIEW DR,,FORT WORTH,TX,76155,,,2024-02-07,218.10,,CREDIT CARD PMT [SB21B.6863]: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.6932,,,ORG,AMERICAN AIRLINES,,,,,,1 SKYVIEW DR,,FORT WORTH,TX,76155,,,2024-02-07,-168.10,,CREDIT CARD PMT [SB21B.6863]: CREDIT: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.6926,,,ORG,AMERICAN AIRLINES,,,,,,1 SKYVIEW DR,,FORT WORTH,TX,76155,,,2024-02-08,333.10,,CREDIT CARD PMT [SB21B.6863]: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.6927,,,ORG,AMERICAN AIRLINES,,,,,,1 SKYVIEW DR,,FORT WORTH,TX,76155,,,2024-02-08,348.10,,CREDIT CARD PMT [SB21B.6863]: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.6928,,,ORG,AMERICAN AIRLINES,,,,,,1 SKYVIEW DR,,FORT WORTH,TX,76155,,,2024-02-08,397.10,,CREDIT CARD PMT [SB21B.6863]: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.6925,,,ORG,AMERICAN AIRLINES,,,,,,1 SKYVIEW DR,,FORT WORTH,TX,76155,,,2024-02-19,14.01,,CREDIT CARD PMT [SB21B.6863]: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.6863,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 1270,,NEWARK,NJ,07101,,,2024-03-07,7889.47,,CREDIT CARD PAYMENT:SEE MEMO ENTRIES IF REQUIRED,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.6865,,,ORG,"AMTRUST NORTH AMERICA, INC.",,,,,,PO BOX 812319,,BOCA RATON,FL,33481,,,2024-03-22,260.00,,INSURANCE,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.6866,,,ORG,ANEDOT,,,,,,1920 MCKINNEY AVE.,7TH FL,DALLAS,TX,75201,,,2024-03-12,1000.30,,MERCHANT FEE,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.6867,,,ORG,ANEDOT,,,,,,1920 MCKINNEY AVE.,7TH FL,DALLAS,TX,75201,,,2024-03-21,2000.90,,MERCHANT FEE,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.6869,,,ORG,"BALDUR STRATEGIES, LLC",,,,,,3333 PORT ROYALE DR S,APT 329,FT. LAUDERDALE,FL,33308,,,2024-03-28,12500.00,,COMMUNICATIONS CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.6861,,,IND,,BECKER,CARLY,,,,3333 PORT ROYALE DRIVE S E329,,FORT LAUDERDALE,FL,33308,,,2024-03-01,214.21,,REIMBURSEMENT: SEE MEMO ENTRIES IF REQUIRED,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.6871,,,ORG,BESPEAK NETWORK LLC,,,,,,1007 NORTH FEDERAL HIGHWAY,,FORT LAUDERDALE,FL,33304,,,2024-03-20,10000.00,,COMMUNICATIONS CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.6935,,,ORG,BEST BUY,,,,,,7075 FLYING CLOUD DR,,EDEN PRAIRIE,MN,553443532,,,2024-01-25,160.49,,CREDIT CARD PMT [SB21B.6863]: OFFICE EQUIPMENT: PRINTER,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.6936,,,ORG,BLOOMBERG.COM,,,,,,731 LEXINGTON AVE,,NEW YORK,NY,10022,,,2024-01-26,0.99,,CREDIT CARD PMT [SB21B.6863]: SUBSCRIPTIONS,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.6937,,,ORG,BRIGHTLINE TRAINS,,,,,,161 NORTH WEST 6TH ST SUITE 9,4TH FLOOR,MIAMI,FL,33136,,,2024-02-19,29.00,,CREDIT CARD PMT [SB21B.6863]: TRAVEL: RAIL,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.6915,,,IND,,BUDOWICH,TAYLOR,,,,516 S. DIXIE HWY,PMB 196,WEST PALM BEACH,FL,33401,,,2024-03-14,7044.73,,PAYROLL [SB21B.6899]: EXECUTIVE DIRECTOR,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.6916,,,IND,,BUDOWICH,TAYLOR,,,,516 S. DIXIE HWY,PMB 196,WEST PALM BEACH,FL,33401,,,2024-03-28,7044.73,,PAYROLL [SB21B.6902]: EXECUTIVE DIRECTOR,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.6872,,,ORG,CAMPAIGN NUCLEUS LLC,,,,,,3593 MEDINA RD,#110,MEDINA,OH,44256,,,2024-03-27,5000.00,,DIGITAL MARKETING,,,,,,,,,,,,,,,,,,,,
