form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00770214,SB29.I26489,,,IND,,FISHER,CHARLES,,,,2164 CAMBRIDGE AVENUE,,CARDIFF-BY-THE-SEA,CA,92007,,,2024-07-14,0.35,,NON-CONTRIBUTION ACCOUNT - REFUND,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I26455,,,ORG,ADP,,,,,,1 ADP BLVD,,ROSELAND,NJ,07068,,,2024-07-12,92.22,,NON-CONTRIBUTION ACCOUNT - PAYROLL SVC,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I26460,,,ORG,ADP,,,,,,1 ADP BLVD,,ROSELAND,NJ,07068,,,2024-07-15,17521.83,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I26461,SB29.I26460,SB29,IND,,BACA,CALEB,P.,,,"949 FIRST STREET, SE",#934,WASHINGTON,DC,20003,,,2024-07-15,791.67,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I26463,SB29.I26460,SB29,IND,,DIVELY,MORGAN,A.,,,3041 TALKING ROCK DRIVE,,FAIRFAX,VA,22031,,,2024-07-15,2928.14,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I26464,SB29.I26460,SB29,IND,,LOWRY,ZACHARY,M.,,,"1010 HALF STREET, SE",APT. 574,WASHINGTON,DC,20001,,,2024-07-15,2983.70,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I26465,SB29.I26460,SB29,IND,,LOWRY,ZACHARY,M.,,,"1010 HALF STREET, SE",APT. 574,WASHINGTON,DC,20001,,,2024-07-15,224.75,,NON-CONTRIBUTION ACCOUNT - HEALTHCARE,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I26466,SB29.I26460,SB29,IND,,RICHARDSON,JAMES,L.,,,2204 S QUINCY ST,,ARLINGTON,VA,22204,,,2024-07-15,5733.25,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I26467,SB29.I26460,SB29,IND,,RICHARDSON,JAMES,L.,,,2204 S QUINCY ST,,ARLINGTON,VA,22204,,,2024-07-15,276.98,,NON-CONTRIBUTION ACCOUNT - HEALTHCARE,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I26462,SB29.I26460,SB29,ORG,BOW TIE PRO LLC,,,,,,816 WILDWOOD CIRCLE,,LEESVILLE,SC,29070,,,2024-07-15,4583.34,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I26468,,,ORG,ADP,,,,,,1 ADP BLVD,,ROSELAND,NJ,07068,,,2024-07-15,5848.05,,NON-CONTRIBUTION ACCOUNT - PAYROLL TAXES,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I26784,,,ORG,ADP,,,,,,1 ADP BLVD,,ROSELAND,NJ,07068,,,2024-07-26,101.17,,NON-CONTRIBUTION ACCOUNT - PAYROLL SVC,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I26897,,,ORG,ADP,,,,,,1 ADP BLVD,,ROSELAND,NJ,07068,,,2024-07-30,17521.83,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I26899,SB29.I26897,SB29,IND,,BACA,CALEB,P.,,,"949 FIRST STREET, SE",#934,WASHINGTON,DC,20003,,,2024-07-30,791.67,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I26901,SB29.I26897,SB29,IND,,DIVELY,MORGAN,A.,,,3041 TALKING ROCK DRIVE,,FAIRFAX,VA,22031,,,2024-07-30,2928.13,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I26902,SB29.I26897,SB29,IND,,LOWRY,ZACHARY,M.,,,"1010 HALF STREET, SE",APT. 574,WASHINGTON,DC,20001,,,2024-07-30,2983.72,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I26903,SB29.I26897,SB29,IND,,LOWRY,ZACHARY,M.,,,"1010 HALF STREET, SE",APT. 574,WASHINGTON,DC,20001,,,2024-07-30,224.75,,NON-CONTRIBUTION ACCOUNT - HEALTHCARE,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I26904,SB29.I26897,SB29,IND,,RICHARDSON,JAMES,L.,,,2204 S QUINCY ST,,ARLINGTON,VA,22204,,,2024-07-30,5733.24,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I26905,SB29.I26897,SB29,IND,,RICHARDSON,JAMES,L.,,,2204 S QUINCY ST,,ARLINGTON,VA,22204,,,2024-07-30,276.98,,NON-CONTRIBUTION ACCOUNT - HEALTHCARE,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I26900,SB29.I26897,SB29,ORG,BOW TIE PRO LLC,,,,,,816 WILDWOOD CIRCLE,,LEESVILLE,SC,29070,,,2024-07-30,4583.34,,NON-CONTRIBUTION ACCOUNT - PAYROLL,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I26898,,,ORG,ADP,,,,,,1 ADP BLVD,,ROSELAND,NJ,07068,,,2024-07-30,5848.05,,NON-CONTRIBUTION ACCOUNT - PAYROLL TAXES,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I26323,,,ORG,BB&T/TRUIST,,,,,,PO BOX 580340,,CHARLOTTE,NC,282580340,,,2024-07-01,9842.44,,NON-CONTRIBUTION ACCOUNT - CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I27158,SB29.I26323,SB29,ORG,BREWHOUSE INN & SUITES,,,,,,1215 N 10TH ST,,MILWAUKEE,WI,53205,,,2024-06-19,8830.70,,NON-CONTRIBUTION ACCOUNT - LODGING,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I27159,SB29.I26323,SB29,ORG,CAMPAIGNMONITOR,,,,,,9 LEA AVENUE,,NASHVILLE,TN,37210,,,2024-06-12,399.00,,NON-CONTRIBUTION ACCOUNT - MARKETING,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I27160,SB29.I26323,SB29,ORG,DROPBOX,,,,,,333 BRANNAN STREET,,SAN FRANCISCO,CA,94107,,,2024-06-06,144.00,,NON-CONTRIBUTION ACCOUNT - OFFICE EXPENSE,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I27161,SB29.I26323,SB29,ORG,GOOGLE,,,,,,1600 AMPHITHEATRE PARKWAY,,MOUNTAIN VIEW,CA,94043,,,2024-06-01,235.98,,NON-CONTRIBUTION ACCOUNT - ADVERTISING,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I27162,SB29.I26323,SB29,ORG,HOOTSUITE,,,,,,"756 W PEACHTREE ST NW, 4TH FLOOR",,ATLANTA,GA,30308,,,2024-06-02,149.00,,NON-CONTRIBUTION ACCOUNT - MARKETING,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I27163,SB29.I26323,SB29,ORG,WINRED PRO FOR CAVPAC,,,,,,1776 WILSON BLVD.,SUITE 530,ARLINGTON,VA,22219,,,2024-06-11,63.77,,NON-CONTRIBUTION ACCOUNT - SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,
SB29,C00770214,SB29.I26469,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,TYSONS CORNER,VA,22182,,,2024-07-15,4250.00,,NON-CONTRIBUTION ACCOUNT - COMPLIANCE SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I26907,,,ORG,EMPRISE BANK,,,,,,257 N BROADWAY,,WICHITA,KS,67202,,,2024-07-31,50.00,,NON-CONTRIBUTION ACCOUNT - BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I26321,,,ORG,"O'DONNELL AND ASSOCIATES, LTD.",,,,,,829 EMERALD DRIVE,,ALEXANDRIA,VA,22308,,,2024-07-01,14500.00,,NON-CONTRIBUTION ACCOUNT - MEDIA TRAINING,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I26326,,,ORG,"SOCKO STRATEGIES, LLC",,,,,,1101 30TH ST NW,STE 125,WASHINGTON,DC,20007,,,2024-07-01,7500.00,,NON-CONTRIBUTION ACCOUNT - FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I26472,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-01,0.04,,NON-CONTRIBUTION ACCOUNT - CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I26473,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-02,0.23,,NON-CONTRIBUTION ACCOUNT - CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I26474,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-03,2.14,,NON-CONTRIBUTION ACCOUNT - CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I26475,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-04,0.25,,NON-CONTRIBUTION ACCOUNT - CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I26476,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-05,1.15,,NON-CONTRIBUTION ACCOUNT - CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
SB29,C00770214,SB29.I26477,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-06,0.63,,NON-CONTRIBUTION ACCOUNT - CONDUIT TRANSACTION FEE,,,,,,,,,,,,,  ,,,,,,,
