form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00078451,89248395,,,CCM,Kaine For Virginia,,,,,,1751 Potomac Greens Drive,,Alexandria,VA,22314,G2024,,2024-10-16,4000.00,0.00,,011,C00495358,Kaine For Virginia,S2VA00142,Kaine,Tim,,Sen.,,S,VA,,,,,,,,,
SB23,C00078451,89248398,,,CCM,Friends Of Rosa Delauro,,,,,,129 Church St,Ste 818,New Haven,CT,06510,G2024,,2024-10-16,3000.00,0.00,,011,C00238865,Friends Of Rosa Delauro,H0CT03072,DeLauro,Rosa,L.,Rep.,,H,CT,03,,,,,,,,
SB23,C00078451,89248400,,,PAC,Puget PAC,,,,,,"410 1st St., SE, Suite 310",,Washington,DC,20003,,,2024-10-16,2500.00,0.00,,011,C00551168,,,,,,,,,,,,,,,,,,
SB23,C00078451,89248470,,,CCM,Friends Of Mazie Hirono,,,,,,PO Box 677,,Honolulu,HI,96809,G2024,,2024-10-16,1500.00,0.00,,011,C00420760,Friends Of Mazie Hirono,S2HI00106,Hirono,Mazie,K.,Sen.,,H,HI,02,,,,,,,,
SB23,C00078451,89248471,,,CCM,Montanans For Tester,,,,,,PO Box 1135,,Helena,MT,59624,G2024,,2024-10-16,3000.00,0.00,,011,C00412304,Montanans For Tester,S6MT00162,Tester,Jon,,Sen.,,S,MT,,,,,,,,,
SB23,C00078451,89248472,,,PAC,MARC PAC,,,,,,P.O. Box 83142,,"Gaithursburg,",MD,208833142,,,2024-10-16,2500.00,0.00,,011,C00562330,,,,,,,,,,,,,,,,,,
SB23,C00078451,89248473,,,PAC,True North PAC,,,,,,228 S. Washington St.,Ste. #115,Alexandria,VA,22314,,,2024-10-16,3500.00,0.00,,011,C00571000,,,,,,,,,,,,,,,,,,
SB23,C00078451,89248474,,,CCM,Jake Ellzey For Congress,,,,,,"1005 Congress Avenue, Suite 400",,Austin,TX,78701,G2024,,2024-10-16,1500.00,0.00,,011,C00770438,Jake Ellzey For Congress,,Ellzey,Jake,,,,H,TX,06,,,,,,,,
SB23,C00078451,89248475,,,PAC,Senate Eagle PAC,,,,,,"4515 Harding Pike, Suite 110",,Nashville,TN,37205,,,2024-10-16,1500.00,0.00,,011,C00719971,,,,,,,,,,,,,,,,,,
SB23,C00078451,89248476,,,PAC,Tomorrow is Meaningful PAC (TIM PAC),,,,,,"209 Pennsylvania Ave.,SE, Suite 21",,Washington,DC,20003,,,2024-10-16,5000.00,0.00,,011,C00495887,,,,,,,,,,,,,,,,,,
SB23,C00078451,89248477,,,CCM,Nevadans For Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,89033,G2024,,2024-10-16,2500.00,0.00,,011,C00668228,Nevadans For Steven Horsford,H2NV04011,Horsford,Steven,Alexander,Rep.,,H,NV,04,,,,,,,,
