form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00250753,3033708,,,CCM,ISSA FOR CONGRESS,,,,,,PO BOX 760,,VISTA,CA,92085,P2024,,2023-08-02,1500.00,0.00,Contribution to Committee,011,C00350520,ISSA FOR CONGRESS,H0CA48024,Issa,Darrell,,Rep.,,H,CA,48,,,,,,,,
SB23,C00250753,3033709,,,CCM,PETE AGUILAR FOR CONGRESS,,,,,,PO BOX 10954,,SAN BERNARDINO,CA,92423,P2024,,2023-08-02,2500.00,0.00,Contribution to Committee,011,C00510461,PETE AGUILAR FOR CONGRESS,H2CA31125,Aguilar,Pete,,Rep.,,H,CA,33,,,,,,,,
SB23,C00250753,3033711,,,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO BOX 230985,,TIGARD,OR,97281,P2024,,2023-08-10,2500.00,0.00,Contribution to Committee,011,C00793703,ANDREA SALINAS FOR OREGON,H2OR06066,Salinas,Andrea,,Rep.,,H,OR,06,,,,,,,,
SB23,C00250753,3033712,,,CCM,CARAVEO FOR CONGRESS,,,,,,PO BOX 953,,EASTLAKE,CO,80614,P2024,,2023-08-10,2500.00,0.00,Contribution to Committee,011,C00787788,CARAVEO FOR CONGRESS,H2CO08020,Caraveo,Yadira,,Rep.,,H,CO,08,,,,,,,,
SB23,C00250753,3033713,,,CCM,COMMITTEE TO ELECT JARED GOLDEN,,,,,,PO BOX 7108,,LEWISTON,ME,04240,P2024,,2023-08-10,2500.00,0.00,Contribution to Committee,011,C00653816,COMMITTEE TO ELECT JARED GOLDEN,H8ME02185,Golden,Jared,,Rep.,,H,ME,02,,,,,,,,
SB23,C00250753,3033714,,,CCM,DR KIM SCHRIER FOR CONGRESS,,,,,,PO BOX 2728,,ISSAQUAH,WA,98027,P2024,,2023-08-10,2500.00,0.00,Contribution to Committee,011,C00652628,DR KIM SCHRIER FOR CONGRESS,H8WA08189,Schrier,Kim,,Rep.,,H,WA,08,,,,,,,,
SB23,C00250753,3033715,,,CCM,GABE VASQUEZ FOR CONGRESS,,,,,,DRAWER L,,MESILLA,NM,88046,P2024,,2023-08-10,2500.00,0.00,Contribution to Committee,011,C00789404,GABE VASQUEZ FOR CONGRESS,H2NM02191,Vasquez,Gabriel,,Rep.,,H,NM,02,,,,,,,,
SB23,C00250753,3033716,,,CCM,MIKE LEVIN FOR CONGRESS,,,,,,PO BOX 2112,,CAPISTRANO BEACH,CA,92624,P2024,,2023-08-10,2500.00,0.00,Contribution to Committee,011,C00634253,MIKE LEVIN FOR CONGRESS,H8CA49058,Levin,Mike,,Rep.,,H,CA,49,,,,,,,,
SB23,C00250753,3033717,,,CCM,NEVADANS FOR STEVEN HORSFORD,,,,,,PO BOX 336664,,NORTH LAS VEGAS,NV,89033,P2024,,2023-08-10,2500.00,0.00,Contribution to Committee,011,C00668228,NEVADANS FOR STEVEN HORSFORD,H2NV04011,Horsford,Steven,,Rep.,,H,NV,04,,,,,,,,
SB23,C00250753,3033718,,,CCM,PAT RYAN FOR CONGRESS,,,,,,PO BOX 2113,,KINGSTON,NY,12402,P2024,,2023-08-10,2500.00,0.00,Contribution to Committee,011,C00815290,PAT RYAN FOR CONGRESS,H8NY19223,Ryan,Pat,,Rep.,,H,NY,18,,,,,,,,
SB23,C00250753,3033719,,,CCM,SUSIE LEE FOR CONGRESS,,,,,,5130 S FORT APACHE RD,STE 215-382,LAS VEGAS,NV,89148,P2024,,2023-08-10,2500.00,0.00,Contribution to Committee,011,C00655613,SUSIE LEE FOR CONGRESS,H6NV04020,Lee,Susie,,Rep.,,H,NV,03,,,,,,,,
SB23,C00250753,3033720,,,CCM,CHRIS PAPPAS FOR CONGRESS,,,,,,PO BOX 313,,MANCHESTER,NH,03105,P2024,,2023-08-10,2500.00,0.00,Contribution to Committee,011,C00660464,CHRIS PAPPAS FOR CONGRESS,H8NH01210,Pappas,Chris,,Rep.,,H,NH,01,,,,,,,,
