form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00158881,15542807,,,CCM,Claudia Tenney For Congress,,,,,,PO Box 244,,Clinton,NY,13323,P2024,,2023-04-19,-1000.00,0.00,Void 03/16/2023 Contribution,011,C00561183,Claudia Tenney For Congress,H4NY22051,Tenney,Claudia,,,,H,NY,24,,,,,,,,Void 03/16/2023 Contribution
SB23,C00158881,15545549,,,PAC,National Association of Insurance and Financial Advisors PAC,,,,,,2901 Telestar Court,,Falls Church,VA,22042,,,2023-04-27,5000.00,0.00,Contribution,011,C00005249,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15545550,,,PAC,CHC BOLD PAC,,,,,,P.O. Box 33079,,Washington,DC,20033,,,2023-04-27,5000.00,0.00,Contribution,011,C00365536,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15545551,,,PAC,Wild and Wonderful PAC,,,,,,3538 South Wakefield Street,,Arlington,VA,22206,,,2023-04-27,5000.00,0.00,Contribution,011,C00489336,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15545553,,,CCM,Blake Moore For Congress,,,,,,358 South 700 B505,,Salt Lake City,UT,84102,P2024,,2023-04-27,2500.00,0.00,Contribution,011,C00738872,Blake Moore For Congress,H0UT01205,Moore,Blake,,,,H,UT,01,,,,,,,,Contribution
SB23,C00158881,15545554,,,CCM,Carol For Congress,,,,,,228 S. Washington Street,Suite 115,Alexandria,VA,22314,P2024,,2023-04-27,2500.00,0.00,Contribution,011,C00653220,Carol For Congress,H8WV03097,Miller,Carol,Devine,,,H,WV,01,,,,,,,,Contribution
SB23,C00158881,15545555,,,PAC,AmeriPAC: The Fund for a Greater America,,,,,,1032 15th Street NW,Suite 247,Washington,DC,20005,,,2023-04-27,2500.00,0.00,Contribution,011,C00271338,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15545556,,,CCM,Ann Wagner For Congress,,,,,,PO Box 50,,Ballwin,MO,63022,P2024,,2023-04-27,2500.00,0.00,Contribution,011,C00495846,Ann Wagner For Congress,H2MO02102,Wagner,Ann,L.,,,H,MO,02,,,,,,,,Contribution
SB23,C00158881,15545557,,,CCM,Friends Of Dan Kildee,,,,,,P.O. Box 248,,Flint,MI,48501,P2024,,2023-04-27,2500.00,0.00,Contribution,011,C00499947,Friends Of Dan Kildee,H2MI05119,Kildee,Daniel,T.,,,H,MI,08,,,,,,,,Contribution
SB23,C00158881,15545558,,,CCM,Montanans For Tester,,,,,,PO Box 1135,,Helena,MT,59624,P2024,,2023-04-27,2500.00,0.00,Contribution,011,C00412304,Montanans For Tester,S6MT00162,Tester,R. Jon,,,,S,MT,,,,,,,,,Contribution
