form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00193433,SB29-421295,,,CCM,Sarah Henry for State House ,,,,,,514 SR-436 E,,Altamonte Springs,FL,32701,,,2024-10-03,1000.00,0.00,Candidate Contribution,,,Sarah Henry ,,,,,,,,,,,,,,,,,State House; FL-38
SB29,C00193433,SB29-421263,,,CCM,Lindsay Cross for State Representative ,,,,,,PO Box 7815,,St Petersburg,FL,33734,,,2024-10-03,1000.00,0.00,Candidate Contribution,,,Lindsay Cross ,,,,,,,,,,,,,,,,,State House; FL-60
SB29,C00193433,SB29-421264,,,CCM,Christine Weems for Judge ,,,,,,Origin Bank 5324 Kirby Dr,,Houston,TX,77005,,,2024-10-03,5000.00,0.00,Candidate Contribution,,,Christine Weems ,,,,,,,,,,,,,,,,,Supreme Court; TX
SB29,C00193433,SB29-421266,,,CCM,Gabby Begay for NM House ,,,,,,PO Box #6,,Santa Clara,NM,88026,,,2024-10-03,2000.00,0.00,Candidate Contribution,,,Gabby Begay ,,,,,,,,,,,,,,,,,State House; NM39
SB29,C00193433,SB29-421271,,,CCM,Katherine Waldron for State House ,,,,,,225 S Ocean Breeze,,Lake Worth,FL,33460,,,2024-10-03,1000.00,0.00,Candidate Contribution,,,Katherine Waldron ,,,,,,,,,,,,,,,,,State House; FL-93
SB29,C00193433,SB29-421272,,,CCM,Laurel Jordan Swift for Texas ,,,,,,111 W Houston St,,San Antonio,TX,78205,,,2024-10-03,2000.00,0.00,Candidate Contribution,,,Laurel Jordan Swift ,,,,,,,,,,,,,,,,,State House; TX-121
SB29,C00193433,SB29-421274,,,CCM,Maria Revelles for Florida State House ,,,,,,3003 Villa Preciosa Dr,,Kissimmee,FL,34744,,,2024-10-03,1000.00,0.00,Candidate Contribution,,,Maria Revelles ,,,,,,,,,,,,,,,,,State House; FL-47
SB29,C00193433,SB29-421281,,,CCM,Vicky for NM ,,,,,,PO Box 16731,,Albuquerque,NM,87191,,,2024-10-03,2000.00,0.00,Candidate Contribution,,,Vicky Bustillo,,,,,,,,,,,,,,,,,State House; NM-31
SB29,C00193433,SB29-421282,,,CCM,Riggs for our Courts ,,,,,,1001 Wade Ave,,Raleigh,NC,27605,,,2024-10-03,6400.00,0.00,Candidate Contribution,,,Allison Riggs ,,,,,,,,,,,,,,,,,Supreme Court; NC
SB29,C00193433,SB29-421283,,,CCM,Allison Tant for State House ,,,,,,3552 Thomasville Rd,,Tallahassee,FL,32309,,,2024-10-03,1000.00,0.00,Candidate Contribution,,,Allison Tant ,,,,,,,,,,,,,,,,,State House; FL-09
SB29,C00193433,SB29-421286,,,CCM,Cindy Nava for New Mexico ,,,,,,PO Box 5328,,Bernalillo,NM,87004,,,2024-10-03,1000.00,0.00,Candidate Contribution,,,Cindy Nava ,,,,,,,,,,,,,,,,,State Senate; NM-09
SB29,C00193433,SB29-422193,,,ORG,EMILY's List Non-Federal #3 ,,,,,,1800 M Street NW,Ste 375N,Washington,DC,20036,,,2024-10-07,500.00,0.00,Transfer to Non-Federal Fund,,,,,,,,,,,,,,,,,,,,J. Allen Orig Cntrb 9/30/24
SB29,C00193433,SB29-422190,,,ORG,EMILY's List Non-Federal #3 ,,,,,,1800 M Street NW,Ste 375N,Washington,DC,20036,,,2024-10-07,2000.00,0.00,Transfer to Non-Federal Fund,,,,,,,,,,,,,,,,,,,,P. Stelzner Orig Cntrb 9/30/24
SB29,C00193433,SB29-421732,,,CCM,Friends of Hadley Haas ,,,,,,1309 Linden ST,,Sewickley,PA,15143,,,2024-10-10,12060.00,0.00,Candidate Contribution,,,Hadley Haas ,,,,,,,,,,,,,,,,,State House; PA-44
