form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00839662,500490105,,,CCM,COMMITTEE TO ELECT JARED GOLDEN,,,,,,PO Box 7108,,Lewiston,ME,042437108,P2024,,2023-12-13,1000.00,0.00,Contribution - Federal,,C00653816,,,GOLDEN,JARED,,,,H,ME,02,,,,,,,,
SB23,C00839662,500490106,,,CCM,DAN GOLDMAN FOR NEW YORK,,,,,,PO Box 3306,,New York,NY,100083306,P2024,,2023-12-13,1000.00,0.00,Contribution - Federal,,C00816660,,,GOLDMAN,DANIEL,,,,H,NY,10,,,,,,,,
SB23,C00839662,500490102,,,CCM,DON DAVIS FOR NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,P2024,,2023-12-13,1000.00,0.00,Contribution - Federal,,C00795211,,,DAVIS,DON,,,,H,NC,01,,,,,,,,
SB23,C00839662,500483826,,,CCM,FRIENDS OF DAN KILDEE,,,,,,PO Box 248,,Flint,MI,485010248,P2024,,2023-09-29,1000.00,0.00,Contribution - Federal,,C00499947,,,KILDEE,DANIEL,T,,,H,MI,08,,,,,,,,
SB23,C00839662,500490109,,,CCM,GABE VASQUEZ FOR CONGRESS,,,,,,PO Box L,,Mesilla,NM,880464612,P2024,,2023-12-13,1000.00,0.00,Contribution - Federal,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,,
SB23,C00839662,500490107,,,CCM,JARED MOSKOWITZ FOR CONGRESS,,,,,,PO Box 8784,,Coral Springs,FL,330758784,P2024,,2023-12-13,1000.00,0.00,Contribution - Federal,,C00807628,,,MOSKOWITZ,JARED,,,,H,FL,23,,,,,,,,
SB23,C00839662,500490104,,,CCM,MARIE FOR CONGRESS,,,,,,PO Box 1164,,Washougal,WA,986710926,P2024,,2023-12-13,1000.00,0.00,Contribution - Federal,,C00806174,,,GLUESENKAMP PEREZ,MARIE,,,,H,WA,03,,,,,,,,
SB23,C00839662,500483827,,,CCM,MARY PELTOLA FOR ALASKA,,,,,,810 N St,Ste 301,Anchorage,AK,995013271,P2023,,2023-09-29,500.00,0.00,Contribution - Federal,,C00812388,,,PELTOLA,MARY,,,,H,AK,00,,,,,,,,
SB23,C00839662,500490103,,,CCM,MARY PELTOLA FOR ALASKA,,,,,,810 N St,Ste 301,Anchorage,AK,995013271,P2024,,2023-12-13,1000.00,0.00,Contribution - Federal,,C00812388,,,PELTOLA,MARY,,,,H,AK,00,,,,,,,,
SB23,C00839662,500490099,,,CCM,PAT RYAN FOR CONGRESS,,,,,,PO Box 2113,,Kingston,NY,124022113,P2024,,2023-12-04,2500.00,0.00,Contribution - Federal,,C00815290,,,RYAN,PATRICK,,,,H,NY,18,,,,,,,,
SB23,C00839662,500490108,,,CCM,SCHOLTEN FOR CONGRESS,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,P2024,,2023-12-13,1000.00,0.00,Contribution - Federal,,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,,
