form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00001743,SB21B.11817,,,ORG,Buchbinder Tunick & Co LLP,,,,,,One Penn Plaza,Suite 5335,New York,NY,10119,,,2023-07-11,750.00,,accounting fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00001743,SB21B.11822,,,ORG,Buchbinder Tunick & Co LLP,,,,,,One Penn Plaza,Suite 5335,New York,NY,10119,,,2023-08-22,1000.00,,accounting fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00001743,SB21B.11824,,,ORG,Buchbinder Tunick & Co LLP,,,,,,One Penn Plaza,Suite 5335,New York,NY,10119,,,2023-09-12,1000.00,,accounting fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00001743,SB21B.11828,,,ORG,Buchbinder Tunick & Co LLP,,,,,,One Penn Plaza,Suite 5335,New York,NY,10119,,,2023-11-14,2500.00,,,001,,,,,,,,,,,,,,,,,,,
SB21B,C00001743,SB21B.11830,,,ORG,Buchbinder Tunick & Co LLP,,,,,,One Penn Plaza,Suite 5335,New York,NY,10119,,,2023-12-20,1500.00,,accounting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00001743,SB21B.11833,,,ORG,Deluxe Checks,,,,,,P.O. Box 818095,,Cleveland,OH,44181,,,2023-09-15,344.12,,check order,001,,,,,,,,,,,,,,,,,,,
SB21B,C00001743,SB21B.11836,,,ORG,Deluxe Checks,,,,,,P.O. Box 818095,,Cleveland,OH,44181,,,2023-09-22,89.03,,check order,001,,,,,,,,,,,,,,,,,,,
SB21B,C00001743,SB21B.11820,,,PAC,Local 1814 ILA  Political Action and Education Fund,,,,,,219 51 Street,,Brooklyn,NY,11220,,,2023-08-22,2826.00,,2nd quarter cost sharing admin and rent,001,C00001743,,,,,,,,,,,,,,,,,,
SB21B,C00001743,SB21B.11826,,,PAC,Local 1814 ILA  Political Action and Education Fund,,,,,,219 51 Street,,Brooklyn,NY,11220,,,2023-10-19,2826.00,,3rd quarter cost admin and rent,001,C00001743,,,,,,,,,,,,,,,,,,
SB21B,C00001743,SB21B.11831,,,PAC,Local 1814 ILA  Political Action and Education Fund,,,,,,219 51 Street,,Brooklyn,NY,11220,,,2023-12-28,2872.00,,4th quarter cost sharing admin adn rent,001,C00001743,,,,,,,,,,,,,,,,,,
SB21B,C00001743,SB21B.11818,,,ORG,TLM Associates LLC,,,,,,233 Broadway,Suite 702,New York,NY,10007,,,2023-07-11,2500.00,,consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00001743,SB21B.11819,,,ORG,TLM Associates LLC,,,,,,233 Broadway,Suite 702,New York,NY,10007,,,2023-08-09,2500.00,,consulting fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00001743,SB21B.11823,,,ORG,TLM Associates LLC,,,,,,233 Broadway,Suite 702,New York,NY,10007,,,2023-08-31,2750.00,,consulting fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00001743,SB21B.11825,,,ORG,TLM Associates LLC,,,,,,233 Broadway,Suite 702,New York,NY,10007,,,2023-10-10,2500.00,,consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00001743,SB21B.11827,,,ORG,TLM Associates LLC,,,,,,233 Broadway,Suite 702,New York,NY,10007,,,2023-11-06,2500.00,,consulting,001,,,,,,,,,,,,,,,,,,,
SB21B,C00001743,SB21B.11829,,,ORG,TLM Associates LLC,,,,,,233 Broadway,Suite 702,New York,NY,10007,,,2023-12-06,2500.00,,consulting,001,,,,,,,,,,,,,,,,,,,
