form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00585687,XB178,,,ORG,BI-RITE MARKET,,,,,,550 DIVISADERO STREET,,SAN FRANCISCO,CA,94117,P2024,,2023-01-17,648.86,,FOOD AND BEVERAGE FOR FUNDRAISING EVENT,011,C00431353,,,KLOBUCHAR,AMY,,,,S,MN,,KLOBUCHAR FOR MINNESOTA,PO BOX 4146,,ST. PAUL,MN,55104,,
SB23,C00585687,EB2442,,,CCM,KLOBUCHAR FOR MINNESOTA,,,,,,PO BOX 4146,,ST. PAUL,MN,55104,P2024,,2023-01-17,2000.00,,CONTRIBUTION,011,C00431353,KLOBUCHAR FOR MINNESOTA,,KLOBUCHAR,AMY,,,,S,MN,,,,,,,,,
SB23,C00585687,XB181,,,ORG,PECKISH,,,,,,1283 WILLIAMS AVE,,SAN BRUNO,CA,94066,P2024,,2023-01-17,345.00,,FOOD AND BEVERAGE FOR FUNDRAISING EVENT,011,C00431353,,,KLOBUCHAR,AMY,,,,S,MN,,KLOBUCHAR FOR MINNESOTA,PO BOX 4146,,ST. PAUL,MN,55104,,
SB23,C00585687,XB179,,,ORG,SAFEWAY,,,,,,2811 MIDDLEFIELD ROAD,,PALO ALTO,CA,94306,P2024,,2023-01-17,87.47,,FOOD AND BEVERAGE FOR FUNDRAISING EVENT,011,C00431353,,,KLOBUCHAR,AMY,,,,S,MN,,KLOBUCHAR FOR MINNESOTA,PO BOX 4146,,ST. PAUL,MN,55104,,
SB23,C00585687,XB180,,,ORG,TRADER JOE'S,,,,,,"955 EL CAMINO REAL, BLDG. 6, SUITE",,PALO ALTO,CA,94301,P2024,,2023-01-17,2.79,,FOOD AND BEVERAGE FOR FUNDRAISING EVENT,011,C00431353,,,KLOBUCHAR,AMY,,,,S,MN,,KLOBUCHAR FOR MINNESOTA,PO BOX 4146,,ST. PAUL,MN,55104,,
SB23,C00585687,XB187,,,ORG,ADA'S CAFE,,,,,,839 NORTHAMPTON DRIVE,,PALO ALTO,CA,94303,P2024,,2023-02-13,654.75,,FOOD AND BEVERAGE FOR FUNDRAISING EVENT,011,C00831107,,,PORTER,KATHERINE,,,,S,CA,,KATIE PORTER FOR SENATE,PO BOX 5176,,IRVINE,CA,92616,,
SB23,C00585687,XB186,,,ORG,CITY GAL BAKES,,,,,,932 HAMILTON STREET,,SAN FRANCISCO,CA,94134,P2024,,2023-02-13,730.00,,FOOD FOR FUNDRAISING EVENTS,011,C00831107,,,PORTER,KATHERINE,,,,S,CA,,KATIE PORTER FOR SENATE,PO BOX 5176,,IRVINE,CA,92616,,
SB23,C00585687,EB2533,,,CCM,KATIE PORTER FOR SENATE,,,,,,PO BOX 5176,,IRVINE,CA,92616,P2024,,2023-02-14,2000.00,,CONTRIBUTION,011,C00831107,KATIE PORTER FOR SENATE,,PORTER,KATHERINE,,,,S,CA,,,,,,,,,
SB23,C00585687,EB2490,,,PTY,SONOMA COUNTY DEMOCRATIC PARTY,,,,,,5445 MADISON AVENUE,,SACRAMENTO,CA,95814,,,2023-02-16,1000.00,,CONTRIBUTION,011,C00405233,SONOMA COUNTY DEMOCRATIC PARTY,,,,,,,,,,,,,,,,,
SB23,C00585687,XB182,,,ORG,ANGELINA'S DELI CAFE,,,,,,6000 CALIFORNIA STREET,,SAN FRANCISCO,CA,94121,P2024,,2023-02-26,244.47,,FOOD AND BEVERAGE FOR FUNDRAISING EVENTS,011,C00413914,,,GILLIBRAND,KIRSTEN ELIZABETH,,,,S,NY,,GILLIBRAND FOR SENATE,"126 C STREET NW, 2ND FLOOR",,WASHINGTON,DC,20001,,
SB23,C00585687,XB184,,,ORG,TARGET,,,,,,1690 FOLSOM STREET,,SAN FRANCISCO,CA,94103,P2024,,2023-02-26,24.40,,FOOD AND BEVERAGE FOR FUNDRAISING EVENTS,011,C00413914,,,GILLIBRAND,KIRSTEN ELIZABETH,,,,S,NY,,GILLIBRAND FOR SENATE,"126 C STREET NW, 2ND FLOOR",,WASHINGTON,DC,20001,,
SB23,C00585687,XB189,,,ORG,ANGELINA'S DELI CAFE,,,,,,6000 CALIFORNIA STREET,,SAN FRANCISCO,CA,94121,P2024,,2023-03-20,494.60,,FOOD AND BEVERAGE FOR FUNDRAISING EVENT,011,C00833608,,,LEE,BARBARA,,,,S,CA,,BARBARA LEE FOR U.S. SENATE,PO BOX 6787,,OAKLAND,CA,94603,,
SB23,C00585687,XB192,,,ORG,DOUCE FRANCE,,,,,,"855 CAMINO REAL, #104",,PALTO ALTO,CA,94301,P2024,,2023-03-20,347.92,,FOOD AND BEVERAGE FOR FUNDRAISING EVENT,011,C00606939,,,ROSEN,JACKY,,,,S,NV,,ROSEN FOR NEVADA,PO BOX 27195,,LAS VEGAS,NV,89126,,
SB23,C00585687,XB191,,,ORG,MIXT FILLMORE,,,,,,3130 FILLMORE STREET,,SAN FRANCISCO,CA,94123,P2024,,2023-03-20,485.90,,FOOD AND BEVERAGE FOR FUNDRAISING EVENT,011,C00606939,,,ROSEN,JACKY,,,,S,NV,,ROSEN FOR NEVADA,PO BOX 27195,,LAS VEGAS,NV,89126,,
SB23,C00585687,EB2580,,,CCM,ROSEN FOR NEVADA,,,,,,PO BOX 27195,,LAS VEGAS,NV,89126,P2024,,2023-03-21,3000.00,,CONTRIBUTION,011,C00606939,ROSEN FOR NEVADA,,ROSEN,JACKY,,,,S,NV,,,,,,,,,
SB23,C00585687,EB2577,,,CCM,BARBARA LEE FOR U.S. SENATE,,,,,,PO BOX 6787,,OAKLAND,CA,94603,P2024,,2023-03-24,2000.00,,CONTRIBUTION,011,C00833608,BARBARA LEE FOR U.S. SENATE,,LEE,BARBARA,,,,S,CA,,,,,,,,,
SB23,C00585687,XB190,,,ORG,SUNRISE BISTRO AND CATERING,,,,,,1559 BOTELHO DRIVE,,WALNUT CREEK,CA,94596,P2024,,2023-03-27,300.00,,FOOD AND BEVERAGE FOR FUNDRAISING EVENT,011,C00833608,,,LEE,BARBARA,,,,S,CA,,BARBARA LEE FOR U.S. SENATE,PO BOX 6787,,OAKLAND,CA,94603,,
SB23,C00585687,XB193,,,ORG,COMMUNITE TABLE LLC,,,,,,4171 MACARTHUR BLVD,,OAKLAND,CA,94619,P2024,,2023-04-24,467.56,,FOOD AND BEVERAGE FOR FUNDRAISING EVENTS,011,C00834218,,,SLOTKIN,ELISSA,,,,S,MI,,ELISSA SLOTKIN FOR MICHIGAN,PO BOX 4145,,EAST LANSING,MI,48826,,
SB23,C00585687,XB195,,,ORG,KARA'S CUPCAKES,,,,,,"855 ELCAMINO REAL, #50",,PALO ALTO,CA,94301,P2024,,2023-04-24,113.36,,FOOD AND BEVERAGE FOR FUNDRAISING EVENTS,011,C00834218,,,SLOTKIN,ELISSA,,,,S,MI,,ELISSA SLOTKIN FOR MICHIGAN,PO BOX 4145,,EAST LANSING,MI,48826,,
SB23,C00585687,XB194,,,ORG,TRADER JOE'S,,,,,,"955 EL CAMINO REAL, BLDG. 6, SUITE",,PALO ALTO,CA,94301,P2024,,2023-04-24,151.84,,FOOD AND BEVERAGE FOR FUNDRAISING EVENTS,011,C00834218,,,SLOTKIN,ELISSA,,,,S,MI,,ELISSA SLOTKIN FOR MICHIGAN,PO BOX 4145,,EAST LANSING,MI,48826,,
SB23,C00585687,EB2612,,,CCM,ELISSA SLOTKIN FOR MICHIGAN,,,,,,PO BOX 4145,,EAST LANSING,MI,48826,P2024,,2023-04-25,2500.00,,CONTRIBUTION,011,C00834218,ELISSA SLOTKIN FOR MICHIGAN,,SLOTKIN,ELISSA,,,,S,MI,,,,,,,,,
SB23,C00585687,XB197,,,ORG,COMMUNITE TABLE LLC,,,,,,4171 MACARTHUR BLVD,,OAKLAND,CA,94619,P2024,,2023-05-19,485.00,,FOOD AND BEVERAGE FOR FUNDRAISING EVENT,011,C00831107,,,PORTER,KATHERINE,,,,S,CA,,KATIE PORTER FOR SENATE,PO BOX 5176,,IRVINE,CA,92616,,
SB23,C00585687,XB196,,,ORG,SAFEWAY,,,,,,2811 MIDDLEFIELD ROAD,,PALO ALTO,CA,94306,P2024,,2023-05-19,148.41,,FOOD AND BEVERAGE FOR FUNDRAISING EVENT,011,C00831107,,,PORTER,KATHERINE,,,,S,CA,,KATIE PORTER FOR SENATE,PO BOX 5176,,IRVINE,CA,92616,,
SB23,C00585687,EB2654,,,CCM,ALSOBROOKS FOR SENATE,,,,,,"1101 MERCANTILE LANE, SUITE 100",,UPPER MARLBORO,MD,20774,P2024,,2023-05-31,1000.00,,CONTRIBUTION,011,C00840017,ALSOBROOKS FOR SENATE,,ALSOBROOKS,ANGELA,,,,S,MD,,,,,,,,,
SB23,C00585687,XB199,,,ORG,BOARD AND HUNGRY,,,,,,2340 YULUPA AVENUE,,SANTA ROSA,CA,95405,P2024,,2023-06-28,413.34,,FOOD AND BEVERAGE FOR FUNDRAISING EVENT,011,C00833608,,,LEE,BARBARA,,,,S,CA,,BARBARA LEE FOR U.S. SENATE,PO BOX 6787,,OAKLAND,CA,94603,,
SB23,C00585687,XB198,,,ORG,SAFEWAY,,,,,,2811 MIDDLEFIELD ROAD,,PALO ALTO,CA,94306,P2024,,2023-06-28,73.39,,FOOD AND BEVERAGE FOR FUNDRAISING EVENT,011,C00833608,,,LEE,BARBARA,,,,S,CA,,BARBARA LEE FOR U.S. SENATE,PO BOX 6787,,OAKLAND,CA,94603,,
SB23,C00585687,EB2688,,,CCM,BARBARA LEE FOR U.S. SENATE,,,,,,PO BOX 6787,,OAKLAND,CA,94603,P2024,,2023-06-30,1000.00,,CONTRIBUTION,011,C00833608,BARBARA LEE FOR U.S. SENATE,,LEE,BARBARA,,,,S,CA,,,,,,,,,
