form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00724203,500195568,,,ORG,C Plus K LLC,,,,,,1640 Rhode Island Ave NW,Ste 600,Washington,DC,200363229,G2024,,2024-10-31,64820.00,2024-10-31,12496192.45,Digital Advertising,,,S,P00009423,Harris,Kamala,,,,P,,,Morales,Melissa,,,,2024-12-05,
SE,C00724203,500193954,,,ORG,Equis Labs,,,,,,1728 Ocean Ave,,San Francisco,CA,941121737,G2024,,2024-10-23,5000.00,2024-10-23,12496192.45,Digital Production,,,S,P00009423,Harris,Kamala,,,,P,,,Morales,Melissa,,,,2024-12-05,
SE,C00724203,500195692,,,ORG,"Fieldworks, LLC",,,,,,1629 K St NW,Ste 300,Washington,DC,200061631,G2024,,2024-11-01,43915.35,2024-10-28,12496192.45,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Morales,Melissa,,,,2024-12-05,
SE,C00724203,500195693,,,ORG,"Fieldworks, LLC",,,,,,1629 K St NW,Ste 300,Washington,DC,200061631,G2024,,2024-11-01,43915.35,2024-10-28,1926532.50,Canvassing,,,S,S8NV00156,Rosen,Jacky,,,,S,,NV,Morales,Melissa,,,,2024-12-05,
SE,C00724203,500198238,,,ORG,"Fieldworks, LLC",,,,,,1629 K St NW,Ste 300,Washington,DC,200061631,G2024,,2024-11-04,12500.00,2024-11-04,12496192.45,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Morales,Melissa,,,,2024-12-05,
SE,C00724203,500198239,,,ORG,"Fieldworks, LLC",,,,,,1629 K St NW,Ste 300,Washington,DC,200061631,G2024,,2024-11-04,12500.00,2024-11-04,1926532.50,Canvassing,,,S,S8NV00156,Rosen,Jacky,,,,S,,NV,Morales,Melissa,,,,2024-12-05,
SE,C00724203,500194287,,,ORG,Gloo Factory Ink.,,,,,,PO Box 1212,,Tucson,AZ,857021212,G2024,,2024-10-24,192.51,2024-10-24,12496192.45,Printing,,,S,P00009423,Harris,Kamala,,,,P,,,Morales,Melissa,,,,2024-12-05,
SE,C00724203,500194288,,,ORG,Gloo Factory Ink.,,,,,,PO Box 1212,,Tucson,AZ,857021212,G2024,,2024-10-24,192.51,2024-10-24,1212964.17,Printing,,,S,S4AZ00139,Gallego,Ruben,,,,S,,AZ,Morales,Melissa,,,,2024-12-05,
SE,C00724203,500193233,,,ORG,OTG Strategies,,,,,,8651 Highway N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-10-22,147625.00,2024-10-18,12496192.45,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Morales,Melissa,,,,2024-12-05,
SE,C00724203,500193234,,,ORG,OTG Strategies,,,,,,8651 Highway N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-10-22,147624.99,2024-10-18,1272156.59,Canvassing,,,S,S6PA00217,Casey,Robert,P.,,Jr.,S,,PA,Morales,Melissa,,,,2024-12-05,
