form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00489799,500687483,,,ORG,American Express Merchant Services,,,,,,PO Box 53852,,Phoenix,AZ,850723852,,,2024-09-01,13.10,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500687484,,,ORG,American Express Merchant Services,,,,,,PO Box 53852,,Phoenix,AZ,850723852,,,2024-09-01,0.45,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500687485,,,ORG,American Express Merchant Services,,,,,,PO Box 53852,,Phoenix,AZ,850723852,,,2024-09-02,0.60,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500687486,,,ORG,American Express Merchant Services,,,,,,PO Box 53852,,Phoenix,AZ,850723852,,,2024-09-03,0.73,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500687487,,,ORG,American Express Merchant Services,,,,,,PO Box 53852,,Phoenix,AZ,850723852,,,2024-09-05,25.51,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500687488,,,ORG,American Express Merchant Services,,,,,,PO Box 53852,,Phoenix,AZ,850723852,,,2024-09-06,0.31,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500687489,,,ORG,American Express Merchant Services,,,,,,PO Box 53852,,Phoenix,AZ,850723852,,,2024-09-07,1.36,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500687490,,,ORG,American Express Merchant Services,,,,,,PO Box 53852,,Phoenix,AZ,850723852,,,2024-09-08,1.10,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500687491,,,ORG,American Express Merchant Services,,,,,,PO Box 53852,,Phoenix,AZ,850723852,,,2024-09-09,4.82,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500687492,,,ORG,American Express Merchant Services,,,,,,PO Box 53852,,Phoenix,AZ,850723852,,,2024-09-10,0.56,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500687493,,,ORG,American Express Merchant Services,,,,,,PO Box 53852,,Phoenix,AZ,850723852,,,2024-09-13,628.65,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500687494,,,ORG,American Express Merchant Services,,,,,,PO Box 53852,,Phoenix,AZ,850723852,,,2024-09-14,0.50,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500687495,,,ORG,American Express Merchant Services,,,,,,PO Box 53852,,Phoenix,AZ,850723852,,,2024-09-16,0.48,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00489799,500687496,,,ORG,American Express Merchant Services,,,,,,PO Box 53852,,Phoenix,AZ,850723852,,,2024-09-17,0.68,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
