form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00559740,SB.1,,,ORG,HOUSE REPUBLICAN CAMPAIGN COMMITTEE,,,,,,PO BOX 1313,,JEFFERSON CITY,MO,65102,,,2024-10-17,40000.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.2,,,ORG,SENATE MAJORITY FUND,,,,,,2318 CURTIS STREET,,DENVER,CO,80205,,,2024-10-17,72500.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.3,,,ORG,TEXAS SENATE LEADERSHIP FUND,,,,,,4120 BELLAIRE BLVD,,HOUSTON,TX,77025,,,2024-10-17,100000.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.5,,,ORG,COMMITTEE TO ELECT JAKE TESHKA,,,,,,PO BOX 2282,,SOUTH BEND,IN,46680,,,2024-10-18,3000.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.6,,,ORG,COMMITTEE TO ELECT BEAU BAIRD,,,,,,PO BOX 203,,GREENCASTLE,IN,46135,,,2024-10-18,3000.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.9,,,ORG,DANNY LOPEZ FOR INDIANA,,,,,,484 E CARMEL DRIVE #241,,CARMEL,IN,46032,,,2024-10-18,3000.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.7,,,ORG,ELECT ETHAN,,,,,,2301 E COUNTY RD 350 N,,LOGANSPORT,IN,46947,,,2024-10-18,3000.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.8,,,ORG,ETHAN LAWSON FOR INDIANA,,,,,,PO BOX 145,,GREENFIELD,IN,46140,,,2024-10-18,3000.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.4,,,ORG,INDIANA SENATE MAJORITY CAMPAIGN COMMITTEE,,,,,,101 W OHIO STREET #2200,,INDIANAPOLIS,IN,46204,,,2024-10-18,50000.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.14,,,ORG,ADVANCE MINNESOTA IE COMMITTEE,,,,,,PO BOX 93,,LAKE ELMO,MN,55042,,,2024-10-21,115000.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.13,,,ORG,SENATE MAJORITY FUND,,,,,,2318 CURTIS STREET,,DENVER,CO,80205,,,2024-10-21,120000.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.16,,,ORG,HOUSE REPUBLICAN CAMPAIGN COMMITTEE,,,,,,500 N THIRD ST. 4TH FLOOR,,HARRISBURG,PA,17101,,,2024-10-22,200000.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.18,,,ORG,JOBS FIRST COALITION POLITICAL FUND,,,,,,PO BOX 2071,,BROOKFIELD,WI,53008,,,2024-10-23,182000.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.23,,,ORG,HOUSE REPUBLICAN CAMPAIGN COMMITTEE,,,,,,500 N THIRD ST. 4TH FLOOR,,HARRISBURG,PA,17101,,,2024-10-28,135000.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.20,,,ORG,KENTUCKIANS FOR STRONG LEADERSHIP,,,,,,9300 SHELBYVILLE ROAD #1005,,LOUISVILLE,KY,40222,,,2024-10-28,25000.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.19,,,ORG,SENATE MAJORITY FUND,,,,,,2318 CURTIS STREET,,DENVER,CO,80205,,,2024-10-28,57000.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.21,,,ORG,SOUTH CAROLINA HOUSE REPUBLICAN CAUCUS,,,,,,PO BOX 21,,COLUMBIA,SC,29202,,,2024-10-28,65000.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.24,,,ORG,ARIZONA CONSERVATIVE POLICY ALLIANCE ACTION COMMITTEE,,,,,,5244 S. MINGUS PLACE,,CHANDLER,AZ,85249,,,2024-10-29,25000.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.26,,,ORG,DIRECT EDGE CAMPAIGNS LLC,,,,,,2000 GLEN ECHO ROAD STE 207A,,NASHVILLE,TN,37215,,,2024-10-29,19348.08,,NON FED DISB - DIRECT MAIL,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.25,,,ORG,INDIANA SENATE MAJORITY CAMPAIGN COMMITTEE,,,,,,101 W OHIO STREET #2200,,INDIANAPOLIS,IN,46204,,,2024-10-29,45000.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.27,,,ORG,"GOOD GOVERNMENT COALITION, INC.",,,,,,8100 FENWAY ROAD,,BETHESDA,MD,20817,,,2024-10-30,200000.00,,NON FEDERAL DISBURSEMENT,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.28,,,ORG,MINNESOTA COMMON GROUND,,,,,,3673 LEXINGTON AVE N STE H-2 104,,ARDEN HILLS,MN,55126,,,2024-10-31,375000.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.33,,,ORG,GOPAC ELECTION FUND - MISSOURI,,,,,,PO BOX 52,,JEFFERSON CITY,MO,61502,,,2024-11-01,1070.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.36,,,ORG,NEW FUND LLC,,,,,,8362 TAMARACK VILLAGE #119,,WOODBURY,MN,55125,,,2024-11-04,350000.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.37,,,ORG,MICHIGAN HOUSE REPUBLICAN CAMPAIGN,,,,,,PO BOX 15035,,LANSING,MI,48901,,,2024-11-15,48875.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.38,,,ORG,SENATE REPUBLICAN CAMPAIGN COMMITTEE,,,,,,PO BOX 12023,,LANSING,MI,48901,,,2024-11-15,48875.00,,NON FED DISB - CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB.39,,,ORG,TRUIST,,,,,,"2200 WILSON BLVD, STE 100",,ARLINGTON,VA,22201,,,2024-11-21,369.50,,NON FED DISB - BANK CHARGES,,,,,,,,,,,,,  ,,,,,,,
SB29,C00559740,SB522657,,,ORG,DEGROOT FOR ASSEMBLY,,,,,,4127 PLEASANT LANE,,MOUNT PLEASANT,WI,53405,,,2024-11-25,-1000.00,,VOID CHECK,,,,,,,,,,,,,  ,,,,,,,"SEE M9 2024 SCHEDULE B, LINE 29"
SB29,C00559740,SB4581157,,,ORG,GOWAN FOR SENATE,,,,,,PO BOX 1985,,SIERRA VISTA,AZ,85636,,,2024-11-25,-5000.00,,VOID CHECK,,,,,,,,,,,,,  ,,,,,,,"SEE M6 2024 SCHEDULE B, LINE 29"
SB29,C00559740,SB55544,,,ORG,MICHAEL WEBERT FOR DELEGATE,,,,,,PO BOX 469,,WARRENTON,VA,20188,,,2024-11-25,-500.00,,VOID CHECK,,,,,,,,,,,,,  ,,,,,,,"SEE M2 2024 SCHEDULE B, LINE 29"
SB29,C00559740,SB33211,,,ORG,NEW DIRECTION FUND,,,,,,1816 EAST 15TH,,ADA,OK,74820,,,2024-11-25,-5000.00,,VOID CHECK,,,,,,,,,,,,,  ,,,,,,,"SEE M5 2024 SCHEDULE B, LINE 29"
SB29,C00559740,SB77777,,,ORG,OKAID PAC,,,,,,PO BOX 54645,,OKLAHOMA CITY,OK,73514,,,2024-11-25,-5000.00,,VOID CHECK,,,,,,,,,,,,,  ,,,,,,,"SEE M5 2024 SCHEDULE B, LINE 29"
