form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00397851,B867364,,,PTY,Americas Health Insurance Plans PAC(AHIP PAC),,,,,,601 Pennsylvania Ave. NW S. Bldg,,Washington,DC,20004,O2024,Not Applicable,2024-03-06,5000.00,,Contribution,011,C00106740,,,,,,,,,, ,,,,,,,,
SB23,C00397851,B867366,,,CCM,Bilirakis for Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,22311,P2024,,2024-03-06,2500.00,,Contribution,011,C00408534,,H6FL09070,Bilirakis,Gus,,,,H,FL,12,,,,,,,,
SB23,C00397851,B867367,,,PAC,Heartland Values PAC,,,,,,PO Box 505,,Sioux Falls,SD,57101,O2024,Not Applicable,2024-03-06,5000.00,,Contribution,011,C00409003,,,,,,,,,, ,,,,,,,,
SB23,C00397851,B867365,,,ORG,Medicaid Health Plans Of America PAC,,,,,,1575 Eye Street NW Ste 300,,Washington,DC,20005,O2024,Not Applicable,2024-03-06,5000.00,,Contribution,011,,,,,,,,,,, ,,,,,,,,
SB23,C00397851,B867363,,,CCM,Michelle Steel For Congress,,,,,,9070 Irvine Center Drive Suite 150,,Irvine,CA,92618,G2024,,2024-03-06,1000.00,,Contribution,011,C00704981,,H0CA48198,Steel,Michelle,,,,H,CA,45,,,,,,,,
SB23,C00397851,B867691,,,PTY,Kentucky State Democratic Party,,,,,,PO Box 694,,Frankfort,KY,40602,O2024,Not Applicable,2024-03-13,5000.00,,Contribution,011,C00011197,,,,,,,,,, ,,,,,,,,
SB23,C00397851,B867683,,,PTY,Republican Party of Kentucky,,,,,,105 W 3rd Street,,Frankfort,KY,40601,O2024,Not Applicable,2024-03-13,5000.00,,Contribution,011,C00156810,,,,,,,,,, ,,,,,,,,
SB23,C00397851,B867870,,,CCM,Dr. Raul Ruiz for Congress,,,,,,Po Box 1566,,Indio,CA,92202,G2024,,2024-03-15,1000.00,,Contribution,011,C00502575,,H2CA36439,Ruiz,Raul,,,MD,H,CA,25,,,,,,,,
SB23,C00397851,B867869,,,CCM,Mike Thompson for Congress,,,,,,5445 Madison Avenue,,Sacramento,CA,95841,G2024,,2024-03-15,1000.00,,Contribution,011,C00326363,,H8CA01109,Thompson,Mike,,,,H,CA,04,,,,,,,,
SB23,C00397851,B868597,,,CCM,Greg Steube for Congress,,,,,,5317 Fruitville Rd #102,,Sarasota,FL,34232,P2024,,2024-03-21,1000.00,,Contribution,011,C00671891,,H8FL17053,Steube,Greg,,,,H,FL,17,,,,,,,,
SB23,C00397851,B868600,,,CCM,Lisa Blunt Rochester for Senate,,,,,,PO Box 9767,,Wilmington,DE,19809,P2024,,2024-03-21,2500.00,,Contribution,011,C00843391,,S4DE00060,Blunt Rochester,Lisa,,,,S,DE, ,,,,,,,,
SB23,C00397851,B868598,,,CCM,Marsha for Senate,,,,,,PO Box 3750,,Nashville,TN,37024,P2024,,2024-03-21,1000.00,,Contribution,011,C00376939,,S8TN00337,Blackburn,Marsha,,,,S,TN, ,,,,,,,,
SB23,C00397851,B868599,,,CCM,Terri Sewell for Congress,,,,,,P.O. Box 1964,,Birmingham,AL,35201,G2024,,2024-03-21,1000.00,,Contribution,011,C00458976,,H0AL07086,Sewell,Terri,,,,H,AL,07,,,,,,,,
SB23,C00397851,B868935,,,PAC,Boots Political Action Committee,,,,,,228 S Washington St. Ste 115,,Alexandria,VA,22314,O2024,Not Applicable,2024-03-27,2500.00,,Contribution,011,C00567545,,,,,,,,,, ,,,,,,,,
SB23,C00397851,B868937,,,CCM,Dwight Evans for Congress,,,,,,P.O. Box 6578,,Philadelphia,PA,19138,P2024,,2024-03-27,1000.00,,Contribution,011,C00591065,,H6PA02171,Evans,Dwight,,,,H,PA,03,,,,,,,,
SB23,C00397851,B868939,,,CCM,Laurel Lee for Congress,,,,,,P.O. Box 2743,,Brandon,FL,33509,P2024,,2024-03-27,1000.00,,Contribution,011,C00815373,,H2FL15241,Lee,Laurel,,,,H,FL,15,,,,,,,,
SB23,C00397851,B868938,,,CCM,Montanans for Tester,,,,,,PO Box 1135,,Helena,MT,59624,P2024,,2024-03-27,2500.00,,Contribution,011,C00412304,,S6MT00162,Tester,Jon,,,,S,MT, ,,,,,,,,
