form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00488403,SB21B.10729,,,ORG,AWeber,,,,,,1100 Manor Drive,,Chalfont,PA,18914,,,2023-08-02,29.00,,Email communication software,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00488403,SB21B.10747,,,ORG,AWeber,,,,,,1100 Manor Drive,,Chalfont,PA,18914,,,2023-10-02,29.00,,Email Software,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00488403,SB21B.10748,,,ORG,AWeber,,,,,,1100 Manor Drive,,Chalfont,PA,18914,,,2023-10-27,29.00,,Email Software,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00488403,SB21B.10749,,,ORG,AWeber,,,,,,1100 Manor Drive,,Chalfont,PA,18914,,,2023-11-28,29.00,,Email Software,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00488403,SB21B.10750,,,ORG,AWeber,,,,,,1100 Manor Drive,,Chalfont,PA,18914,,,2023-12-31,29.00,,Email Software,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00488403,SB21B.10751,,,ORG,AWeber,,,,,,1100 Manor Drive,,Chalfont,PA,18914,,,2023-12-31,29.00,,Email Software,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00488403,SB21B.10727,,,ORG,Capital One,,,,,,P.O. Box 60599,,City of Industry,CA,91716,,,2023-08-02,47.00,,Credit Card Payment - See Memo,001,,,,,,,,,,,,,,,,,,,
SB21B,C00488403,SB21B.10730,,,ORG,Capital One,,,,,,P.O. Box 60599,,City of Industry,CA,91716,,,2023-10-02,47.00,,Credit Card Payment - See Memo,001,,,,,,,,,,,,,,,,,,,
SB21B,C00488403,SB21B.10731,,,ORG,Capital One,,,,,,P.O. Box 60599,,City of Industry,CA,91716,,,2023-10-27,47.00,,Credit Card Payment - See Memo,001,,,,,,,,,,,,,,,,,,,
SB21B,C00488403,SB21B.10732,,,ORG,Capital One,,,,,,P.O. Box 60599,,City of Industry,CA,91716,,,2023-11-28,47.00,,Credit Card Payment - See Memo,001,,,,,,,,,,,,,,,,,,,
SB21B,C00488403,SB21B.10737,,,ORG,Capital One,,,,,,P.O. Box 60599,,City of Industry,CA,91716,,,2023-12-31,47.00,,Credit Card Payment - See Memo,001,,,,,,,,,,,,,,,,,,,
SB21B,C00488403,SB21B.10738,,,ORG,Capital One,,,,,,P.O. Box 60599,,City of Industry,CA,91716,,,2023-12-31,47.00,,Credit Card Payment - See Memo,001,,,,,,,,,,,,,,,,,,,
SB21B,C00488403,SB21B.10728,,,ORG,Moonclerk,,,,,,1040 W. Washington St.,,Greenville,SC,18914,,,2023-08-02,18.00,,Online Donation software,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00488403,SB21B.10740,,,ORG,Moonclerk,,,,,,1040 W. Washington St.,,Greenville,SC,18914,,,2023-10-02,18.00,,Online Donation Software,003,,,,,,,,,,,,,,,,,,X,
SB21B,C00488403,SB21B.10741,,,ORG,Moonclerk,,,,,,1040 W. Washington St.,,Greenville,SC,18914,,,2023-10-27,18.00,,Online Donation Software,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00488403,SB21B.10743,,,ORG,Moonclerk,,,,,,1040 W. Washington St.,,Greenville,SC,18914,,,2023-11-28,18.00,,Online Donation Software,002,,,,,,,,,,,,,,,,,,X,
SB21B,C00488403,SB21B.10744,,,ORG,Moonclerk,,,,,,1040 W. Washington St.,,Greenville,SC,18914,,,2023-12-31,18.00,,Online Donation Software,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00488403,SB21B.10745,,,ORG,Moonclerk,,,,,,1040 W. Washington St.,,Greenville,SC,18914,,,2023-12-31,18.00,,Online Donation Software,001,,,,,,,,,,,,,,,,,,X,
