form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00418582,SB29.9330,,,CCM,Carla Cunningham Campaign Committee,,,,,,1400 Sansberry Road,,Charlotte,NC,28262,G2024,,2024-04-17,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.9321,,,CCM,Celeste for NC House,,,,,,PO Box 5195,,Emerald Isle,NC,28594,G2024,,2024-04-17,1500.00,,,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.9316,,,CCM,Citizens for Dan Blue,,,,,,PO Box 287,,Raleigh,NC,27602,G2024,,2024-04-17,2000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.9317,,,CCM,Committee for Dr. Tim Reeder,,,,,,1413 Fox Hollow Drive,,Ayden,NC,28513,G2024,,2024-04-17,3000.00,,Contribution,011,,,,,,,,,H,NC,,,,,,,,,
SB29,C00418582,SB29.9312,,,CCM,Committee to elect Benton Sawrey,,,,,,86 Riverglade Dr,,Clayton,NC,27527,G2024,,2024-04-17,3500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.9326,,,CCM,Committee to Elect Cody Huneycutt,,,,,,PO Box 1883,,Albermarle,NC,28002,G2024,,2024-04-17,1000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.9325,,,CCM,Committee to Elect Donny Lambeth,,,,,,4627 S Main Street,,Winston Salem,NC,27127,G2024,,2024-04-17,3500.00,,Campaign Contribution,011,,,,,,,,,,NC,,,,,,,,,
SB29,C00418582,SB29.9323,,,CCM,Committee to elect Erin Pare,,,,,,PO Box 514,,Holly Springs,NC,27540,G2024,,2024-04-17,3500.00,,Campaign Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.9318,,,CCM,Committee to elect Robert T Reives II,,,,,,PO Box 36,,Sanford,NC,273310036,G2024,,2024-04-17,2000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.9314,,,CCM,Dave Craven for NC,,,,,,PO Box 487,,Asheboro,NC,27204,G2024,,2024-04-17,2500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.9328,,,CCM,Diane Wheatley for NC House 43,,,,,,9774 Ramsey Street,,Linden,NC,28356,G2024,,2024-04-17,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.9307,,,CCM,Friends of Kevin Corbin,,,,,,PO Box 758,,Franklin,NC,28744,G2024,,2024-04-17,3000.00,,Campaign Contributions,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.9311,,,CCM,Jim Burgin for Senate Committee,,,,,,PO Box 1,,Angier,NC,27501,G2024,,2024-04-17,2500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.9441,,,CCM,Join Tom Murry for NC,,,,,,PO Box 1054,,Morrisville,NC,27560,G2024,,2024-05-20,3000.00,,Campaign Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.9324,,,CCM,Larry W Potts for NC  House,,,,,,373 Waitman Road,,Lexington,NC,27295,G2024,,2024-04-17,3500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.9337,,,PAC,NC Orthopaedic Assn PAC,,,,,,PO Box 27167,,Raleigh,NC,27611,G2024,,2024-04-17,5000.00,,Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.9310,,,CCM,Newton for Senate,,,,,,PO Box 145,,Mount Pleasant,NC,28124,G2024,,2024-04-17,3000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.9319,,,CCM,Reece Pyrtle for NC House,,,,,,130 Tamer Lane Court,,Stoneville,NC,27048,G2024,,2024-04-17,1500.00,,Campaign Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.9439,,,CCM,The Jefferson Griffin Committee,,,,,,PO Box 99780,,Raleigh,NC,27624,G2024,,2024-05-20,3000.00,,Campaign Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.9313,,,CCM,The Overcash Committee,,,,,,4119 Belle Meade Cir,,Belmont,NC,28012,G2024,,2024-04-17,3000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00418582,SB29.9315,,,CCM,Todd Johnson for Senate,,,,,,PO Box 591,,Monroe,NC,28111,G2024,,2024-04-17,2500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
