form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00099234,65926380,,,CCM,Lori Chavez-DeRemer for Congress,,,,,,1200 TRINITY DRIVE,,ALEXANDRIA,VA,22314,P2024,,2023-07-06,2500.00,0.00,,011,C00784520,Lori Chavez-DeRemer for Congress,,Chavez-DeRemer,Lori,,,,H,OR,05,,,,,,,,
SB23,C00099234,65926381,,,CCM,Brian Fitzpatrick For All of Us,,,,,,P.O. BOX 939,,LANGHORNE,PA,19047,G2024,,2023-07-06,2500.00,0.00,,011,C00607416,Brian Fitzpatrick For All of Us,H6PA08277,Fitzpatrick,Brian,,Rep.,,H,PA,01,,,,,,,,
SB23,C00099234,66145961,,,CCM,Martin Heinrich For Senate,,,,,,P.O. Box 25763,,Albuquerque,NM,87125,P2024,,2023-07-18,2500.00,0.00,,011,C00434563,Martin Heinrich For Senate,S2NM00088,Heinrich,Martin,,Sen.,,S,NM,,,,,,,,,
SB23,C00099234,66155804,,,CCM,HUFFMAN FOR CONGRESS,,,,,,PO Box 664,,PETALUMA,CA,94953,P2024,,2023-07-19,2500.00,0.00,,011,c00536680,HUFFMAN FOR CONGRESS,H2CA06259,HUFFMAN,JARED,,,,H,CA,14,,,,,,,,
SB23,C00099234,66159153,,,CCM,Schakowsky For Congress,,,,,,P.O. Box 5130,,Evanston,IL,60204,P2024,,2023-07-19,2500.00,0.00,,011,C00327023,Schakowsky For Congress,H8IL09067,Schakowsky,Janice,,Ms.,,H,IL,09,,,,,,,,
SB23,C00099234,66159159,,,CCM,Foushee For Congress,,,,,,PO Box 16446,,Chapel Hill,NC,27516,P2024,,2023-07-19,2500.00,0.00,,011,C00794727,Foushee For Congress,H2NC06114,Foushee,Valerie,,Rep.,,H,NC,04,,,,,,,,
SB23,C00099234,66159160,,,CCM,Tammy Baldwin For Senate,,,,,,3233 7TH ST SE,,WASHINGTON,DC,20003,P2024,,2023-07-19,2500.00,0.00,,011,C00326801,Tammy Baldwin For Senate,S2WI00219,Baldwin,Tammy,,Ms.,,S,WI,,,,,,,,,
SB23,C00099234,66168719,,,CCM,SPANBERGER FR CONGRESS,,,,,,PO BOX 3112,,FREDERICKSBERG,VA,22402,G2024,,2023-07-19,2500.00,0.00,,011,C00649913,SPANBERGER FR CONGRESS,H8VA07094,Spanberger,Abigail,,,,H,VA,07,,,,,,,,
SB23,C00099234,66169021,,,CCM,MANNION FOR NEW YORK,,,,,,PO BOX 11131,,SYRACUSE,NY,13218,P2024,,2023-07-19,3000.00,0.00,,011,C00845461,MANNION FOR NEW YORK,,MANNION,JOHN,,,,H,NY,22,,,,,,,,
SB23,C00099234,66182287,,,CCM,Dan Goldman for New York,,,,,,P.O. Box 3306,,New York,NY,10008,P2024,,2023-07-24,2500.00,0.00,,011,C00816660,Dan Goldman for New York,,Goldman,Dan,,,,H,NY,10,,,,,,,,
