form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00829713,SB29.13280,,,CCM,Barrett Election Committee,,,,,,P. O. Box 2145,,Richmond,IN,47375,,,2024-10-16,1500.00,,Non-federal contribution,011,,Barrett Election Committee,,Barrett,Brad,,,,,,,,,,,,,,
SB29,C00829713,SB29.13277,,,CCM,Citizens for Jeff Thompson,,,,,,6001 North State Road 39,,Lizton,IN,46149,,,2024-10-16,1000.00,,Non-federal contribution,011,,Citizens for Jeff Thompson,,Thompson,Jeff,,,,,,,,,,,,,,
SB29,C00829713,SB29.13271,,,CCM,Citizens for McColley,,,,,,"65 E. State St., Suite 270",,Columbus,OH,43215,,,2024-10-02,2500.00,,Non-federal contribution,011,,Citizens for McColley,,McColley,Rob,,,,,,,,,,,,,,
SB29,C00829713,SB29.13275,,,CCM,Citizens for Stephanie Kunzie,,,,,,9856 Archer Lane,,Dublin,OH,43017,,,2024-10-02,5000.00,,Non-federal contribution,011,,Citizens for Stephanie Kunzie,,Kunzie,Stephanie,,,,,,,,,,,,,,
SB29,C00829713,SB29.13274,,,CCM,Citizens to Elect Blackshear Jr.,,,,,,545 E Town Street,,Columbus,OH,43215,,,2024-10-02,1000.00,,Non-federal contribution,011,,Citizens to Elect Blackshear Jr.,,Blackshear,Willis,,,Jr.,,,,,,,,,,,
SB29,C00829713,SB29.13269,,,COM,Committee to Elect a Republican Senate,,,,,,148 E Johnson St,,Madison,WI,53703,,,2024-10-02,2000.00,,Non-federal contribution,011,,Committee to Elect Bill Roemer,,,,,,,,,,,,,,,,,
SB29,C00829713,SB29.13292,,,CCM,Committee to Elect Scott Hilton,,,,,,5425 Peachtree Pkwy NW,,Peachtree Corners,GA,30092,,,2024-10-16,500.00,,Non-federal contribution,011,,Committee to Elect Scott Hilton,,Hilton,Scott,,,,,,,,,,,,,,
SB29,C00829713,SB29.13267,,,CCM,David Ray for State Representative,,,,,,137 Summit Valley Circle,,Maumelle,AR,72113,,,2024-10-02,500.00,,Non-federal contribution,011,,David Ray for State Representative,,Ray,David,,,,,,,,,,,,,,
SB29,C00829713,SB29.13285,,,CCM,Freeman for Indiana,,,,,,8925 Southeastern Avenue,,Indianapolis,IN,46239,,,2024-10-16,1000.00,,Non-federal contribution,011,,Freeman for Indiana,,Freeman,Aaron,,,,,,,,,,,,,,
SB29,C00829713,SB29.13286,,,CCM,Friends of Chris Garten,,,,,,3415 County Road 160,,Charlestown,IN,47111,,,2024-10-16,1500.00,,Non-federal contribution,011,,Friends of Chris Garten,,Garten,Chris,,,,,,,,,,,,,,
