form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00420497,SB29.6757,,,CCM,Campaign to Elect James Hoops,,,,,,195 Old Creek Drive,,Napoleon,OH,43545,,,2024-10-30,350.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00420497,SB29.6747,,,PAC,Citizens for Blessing,,,,,,3378 Dolomar Drive,,Cincinnati,OH,45239,,,2024-10-23,350.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00420497,SB29.6743,,,CCM,Citizens for O'Brien,,,,,,3434 Stumpville Road,,Rome,OH,44085,,,2024-10-17,350.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00420497,SB29.6760,,,CCM,Citizens to Elect Allison Russo,,,,,,545 E. Town Street,,Columbus,OH,43215,,,2024-10-18,500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00420497,SB29.6755,,,CCM,Citizens to Elect Kyle Koehler,,,,,,4674 Hominy Ridge Road,,Springfield,OH,45502,,,2024-10-23,350.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00420497,SB29.6742,,,CCM,Friends of Allen Landis,,,,,,4570 Harrold Street NW,,Dover,OH,44622,,,2024-10-22,350.00,,Contriution,011,,,,,,,,,,,,,,,,,,,
SB29,C00420497,SB29.6754,,,CCM,Friends of Bill Reineke,,,,,,122 Sunny Lane,,Tiffin,OH,44883,,,2024-10-21,350.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00420497,SB29.6750,,,CCM,Friends of George Lang,,,,,,7727 Foxboro Dr,,West Chester,OH,45069,,,2024-10-25,350.00,,Contributions,011,,,,,,,,,,OH,,,,,,,,,
SB29,C00420497,SB29.6735,,,CCM,Friends of Hearcel F. Craig,,,,,,545 E Town St. ,,Columbus,OH,43220,,,2024-10-18,350.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00420497,SB29.6748,,,CCM,Friends of Jerry Cirino,,,,,,8075 North Orchard Rd,,Concord,OH,44077,,,2024-10-22,350.00,,Contribution,011,,,,,,,,,,OH,,,,,,,,,
