form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00845289,500740370,,,CCM,Angie Craig for Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,,,2024-12-30,499.76,0.00,Joint Transfer,,C00575209,,,CRAIG,ANGELA,DAWN,,,H,MN,02,,,,,,,,
SB22,C00845289,500740371,,,CCM,Sharice for Congress,,,,,,13851 W 63rd St,Num 303,Shawnee,KS,662163800,,,2024-12-30,499.76,0.00,Joint Transfer,,C00670034,,,DAVIDS,SHARICE,,,,H,KS,03,,,,,,,,
SB22,C00845289,500740372,,,CCM,Marie for Congress,,,,,,PO Box 1164,,Washougal,WA,986710926,,,2024-12-30,264.76,0.00,Joint Transfer,,C00806174,,,GLUESENKAMP PEREZ,MARIE,,,,H,WA,03,,,,,,,,
SB22,C00845289,500740373,,,CCM,Mary Peltola for Alaska,,,,,,810 N St,Ste 301,Anchorage,AK,995013271,,,2024-12-30,499.76,0.00,Joint Transfer,,C00812388,,,PELTOLA,MARY,,,,H,AK,00,,,,,,,,
SB22,C00845289,500740374,,,CCM,Pat Ryan for Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,,,2024-12-30,370.27,0.00,Joint Transfer,,C00815290,,,RYAN,PATRICK,,,,H,NY,18,,,,,,,,
SB22,C00845289,500740375,,,CCM,Torres for Congress,,,,,,PO Box 580303,,Bronx,NY,104580714,,,2024-12-30,573.97,0.00,Joint Transfer,,C00699744,,,TORRES,RITCHIE,JOHN,,,H,NY,15,,,,,,,,
SB22,C00845289,500740376,,,CCM,Joe Neguse for Congress,,,,,,PO Box 7142,,Boulder,CO,803067142,,,2024-12-30,499.76,0.00,Joint Transfer,,C00648253,,,NEGUSE,JOSEPH,,,,H,CO,02,,,,,,,,
SB22,C00845289,500740377,,,CCM,Shontel Brown for Congress,,,,,,545 E Town St,,Columbus,OH,432154801,,,2024-12-30,382.25,0.00,Joint Transfer,,C00764381,,,BROWN,M,SHONTEL,,,H,OH,11,,,,,,,,
SB22,C00845289,500740368,,,PAC,Democratic Future Fund,,,,,,PO Box 15845,,Washington,DC,200030845,,,2024-12-30,552.08,0.00,Joint Transfer,,C00845271,,,,,,,,,,,,,,,,,,
SB22,C00845289,500740378,,,CCM,Lauren Underwood for Congress,,,,,,13400 S Route 59,Unit 116,Plainfield,IL,605855830,,,2024-12-30,647.25,0.00,Joint Transfer,,C00652719,,,UNDERWOOD,LAUREN,,,,H,IL,14,,,,,,,,
SB22,C00845289,500740369,,,CCM,Jake Auchincloss for Congress,,,,,,PO Box 600698,,Newtonville,MA,024600006,,,2024-12-30,511.84,0.00,Joint Transfer,,C00721449,,,AUCHINCLOSS,JAKE,,,,H,MA,04,,,,,,,,
SB22,C00845289,500740379,,,CCM,Mikie Sherrill for Congress,,,,,,PO Box 43032,,Montclair,NJ,070430032,,,2024-12-30,264.76,0.00,Joint Transfer,,C00640003,,,SHERRILL,MIKIE,,,,H,NJ,11,,,,,,,,
