form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00764290,EB573,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,Langhorne,PA,19047,P2024,,2023-07-12,2500.00,,,011,C00607416,BRIAN FITZPATRICK FOR ALL OF US,,FITZPATRICK,BRIAN,,,,H,PA,01,,,,,,,,
SB23,C00764290,EB575,,,CCM,CLAUDIA TENNEY FOR CONGRESS,,,,,,PO BOX 378,,Victor,NY,14564,P2024,,2023-07-12,2500.00,,,011,C00632828,CLAUDIA TENNEY FOR CONGRESS,,TENNEY,CLAUDIA,,,,H,NY,24,,,,,,,,
SB23,C00764290,EB574,,,CCM,MIKE KELLY FOR CONGRESS,,,,,,PO BOX 476,,Lyndora,PA,16045,P2024,,2023-07-12,2500.00,,,011,C00474189,MIKE KELLY FOR CONGRESS,,KELLY,MIKE,,,,H,PA,16,,,,,,,,
SB23,C00764290,EB622,,,CCM,CURTIS FOR CONGRESS,,,,,,PO BOX 296,,Provo,UT,84603,P2024,,2023-09-15,1000.00,,,011,C00647339,CURTIS FOR CONGRESS,,CURTIS,JOHN,,,,H,UT,03,,,,,,,,
SB23,C00764290,EB624,,,CCM,GARRET GRAVES FOR CONGRESS,,,,,,PO BOX 64845,,Baton Rouge,LA,70896,P2024,,2023-09-15,1000.00,,,011,C00558486,GARRET GRAVES FOR CONGRESS,,GRAVES,GARRET,,,,H,LA,06,,,,,,,,
SB23,C00764290,EB623,,,COM,JOINING IDEAS TO MOTIVATE MOVEMENT FOR YOU (JIMMY PAC),,,,,,PO BOX 83142,,Gaithersburg,MD,20883,,,2023-09-15,2500.00,,,011,C00680132,JOINING IDEAS TO MOTIVATE MOVEMENT FOR YOU (JIMMY PAC),,PAC,LEADERSHIP,,,,,,,,,,,,,,
SB23,C00764290,EB688,,,CCM,CHRIS COONS FOR DELAWARE,,,,,,PO BOX 9900,,Newark,DE,19714,P2026,,2023-12-08,2500.00,,,011,C00475392,CHRIS COONS FOR DELAWARE,,COONS,CHRIS,,,,S,DE,,,,,,,,,
SB23,C00764290,EB690,,,CCM,FRIENDS OF DAVID SCHWEIKERT,,,,,,"8175 E. EVANS RD., #13176",,Scottsdale,AZ,85267,P2024,,2023-12-08,1000.00,,,011,C00540617,FRIENDS OF DAVID SCHWEIKERT,,SCHWEIKERT,DAVID,,,,H,AZ,01,,,,,,,,
SB23,C00764290,EB689,,,CCM,FRIENDS OF JOHN BARRASSO,,,,,,PO BOX 52008,,Casper,WY,82605,P2024,,2023-12-08,1000.00,,,011,C00436386,FRIENDS OF JOHN BARRASSO,,BARRASSO,JOHN,,,,S,WY,,,,,,,,,
SB23,C00764290,EB691,,,COM,TOGETHER HOLDING OUR MAJORITY PAC,,,,,,PO BOX 97275,,Raleigh,NC,27624,,,2023-12-08,2500.00,,,011,C00571323,TOGETHER HOLDING OUR MAJORITY PAC,,PAC,LEADERSHIP,,,,,,,,,,,,,,
