form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00552489,500687145,,,CCM,AMISH FOR ARIZONA,,,,,,PO Box 7070,,Phoenix,AZ,850117070,G2024,,2024-09-27,1000.00,0.00,Candidate Contribution,,C00836502,,,SHAH,AMISH,DR.,,,H,AZ,01,,,,,,,,
SB23,C00552489,500687008,,,CCM,BACCAM FOR IOWA,,,,,,PO Box 930,,Des Moines,IA,503040930,G2024,,2024-09-27,1000.00,0.00,Candidate Contribution,,C00856021,,,BACCAM,LANON,,,,H,IA,03,,,,,,,,
SB23,C00552489,500687010,,,CCM,CISNEROS FOR CONGRESS,,,,,,PO Box 40,,Placentia,CA,928710040,G2024,,2024-09-27,1000.00,0.00,Candidate Contribution,,C00650648,,,CISNEROS,GILBERT,,,,H,CA,39,,,,,,,,
SB23,C00552489,500687018,,,CCM,COMMITTEE TO ELECT SHOMARI FIGURES FOR CONGRESS,,,,,,907 Spring Hill Ave,,Mobile,AL,366042711,G2024,,2024-09-27,1000.00,0.00,Candidate Contribution,,C00856237,,,FIGURES,SHOMARI,C.,,,H,AL,02,,,,,,,,
SB23,C00552489,500687019,,,PAC,CONGRESSIONAL PROGRESSIVE CAUCUS PAC,,,,,,PO Box 33079,,Washington,DC,200330079,G2024,,2024-09-25,5000.00,0.00,Political Contribution,,C00513176,CONGRESSIONAL PROGRESSIVE CAUCUS PAC,,,,,,,,,,,,,,,,,
SB23,C00552489,500687021,,,CCM,DAVE MIN FOR CONGRESS,,,,,,PO Box 5959,,Irvine,CA,926165959,G2024,,2024-09-27,1000.00,0.00,Candidate Contribution,,C00636845,,,MIN,DAVID,,,,H,CA,45,,,,,,,,
SB23,C00552489,500687024,,,CCM,DEREK TRAN FOR CONGRESS,,,,,,PO Box 395,,Garden Grove,CA,928420395,G2024,,2024-09-27,1000.00,0.00,Candidate Contribution,,C00851790,,,TRAN,DEREK,,,,H,CA,45,,,,,,,,
SB23,C00552489,500687146,,,CCM,EMILY RANDALL FOR CONGRESS,,,,,,PO Box 1883,,Port Orchard,WA,983660680,G2024,,2024-09-27,1000.00,0.00,Candidate Contribution,,C00857094,,,RANDALL,EMILY,,,,H,WA,06,,,,,,,,
SB23,C00552489,500687028,,,CCM,EVAN LOW FOR CONGRESS,,,,,,1700 Tribute Rd,Ste 201,Sacramento,CA,958154415,G2024,,2024-09-13,2000.00,0.00,Candidate Contribution,,C00858969,,,LOW,EVAN,,,,H,CA,16,,,,,,,,
SB23,C00552489,500687147,,,CCM,GEORGE LATIMER FOR CONGRESS,,,,,,PO Box 789,,White Plains,NY,106020789,G2024,,2024-09-13,1000.00,0.00,Candidate Contribution,,C00859041,,,LATIMER,GEORGE,,,,H,NY,16,,,,,,,,
