form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00793083,SB29.6017,,,ORG,American Express,,,,,,P.O. Box 60189,,City of Industry,CA,91716,,,2024-11-22,29294.44,,See Memo,001,,,,,,,,,,,,,,,,,,,
SB29,C00793083,SB29.6017.0,SB29.6017,SB29,ORG,Airbnb,,,,,,888 Brannan St.,Fl4,San Francisco,CA,94103,,,2024-11-22,20264.19,,PAC Travel Expense - Non Contribution Account,002,,,,,,,,,,,,,,,,,,X,
SB29,C00793083,SB29.6017.1,SB29.6017,SB29,ORG,American Airlines,,,,,,4333 Amon Carter Blvd,,Fort Worth,TX,76155,,,2024-11-22,769.95,,PAC Travel Expense - Non Contribution Account,002,,,,,,,,,,,,,,,,,,X,
SB29,C00793083,SB29.6017.2,SB29.6017,SB29,ORG,Budget Rent-A-Car,,,,,,2400 Yankee Clipper Dr.,,Jacksonville,FL,32218,,,2024-11-22,628.24,,PAC Travel Expense - Non Contribution Account,002,,,,,,,,,,,,,,,,,,X,
SB29,C00793083,SB29.6017.3,SB29.6017,SB29,ORG,Capitol Hill Club,,,,,,300 1st St SE,,Washington,DC,20003,,,2024-11-22,208.06,,PAC Meeting Expense - Non Contribution Account,001,,,,,,,,,,,,,,,,,,X,
SB29,C00793083,SB29.6017.7,SB29.6017,SB29,ORG,Hertz Car Rental,,,,,,1 Terminal Dr.,,Nashville,TN,37214,,,2024-11-22,552.22,,PAC Travel Expense - Non Contribution Account,002,,,,,,,,,,,,,,,,,,X,
SB29,C00793083,SB29.6017.8,SB29.6017,SB29,ORG,Hilton Hotels,,,,,,7930 Jones Branch Dr,,McLean,VA,22102,,,2024-11-22,3145.43,,PAC Travel Expense - Non Contribution Account,002,,,,,,,,,,,,,,,,,,X,
SB29,C00793083,SB29.6017.9,SB29.6017,SB29,ORG,Hyatt Hotels,,,,,,150 N Riverside Plaza,,Chicago,IL,60606,,,2024-11-22,705.12,,PAC Travel Expense - Non Contribution Account,002,,,,,,,,,,,,,,,,,,X,
SB29,C00793083,SB29.6017.10,SB29.6017,SB29,ORG,JetBlue Airways,,,,,,118-29 Queens Blvd,,Forest Hills,NY,11375,,,2024-11-22,1707.10,,PAC Travel Expense - Non Contribution Account,002,,,,,,,,,,,,,,,,,,X,
SB29,C00793083,SB29.6017.11,SB29.6017,SB29,ORG,Mar-A- Lago Club,,,,,,1100 S Ocean Blvd,,Palm Beach,FL,33480,,,2024-11-22,262.00,,PAC Meeting Expense - Non Contribution Account,001,,,,,,,,,,,,,,,,,,X,
SB29,C00793083,SB29.6017.14,SB29.6017,SB29,ORG,Uber Eats,,,,,,1455 Market St.,,San Francisco,CA,94103,,,2024-11-22,256.70,,PAC Meeting Expense - Non Contribution Account,001,,,,,,,,,,,,,,,,,,X,
SB29,C00793083,SB29.6017.16,SB29.6017,SB29,ORG,United Airlines,,,,,,223 S Wacker Dr,,Chicago,IL,60606,,,2024-11-22,548.96,,PAC Travel Expense - Non Contribution Account,002,,,,,,,,,,,,,,,,,,X,
SB29,C00793083,SB29.5999,,,ORG,"Barnes & Noble, Inc.",,,,,,33 East 17th St,,New York,NY,10003,,,2024-10-25,67990.16,,Book Purchase,,,,,,,,,,,,,,,,,,,,
SB29,C00793083,SB29.6016,,,ORG,Holtzman Vogel Baran Torchinsky etal,,,,,,15405 John Marshall Hwy,,Haymarket,VA,20169,,,2024-11-20,1122.50,,PAC Legal Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00793083,SB29.6015,,,ORG,Professional Data Services,,,,,,824 S Milledge Ave Ste 101,,Athens,GA,30605,,,2024-11-07,1527.95,,PAC Compliance Consulting,,,,,,,,,,,,,,,,,,,,
