form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00859553,500708188,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-06,7344.23,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500717820,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-13,7302.10,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500717821,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-16,4231.28,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500717822,,,CCM,ALSOBROOKS FOR SENATE,,,,,,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,,,2024-10-16,7799.30,0.00,Staff Time Allocation,,C00840017,,,ALSOBROOKS,ANGELA,,,,S,MD,00,,,,,,,,
SB21B,C00859553,500708189,,,ORG,Blue Wave Political Partners LLC,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-10-03,38600.99,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500708190,,,ORG,Blue Wave Political Partners LLC,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-10-06,4500.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500717827,,,ORG,Blue Wave Political Partners LLC,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-10-16,2052.00,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500717828,,,ORG,Blue Wave Political Partners LLC,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-10-16,126.48,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500708191,,,ORG,Campaign Finance Consultants Inc,,,,,,750 1St St NE,Ste 1070,Washington,DC,200028008,,,2024-10-03,25631.53,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500717829,,,ORG,Democracy Engine LLC,,,,,,2125 14Th St NW,Apt 101W,Washington,DC,200094497,,,2024-10-09,20.05,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500717830,,,ORG,Democracy Engine LLC,,,,,,2125 14Th St NW,Apt 101W,Washington,DC,200094497,,,2024-10-16,11.45,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500717831,,,ORG,"E. House Executive Security Professionals, Inc.",,,,,,4710 Auth Pl,Ste 420,Suitland,MD,207464238,,,2024-10-16,675.00,0.00,Security Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500717832,,,ORG,Holly Hills Country Club,,,,,,5502 Mussetter Rd,,Ijamsville,MD,217549612,,,2024-10-16,5459.48,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500708194,,,PAC,JSTREETPAC,,,,,,PO Box 33106,,Washington,DC,200330106,,,2024-10-03,22.30,0.00,Credit Card Fees,,C00441949,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500717837,,,PAC,JSTREETPAC,,,,,,PO Box 33106,,Washington,DC,200330106,,,2024-10-07,224.05,0.00,Credit Card Fees,,C00441949,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500717833,,,ORG,Martin's Catering,,,,,,7400 Greenway Center Dr,,Greenbelt,MD,207703503,,,2024-10-08,2655.55,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,7874681I,7874681,SA11AI,IND,,Matthews,Jack,,,,320 W Main St,,Lewisville,TX,750573866,,,2024-10-08,3694.03,0.00,Catering,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00859553,500717834,,,ORG,Sobo Cafe,,,,,,6 W Cross St,,Baltimore,MD,212303777,,,2024-10-12,1115.00,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500717835,,,ORG,The Country Club At Woodmore,,,,,,12320 Pleasant Prospect Rd,,Bowie,MD,207212515,,,2024-10-12,4219.40,0.00,Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500717836,,,ORG,Women's Club Of Chevy Chase,,,,,,7931 Connecticut Ave,,Chevy Chase,MD,208155922,,,2024-10-16,1050.00,0.00,Site Rental,,,,,,,,,,,,,,,,,,,,
