form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00386029,EB102458,,,PAC,Friends of Nick DiCeglie,,,,,,1103 Hays Street,,Tallahassee,FL,32301,,,2024-05-01,5000.00,,,011,,Friends of Nick DiCeglie,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB104043,,,ORG,Mark Gonzalez for Assembly 2024,,,,,,777 S Figueroa St #4050,,Los Angeles,CA,90015,,,2024-05-02,500.00,,,011,,,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB104045,,,PAC,Betty Duong for Santa Clara County Supervisor 2024,,,,,,P.O. Box 348,,San Jose,CA,95103,,,2024-05-08,250.00,,,011,,Betty Duong for Santa Clara County Supervisor 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB104047,,,PAC,Committee to Elect Gail Hambrick,,,,,,1656 Lauranceae Way,,Riverdale,GA,30296,,,2024-05-08,250.00,,,011,,Committee to Elect Gail Hambrick,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB104048,,,PAC,Ku for You,,,,,,6519 Capstone Circle,,Tucker,GA,30084,,,2024-05-08,500.00,,,011,,Ku for You,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB104046,,,PAC,Michael Mulcahy for San Jose City Council District 6 2024,,,,,,"1165 Lincoln Ave., Ste 150-8596",,San Jose,CA,95125,,,2024-05-08,250.00,,,011,,Michael Mulcahy for San Jose City Council District 6 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB104044,,,PAC,Oaklanders Together - For a Safer Oakland,,,,,,"312 Clay Street, Suite 300",,Oakland,CA,94607,,,2024-05-08,1000.00,,,011,,Oaklanders Together - For a Safer Oakland,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB104049,,,PAC,Democratic Committee of Bergen County,,,,,,"560 Hudson St., Ste 1-3",,Hackensack,NJ,07601,,,2024-05-10,1000.00,,,011,,Democratic Committee of Bergen County,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB104050,,,PAC,Valerie Covey Campaign,,,,,,PO Box 2925,,Georgetown,TX,78627,,,2024-05-13,1500.00,,,011,,Valerie Covey Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB104051,,,PAC,Utah House Republican Election Committee,,,,,,"370 East South Temple, Ste. 580",,Salt Lake City,UT,84111,,,2024-05-14,2500.00,,,011,,Utah House Republican Election Committee,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB104054,,,PAC,Elect Jon Hawkins,,,,,,1536 E 300 S,,Pleasant Grove,UT,84062,,,2024-05-20,500.00,,,011,,Elect Jon Hawkins,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB104052,,,PAC,Jeff Travillion Campaign,,,,,,PO Box 5674,,Austin,TX,78763,,,2024-05-20,1000.00,,,011,,Jeff Travillion Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB104053,,,PAC,Kay Christofferson for District 56,,,,,,1256 East 1500 North,,Lehi,UT,84043,,,2024-05-20,750.00,,,011,,Kay Christofferson for District 56,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB104055,,,PAC,Denise Ilitch for U of M Regent,,,,,,23675 Woodlynne Dr.,,Franklin,MI,48025,,,2024-05-23,1000.00,,,011,,Denise Ilitch for U of M Regent,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB104056,,,PAC,Friends of Spencer Cox,,,,,,PO Box 3431,,Salt Lake City,UT,84110,,,2024-05-24,2500.00,,,011,,Friends of Spencer Cox,,Committee,Non-Federal,,,,,,,,,,,,,,
