form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00771238,500319013,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-01-27,19.75,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00771238,500313827,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-02-16,395.00,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00771238,500313828,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-02-16,217.25,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00771238,500313829,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-02-16,39.50,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00771238,500313833,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-03-22,197.50,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00771238,500313834,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-03-22,197.50,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00771238,500319049,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-03-29,592.50,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00771238,500319055,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-04-27,464.13,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00771238,500319056,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-04-27,632.01,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00771238,500319057,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-04-27,98.75,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00771238,500319060,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-05-11,39.50,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00771238,500319061,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-05-11,335.75,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00771238,500319062,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-05-11,256.75,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00771238,500319064,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-05-22,39.50,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00771238,500319066,,,ORG,Actblue,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-05-25,1017.13,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
