form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00551812,B874626,,,CCM,Balderson for Congress,,,,,,4679 Winterset Dr,,Columbus,OH,43220,G2024,,2024-06-04,2500.00,,Contribution,011,C00662650,,H8OH12180,Balderson,Troy,,,,H,OH,12,,,,,,,,
SB23,C00551812,B874625,,,CCM,Carey For Congress,,,,,,PO Box 16032,,Columbus,OH,43216,G2024,,2024-06-04,5000.00,,Contribution,011,C00779603,,H2OH15228,Carey,Mike,,,,H,OH,15,,,,,,,,
SB23,C00551812,B874624,,,CCM,Friends of Dave Joyce,,,,,,9856 Archer Ln,,Dublin,OH,43017,G2024,,2024-06-04,2500.00,,Contribution,011,C00527457,,H2OH14064,Joyce,David,P,,,H,OH,14,,,,,,,,
SB23,C00551812,B874623,,,CCM,Merrin for Congress,,,,,,PO Box 75,,Monclova,OH,43542,G2024,,2024-06-04,2500.00,,Contribution,011,C00863829,,H4OH09169,Merrin,David,,,,H,OH,09,,,,,,,,
SB23,C00551812,B874850,,,CCM,Catherine Cortez-Masto for Senate,,,,,,600 Pennsylvania Ave SE #15180,,Washington,DC,20003,P2028,,2024-06-06,5000.00,,Contribution,011,C00575548,,S6NV00200,Cortez-Masto,Catherine,,,,S,NV, ,,,,,,,,
SB23,C00551812,B874851,,,CCM,Chris Coons for Delaware,,,,,,PO Box 9900,,Newark,DE,19714,P2026,,2024-06-06,5000.00,,Contribution,011,C00475392,,S0DE00092,Coons,Christopher,A,,,S,DE, ,,,,,,,,
SB23,C00551812,B874855,,,CCM,Cramer for Senate,,,,,,PO Box 396,,Bismarck,ND,58502,P2024,,2024-06-06,2500.00,,Contribution,011,C00504704,,S8ND00120,Cramer,Kevin,,,,S,ND, ,,,,,,,,
SB23,C00551812,B874846,,,CCM,Hoyer for Congress,,,,,,1032 15TH STREET NW Suite 247,,Washington,DC,20005,G2024,,2024-06-06,2500.00,,Contribution,011,C00140715,,H2MD05155,Hoyer,Steny,H,,,H,MD,05,,,,,,,,
SB23,C00551812,B874853,,,CCM,Josh Gottheimer for Congress,,,,,,PO Box 584,,Ridgewood,NJ,07451,G2024,,2024-06-06,2500.00,,Contribution,011,C00573949,,H6NJ05171,Gottheimer,Josh,,,,H,NJ,05,,,,,,,,
SB23,C00551812,B874848,,,CCM,Lisa Blunt Rochester for Senate,,,,,,PO Box 9767,,Wilmington,DE,19809,P2024,,2024-06-06,2500.00,,Contribution,011,C00843391,,S4DE00060,Blunt Rochester,Lisa,,,,S,DE, ,,,,,,,,
SB23,C00551812,B874838,,,CCM,Moran For Kansas,,,,,,PO Box 541,,Belleville,KS,66935,P2028,,2024-06-06,5000.00,,Contribution,011,C00458315,,S0KS00091,Moran,Jerry,,,,S,KS, ,,,,,,,,
SB23,C00551812,B874845,,,CCM,Pete Aguilar for Congress,,,,,,PO Box 10954,,San Bernadino,CA,92423,G2024,,2024-06-06,5000.00,,Contribution,011,C00510461,,H2CA31125,Aguilar,Pete,,,,H,CA,33,,,,,,,,
SB23,C00551812,B874843,,,CCM,Richard E Neal for Congress Committee,,,,,,76 Magnolia Terrace,,Springfield,MA,01108,P2024,,2024-06-06,5000.00,,Contribution,011,C00226522,,H8MA02041,Neal,Richard,E,,,H,MA,01,,,,,,,,
SB23,C00551812,B874842,,,CCM,Sharice for Congress,,,,,,13851 West 63rd Street #303,,Shawnee,KS,66216,P2024,,2024-06-06,2500.00,,Contribution,011,C00670034,,H8KS03155,Davids,Sharice,,,,H,KS,03,,,,,,,,
SB23,C00551812,B874839,,,CCM,Tim Scott for America,,,,,,7620 Rivers Ave STE 370 #312,,North Charleston,SC,29406,P2028,,2024-06-06,5000.00,,Contribution,011,C00540302,,S4SC00240,Scott,Tim,,,,S,SC, ,,,,,,,,
SB23,C00551812,B875302,,,CCM,Rulli for Ohio,,,,,,P.O. BOX 2971,,Youngstown,OH,44511,G2024,,2024-06-13,2500.00,,Contribution,011,C00858415,,H4OH06165,Rulli,Michael,,,,H,OH,06,,,,,,,,
