form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00312785,B879275,,,CCM,Balderson for Congress,,,,,,4679 Winterset Dr,,Columbus,OH,43220,G2024,,2024-07-23,2500.00,,Contribution,011,C00662650,,H8OH12180,Balderson,Troy,,,,H,OH,12,,,,,,,,
SB23,C00312785,B879276,,,CCM,Guthrie for Congress,,,,,,PO Box 22401,,Louisville,KY,40252,G2024,,2024-07-23,2500.00,,Contribution,011,C00445023,,H8KY02031,Guthrie,Brett,,,,H,KY,02,,,,,,,,
SB23,C00312785,B880863,,,CCM,Laurel Lee for Congress,,,,,,P.O. Box 2743,,Brandon,FL,33509,P2024,,2024-08-15,1500.00,,Contribution,011,C00815373,,H2FL15241,Lee,Laurel,,,,H,FL,15,,,,,,,,
SB23,C00312785,B888313,,,CCM,"Ben Cline for Congress, Inc.",,,,,,P.O. Box 1790,,Harrisonburg,VA,22803,G2024,,2024-09-09,2385.00,,Contribution,011,C00661561,,H8VA06104,Cline,Ben,,,,H,VA,06,,,,,,,X,In-kind: Fundraising gifts
SB23,C00312785,B883719,,,CCM,Miller-Meeks for Congress,,,,,,PO Box 33,,Ottumwa,IA,52501,G2024,,2024-09-12,5000.00,,Contribution,011,C00558825,,H8IA02043,Miller-Meeks,Mariannette,,,,H,IA,01,,,,,,,,
SB23,C00312785,B885202,,,CCM,Guy for Congress,,,,,,PO Box 23177,,Pittsburgh,PA,15222,G2024,,2024-09-17,5000.00,,Contribution,011,C00657833,,H8PA18199,Reschenthaler,Guy,,,,H,PA,14,,,,,,,,
SB23,C00312785,B885201,,,PAC,Team Rick Scott,,,,,,PO Box 76024,,Washington,DC,20002,O2024,Not Applicable,2024-09-17,5000.00,,Contribution,011,C00692343,,,,,,,,,, ,,,,,,,,
SB23,C00312785,B885203,,,CCM,Friends of Neal Dunn,,,,,,PO Box 10037,,Tallahassee,FL,32320,G2024,,2024-09-23,2500.00,,Contribution,011,C00582304,,H6FL02208,Dunn,Neal,,,,H,FL,02,,,,,,,,
SB23,C00312785,B888315,,,CCM,Guthrie for Congress,,,,,,PO Box 22401,,Louisville,KY,40252,G2024,,2024-09-23,840.00,,Contribution,011,C00445023,,H8KY02031,Guthrie,Brett,,,,H,KY,02,,,,,,,X,In-kind: Fundraising gifts
SB23,C00312785,B888314,,,CCM,Langworthy for Congress,,,,,,PO Box 120,,Clarence,NY,14031,G2024,,2024-09-23,496.25,,Contribution,011,C00817932,,H2NY23228,Langworthy,Nick,,,,H,NY,23,,,,,,,X,In-kind: Fundraising gifts
SB23,C00312785,B888319,,,CCM,Cliff Bentz For Congress,,,,,,660 Morgan Ave,,Ontario,OR,97914,G2024,,2024-09-24,2500.00,,Contribution,011,C00725465,,H0OR02127,Bentz,Cliff,,,,H,OR,02,,,,,,,,
SB23,C00312785,B888318,,,CCM,Don Davis for NC,,,,,,PO Box 511,,Snow Hill,NC,28580,G2024,,2024-09-24,5000.00,,Contribution,011,C00795211,,H2NC02287,Davis,Don,,,,H,NC,01,,,,,,,,
SB23,C00312785,B888317,,,COM,Jacky Rosen Victory Fund,,,,,,611 Pennsylvania Ave SE #143,,Washington,DC,20003,O2024,Not Applicable,2024-09-24,2500.00,,Contribution,011,C00772517,,,,,,,,,, ,,,,,,,,
SB23,C00312785,B888320,,,PAC,VoteVets,,,,,,PO Box 11293,,Portland,OR,97211,O2024,Not Applicable,2024-09-25,2500.00,,Contribution,011,C00418897,,,,,,,,,, ,,,,,,,,
SB23,C00312785,B888316,,,PAC,Motor City PAC,,,,,,611 Pennsylvania Ave SE Ste 143,,Washington,DC,20003,G2024,,2024-09-26,840.00,,Contribution,011,C00507574,,,,,,,,,, ,,,,,,,X,In-kind: Fundraising gifts
SB23,C00312785,B886913,,,PAC,HOPE PAC,,,,,,PO Box 7176,,Boulder,CO,80306,O2024,Not Applicable,2024-09-30,2500.00,,Contribution,011,C00701680,,,,,,,,,, ,,,,,,,,
SB23,C00312785,B886914,,,CCM,Latta for Congress,,,,,,P.O. Box 106,,Bowling Green,OH,43402,G2024,,2024-09-30,5000.00,,Contribution,011,C00438697,,H8OH05036,Latta,Bob,,,,H,OH,05,,,,,,,,
SB23,C00312785,B886915,,,CCM,Nevadans for Steven Horsford,,,,,,P.O. Box 336664,,North Las Vegas,NV,89033,G2024,,2024-09-30,5000.00,,Contribution,011,C00668228,,H2NV04011,Horsford,Steven,,,,H,NV,04,,,,,,,,
