form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00473918,500017090,,,ORG,"Three Point Media, LLC",,,,,,290 Broadway,Ste 120,Methuen,MA,018446827,G2024,,2024-10-02,18788.33,2024-10-10,10904564.30,Digital Production,004,,O,P80001571,TRUMP,DONALD,J.,,,P,00,00,Robinson,Denelle,,,,2024-10-24,
SE,C00473918,500017099,,,ORG,"Three Point Media, LLC",,,,,,290 Broadway,Ste 120,Methuen,MA,018446827,G2024,,2024-10-02,9394.17,2024-10-10,10904564.30,Digital Production,004,,S,P00009423,Harris,Kamala,,,,P,00,00,Robinson,Denelle,,,,2024-10-24,
SE,C00473918,500017097,,,ORG,Wavelength Strategy LLC,,,,,,712 H St NE,Unit 526,Washington,DC,200023627,G2024,,2024-10-01,1666666.67,2024-10-02,10904564.30,Digital Media Buy,004,,O,P80001571,TRUMP,DONALD,J.,,,P,00,00,Robinson,Denelle,,,,2024-10-24,
SE,C00473918,500017098,,,ORG,Wavelength Strategy LLC,,,,,,712 H St NE,Unit 526,Washington,DC,200023627,G2024,,2024-10-01,833333.33,2024-10-02,10904564.30,Digital Media Buy,004,,S,P00009423,Harris,Kamala,,,,P,00,00,Robinson,Denelle,,,,2024-10-24,
SE,C00473918,500017134,,,ORG,MVAR Media LLC,,,,,,1421 Prince St,Ste 320,Alexandria,VA,223142805,G2024,,2024-10-08,83000.00,2024-10-07,507472.50,Digital Buy,004,,O,S4MI00595,Rogers,Michael,J,,,S,00,MI,Robinson,Denelle,,,,2024-10-24,
SE,C00473918,500017135,,,ORG,Wavelength Strategy LLC,,,,,,712 H St NE,Unit 526,Washington,DC,200023627,G2024,,2024-10-08,840000.00,2024-10-07,10904564.30,Digital Media Buy,004,,O,P80001571,TRUMP,DONALD,J.,,,P,00,00,Robinson,Denelle,,,,2024-10-24,
SE,C00473918,500017136,,,ORG,Wavelength Strategy LLC,,,,,,712 H St NE,Unit 526,Washington,DC,200023627,G2024,,2024-10-08,420000.00,2024-10-07,10904564.30,Digital Media Buy,004,,S,P00009423,Harris,Kamala,,,,P,00,00,Robinson,Denelle,,,,2024-10-24,
SE,C00473918,500017138,,,ORG,C Plus K LLC,,,,,,1640 Rhode Island Ave NW,Ste 600,Washington,DC,200363229,G2024,,2024-10-11,450.00,2024-10-10,830351.25,Mailhouse,004,,O,S2NV00308,BROWN,SAM,,,,S,00,NV,Robinson,Denelle,,,,2024-10-24,
SE,C00473918,500017137,,,ORG,The Pivot Group,,,,,,712 H St NE,Unit 606,Washington,DC,200023627,G2024,,2024-10-11,276633.75,2024-10-07,830351.25,Mailhouse,004,,O,S2NV00308,BROWN,SAM,,,,S,00,NV,Robinson,Denelle,,,,2024-10-24,
SE,C00473918,500017140,,,ORG,Dixon Davis Media Group,,,,,,1028 33rd St NW,Ste 300,Washington,DC,200073571,G2024,,2024-10-12,11379.00,2024-10-11,194256.00,Digital Media Production,004,,O,H2AK01083,BEGICH,NICHOLAS,III,,,H,00,AK,Robinson,Denelle,,,,2024-10-24,
SE,C00473918,500017141,,,PAC,VOTE ALASKA BEFORE PARTY,,,,,,3717 Knik Ave,,Anchorage,AK,995171047,G2024,,2024-10-12,11685.00,2024-10-09,194256.00,In-kind Digital Production,004,C00825091,O,H2AK01083,BEGICH,NICHOLAS,III,,,H,00,AK,Robinson,Denelle,,,,2024-10-24,
SE,C00473918,500017139,,,ORG,Waterfront Strategies,,,,,,PO Box 771733,,Saint Louis,MO,631771733,G2024,,2024-10-12,171192.00,2024-10-10,194256.00,Digital Media Buy,004,,O,H2AK01083,BEGICH,NICHOLAS,III,,,H,00,AK,Robinson,Denelle,,,,2024-10-24,
SE,C00473918,500017145,,,ORG,GPS Impact,,,,,,220 SE 6th St,Ste 330,Des Moines,IA,503094845,G2024,,2024-10-15,2577.37,2024-10-15,186829.37,TV Media Production,004,,O,H8PA15195,MACKENZIE,RYAN,EDWARD,,,H,07,PA,Robinson,Denelle,,,,2024-10-24,
