form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00872317,SB29.4299,,,ORG,Acumen & Merit,,,,,,16980 Colony Rd.,,Bow,WA,98232,,,2024-08-26,5000.00,,Operations Support - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00872317,SB29.4302,,,ORG,Acumen & Merit,,,,,,16980 Colony Rd.,,Bow,WA,98232,,,2024-08-28,5000.00,,Technology Development - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00872317,SB29.4311,,,ORG,Acumen & Merit,,,,,,16980 Colony Rd.,,Bow,WA,98232,,,2024-09-03,5000.00,,Social Media Strategy - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00872317,SB29.4328,,,ORG,Acumen & Merit,,,,,,16980 Colony Rd.,,Bow,WA,98232,,,2024-09-09,5000.00,,Strategy Consulting - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00872317,SB29.4341,,,ORG,Acumen & Merit,,,,,,16980 Colony Rd.,,Bow,WA,98232,,,2024-09-23,5000.00,,Operations Support  - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00872317,SB29.4265,,,ORG,"AK Teleprompt, LLC",,,,,,"1915 140th Ave NE Ste D2, PMB 74",,Bellevue,WA,98005,,,2024-08-09,850.00,,Teleprompter Service - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00872317,SB29.4237,,,ORG,Amalgamated Bank,,,,,,1825 K. St. NW,,Washington,DC,20006,,,2024-07-26,52.25,,Bank Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00872317,SB29.4309,,,ORG,Amalgamated Bank,,,,,,1825 K. St. NW,,Washington,DC,20006,,,2024-08-29,26.00,,Bank Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00872317,SB29.4346,,,ORG,Amalgamated Bank,,,,,,1825 K. St. NW,,Washington,DC,20006,,,2024-09-26,57.25,,Bank Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00872317,SB29.4263,,,ORG,American Signs by Tomorrow,,,,,,2834 N Halsted St,,Chicago,IL,60657,,,2024-08-08,558.12,,Event Signs - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
