form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00623512,SB23.I26223,,,CCM,BLAKE MOORE FOR CONGRESS,,,,,,358 SOUTH 700 E,B505,SALT LAKE CITY,UT,84102,C2024,CONVENTION,2024-03-21,2500.00,,CONTRIBUTION,,C00738872,,H0UT01205,MOORE,BLAKE,,,,H,UT,01,  ,,,,,,,
SB23,C00623512,SB23.I26211,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,47 FLINTLOCK DRIVE,,SHIRLEY,NY,11967,P2024,,2024-03-18,-1000.00,,VOID OF PREVIOUS TRANSACTION- LOST CHECK,,C00806307,,H2NY22212,WILLIAMS,BRANDON,MCDONALD,,,H,NY,22,  ,,,,,,,
SB23,C00623512,SB23.I26227,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,P2024,,2024-03-21,3000.00,,CONTRIBUTION,,C00575167,,H6NE02125,BACON,DONALD J,,,,H,NE,02,  ,,,,,,,
SB23,C00623512,SB23.I26242,,,CCM,ELECTGABEEVANS.COM,,,,,,PO BOX 350608,,WESTMINSTER,CO,80035,P2024,,2024-03-21,2500.00,,CONTRIBUTION,,C00849844,,H4CO08034,EVANS,TIMOTHY,GABRIEL JOSEPH,,,H,CO,08,  ,,,,,,,
SB23,C00623512,SB23.I27844,,,CCM,ESPOSITO FOR CONGRESS,,,,,,PO BOX 622,,GOSHEN,NY,10924,P2024,,2024-03-21,2500.00,,CONTRIBUTION,,C00852889,,H4NY18117,ESPOSITO,ALISON,,,,H,NY,18,  ,,,,,,,
SB23,C00623512,SB23.I26224,,,CCM,FRIENDS OF DAVE JOYCE,,,,,,9856 ARCHER LN,,DUBLIN,OH,430178914,G2024,,2024-03-21,2500.00,,CONTRIBUTION,,C00527457,,H2OH14064,JOYCE,DAVID,P,,,H,OH,14,  ,,,,,,,
SB23,C00623512,SB23.I26231,,,CCM,GEORGE LOGAN FOR CONGRESS,,,,,,26 CATOONAH STREET,BOX 72,RIDGEFIELD,CT,06877,P2024,,2024-03-21,2500.00,,CONTRIBUTION,,C00784926,,H2CT05222,LOGAN,GEORGE,S,,,H,CT,05,  ,,,,,,,
SB23,C00623512,SB23.I26222,,,CCM,HOUCHIN FOR CONGRESS,,,,,,PO BOX 234,,SALEM,IN,47167,P2024,,2024-03-21,2500.00,,CONTRIBUTION,,C00800649,,H6IN09143,HOUCHIN,ERIN,,,,H,IN,09,  ,,,,,,,
SB23,C00623512,SB23.I26226,,,CCM,KIGGANS FOR CONGRESS,,,,,,P.O. BOX 5042,, VIRGINIA BEACH,VA,23471,P2024,,2024-03-21,2000.00,,CONTRIBUTION,,C00776120,,H2VA02064,KIGGANS,JENNIFER,,,,H,VA,02,  ,,,,,,,
SB23,C00623512,SB23.I26209,,,CCM,LAURIE BUCKHOUT FOR CONGRESS,,,,,,PO BOX 97275,,RALEIGH,NC,27624,G2024,,2024-03-11,1000.00,,CONTRIBUTION,,C00853499,,H4NC01137,BUCKHOUT,LAURIE,,,,H,NC,01,  ,,,,,,,
SB23,C00623512,SB23.I26210,,,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,P2024,,2024-03-18,-1000.00,,VOID OF PREVIOUS TRANSACTION- LOST CHECK,,C00815415,,H2NY17162,LAWLER,MICHAEL,VINCENT,,,H,NY,17,  ,,,,,,,
SB23,C00623512,SB23.I26225,,,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,P2024,,2024-03-21,1500.00,,CONTRIBUTION,,C00815415,,H2NY17162,LAWLER,MICHAEL,VINCENT,,,H,NY,17,  ,,,,,,,
SB23,C00623512,SB23.I26230,,,CCM,LISA MCCLAIN FOR CONGRESS,,,,,,PO BOX 327,,ROMEO,MI,48065,P2024,,2024-03-21,2500.00,,CONTRIBUTION,,C00726042,,H0MI10287,MCCLAIN,LISA,,,,H,MI,09,  ,,,,,,,
SB23,C00623512,SB23.I26221,,,CCM,MAX MILLER FOR CONGRESS,,,,,,19525 HILLIARD BLVD #16010,,ROCKY RIVER,OH,44116,G2024,,2024-03-21,2500.00,,CONTRIBUTION,,C00770818,,H2OH16051,MILLER,MAX,,,,H,OH,07,  ,,,,,,,
SB23,C00623512,SB23.I26232,,,CCM,MAYRA FLORES FOR CONGRESS,,,,,,PO BOX 516,,LOS INDIOS,TX,785670516,G2024,,2024-03-21,2500.00,,CONTRIBUTION,,C00768994,,H2TX34113,FLORES,MAYRA,NOHEMI,,,H,TX,34,  ,,,,,,,
SB23,C00623512,SB23.I26282,,,CCM,MERRIN FOR CONGRESS,,,,,,PO BOX 75,,MONCLOVA,OH,43542,G2024,,2024-03-21,2500.00,,CONTRIBUTION,,C00863829,,H4OH09169,MERRIN,DEREK,,,,H,OH,09,  ,,,,,,,
SB23,C00623512,SB23.I26228,,,CCM,MIKE ROGERS FOR CONGRESS,,,,,,123 EAST 13TH STREET,,ANNISTON,AL,36201,G2024,,2024-03-21,5000.00,,CONTRIBUTION,,C00367862,,H2AL03032,ROGERS,MICHAEL,,,,H,AL,03,  ,,,,,,,
SB23,C00623512,SB23.I26229,,,CCM,TONY GONZALES FOR CONGRESS,,,,,,14439 NW MILITARY HWY,STE 108-488,SAN ANTONIO,TX,78231,R2024,RUNOFF,2024-03-21,5000.00,,CONTRIBUTION,,C00706614,,H0TX35015,GONZALES,ERNEST,ANTHONY TONY,,II,H,TX,23,  ,,,,,,,
SB23,C00623512,SB23.I26252,,,PAC,CONSERVATIVE PROMISES PAC,,,,,,1919 OXMOOR RD,#241,HOMEWOOD,AL,35209,P2024,,2024-03-26,2000.00,,CONTRIBUTION,,C00585893,,,,,,,,,,,  ,,,,,,,
SB23,C00623512,SB23.I26253,,,PAC,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE,,,,,,P.O. BOX 13570,,ARLINGTON,VA,22219,,,2024-03-26,5000.00,,CONTRIBUTION,,C00770941,,,,,,,,,,,  ,,,,,,,
