form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00457234,2CB753531DBCBB6C59B,,,CCM,Ann Wagner For Congress,,,,,,PO Box 50,,Ballwin,MO,63022,G2024,,2024-06-12,2500.00,,2024 General,011,C00495846,,H2MO02102,Wagner,Ann,Louise,,,H,MO,02,,,,,,,,
SB23,C00457234,BFF296E60016BC42FB2,,,CCM,French Hill For Arkansas,,,,,,PO Box 7841,,Little Rock,AR,72217,G2024,,2024-06-18,4250.00,,2024 General,011,C00551275,,H4AR02141,Hill,J. French,,,,H,AR,02,,,,,,,,
SB23,C00457234,1866E37D4E73B5C781E,,,CCM,Jake Auchincloss For Congress,,,,,,PO Box 600698,,Newtonville,MA,02460,P2024,,2024-06-30,-1000.00,,Uncashed10/26/2023 Contribution,011,C00721449,,H0MA04192,Auchincloss,Jacob,D.,,,H,MA,04,,,,,,,,
SB23,C00457234,FD48F98C0ABA603DE5A,,,CCM,Jeffries For Congress,,,,,,PO Box 65322,,Washington,DC,20035,P2024,,2024-06-30,-5000.00,,Uncashed  2/7/2024 Contribution,011,C00503052,,H2NY10092,Jeffries,Hakeem,S.,,,H,NY,08,,,,,,,,
SB23,C00457234,3D263BE3921D49F8A77,,,CCM,LaHood for Congress,,,,,,PO Box 10735,,Peoria,IL,61612,G2024,,2024-06-12,1750.00,,2024 General,011,C00575050,,H6IL18088,LaHood,Darin,M.,,,H,IL,16,,,,,,,,
SB23,C00457234,AC1123D098D46267286,,,CCM,Marsha For Senate,,,,,,PO Box 3750,,Brentwood,TN,37024,G2024,,2024-06-12,2500.00,,2024 General,011,C00376939,,S8TN00337,Blackburn,Marsha,Wedgeworth,,,S,TN,,,,,,,,,
SB23,C00457234,4E5EFBECAD55D2A5B83,,,PAC,Reinsurance Association Of America Political Action Committee Inc (REPAC),,,,,,1445 New York Avenue NW,7TH Floor,Washington,DC,20005,O2024,Contribution,2024-06-12,5000.00,,2024 Contribution,011,C00256453,Reinsurance Association Of America Political Action Committee Inc (REPAC),,,,,,,,,,,,,,,,,
SB23,C00457234,69EE3C14B8B449B9F1E,,,PAC,Tester Victory Fund,,,,,,PO Box 558,,Billings,MT,59103,O2024,Contribution,2024-06-12,1500.00,,2024 Contribution,011,C00547679,Tester Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00457234,VC6355C3E1C5B4069F7C,,,ORG,The Oorbeek Group,,,,,,5614 Garnetts Farm Drive,,Haymarket,VA,20169,G2024,,2024-06-12,750.00,,Fundraising Expense,011,C00575050,LaHood for Congress,H6IL18088,LaHood,Darin,M.,,,H,IL,16,,,,,,,,In-Kind
SB23,C00457234,VF9D4F80E2DD2050675A,,,ORG,The Oorbeek Group,,,,,,5614 Garnetts Farm Drive,,Haymarket,VA,20169,G2024,,2024-06-12,750.00,,Fundraising Expense,011,C00551275,French Hill For Arkansas,H4AR02141,Hill,J. French,,,,H,AR,02,,,,,,,,In-Kind
