form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00503680,SB23.9949,,,CCM,BOOZMAN FOR ARKANSAS,,,,,,PO BOX 671,,ROGERS,AR,72757,P2028,,2023-05-15,5000.00,,Political Contribution,,C00476317,BOOZMAN FOR ARKANSAS,S0AR00150,BOOZMAN,JOHN,,,,S,AR,00,,,,,,,,
SB23,C00503680,SB23.9950,,,CCM,BOOZMAN FOR ARKANSAS,,,,,,PO BOX 671,,ROGERS,AR,72757,G2028,,2023-05-15,5000.00,,Political Contribution,,C00476317,BOOZMAN FOR ARKANSAS,S0AR00150,BOOZMAN,JOHN,,,,S,AR,00,,,,,,,,
SB23,C00503680,SB23.9954,,,CCM,DEB FISCHER FOR US SENATE INC,,,,,,5555 SOUTH ST,,LINCOLN,NE,68506,P2024,,2023-05-15,5000.00,,Political Contribution,,C00498907,DEB FISCHER FOR US SENATE INC,S2NE00094,FISCHER,DEBRA S,,,,S,NE,00,,,,,,,,
SB23,C00503680,SB23.9946,,,CCM,FINSTAD FOR CONGRESS,,,,,,PO BOX 923,,NEW ULM,MN,56073,P2024,,2023-05-15,1500.00,,Political Contribution,,C00807743,FINSTAD FOR CONGRESS,H2MN01223,FINSTAD,BRAD,,,,H,MN,01,,,,,,,,
SB23,C00503680,SB23.9940,,,CCM,FRIENDS OF GLENN THOMPSON,,,,,,133 WATER TOWER LANE,,SPRING MILLS,PA,16875,P2024,,2023-05-15,2500.00,,Political Contribution,,C00444620,FRIENDS OF GLENN THOMPSON,H8PA05071,THOMPSON,GLENN,,,,H,PA,15,,,,,,,,
SB23,C00503680,SB23.9941,,,CCM,FRIENDS OF GLENN THOMPSON,,,,,,133 WATER TOWER LANE,,SPRING MILLS,PA,16875,G2024,,2023-05-15,5000.00,,Political Contribution,,C00444620,FRIENDS OF GLENN THOMPSON,H8PA05071,THOMPSON,GLENN,,,,H,PA,15,,,,,,,,
SB23,C00503680,SB23.9927,,,CCM,GABE VASQUEZ FOR CONGRESS,,,,,,DRAWER L,,MESILLA,NM,88046,P2024,,2023-05-15,2000.00,,Political Contribution,,C00789404,GABE VASQUEZ FOR CONGRESS,H2NM02191,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,,
SB23,C00503680,SB23.9948,,,COM,GREATER TOMORROW POLITICAL ACTION COMMITTEE,,,,,,25452 BRICKELL DRIVE,,CHANTILLY,VA,20152,O2023,Annual,2023-05-15,5000.00,,Political Contribution,,C00526715,,,,,,,,,,,,,,,,,,
SB23,C00503680,SB23.9945,,,CCM,IOWANS FOR ZACH NUNN,,,,,,PO BOX 11,,BONDURANT,IA,50035,P2024,,2023-05-15,1500.00,,Political Contribution,,C00784389,IOWANS FOR ZACH NUNN,H2IA03119,NUNN,ZACH,,,,H,IA,03,,,,,,,,
SB23,C00503680,SB23.9932,,,CCM,JASMINE FOR US,,,,,,PO BOX 227235,,DALLAS,TX,75222,P2024,,2023-05-15,2000.00,,Political Contribution,,C00795450,JASMINE FOR US,H2TX30178,CROCKETT,JASMINE,,,,H,TX,30,,,,,,,,
SB23,C00503680,SB23.9943,,,CCM,JOHN DUARTE FOR CONGRESS,,,,,,9460 TEGNER ROAD,,HILMAR,CA,95324,P2024,,2023-05-15,1500.00,,Political Contribution,,C00808279,JOHN DUARTE FOR CONGRESS,H2CA13131,DUARTE,JOHN,,,,H,CA,13,,,,,,,,
SB23,C00503680,SB23.9951,,,CCM,JONI FOR IOWA,,,,,,PO BOX 93441,,DES MOINES,IA,50393,P2026,,2023-05-15,5000.00,,Political Contribution,,C00546788,JONI FOR IOWA,S4IA00129,ERNST,JONI K,,,,S,IA,00,,,,,,,,
SB23,C00503680,SB23.9942,,,CCM,"MARK ALFORD FOR CONGRESS, INC.",,,,,,PO BOX 1428,,RAYMORE,MO,64083,P2024,,2023-05-15,1500.00,,Political Contribution,,C00792598,"MARK ALFORD FOR CONGRESS, INC.",H2MO04207,ALFORD,MARK,,,,H,MO,04,,,,,,,,
SB23,C00503680,SB23.9938,,,CCM,MAX MILLER FOR CONGRESS,,,,,,19525 HILLIARD BLVD #16010,,ROCKY RIVER,OH,44116,P2024,,2023-05-15,2500.00,,Political Contribution,,C00770818,MAX MILLER FOR CONGRESS,H2OH16051,MILLER,MAX,,,,H,OH,07,,,,,,,,
SB23,C00503680,SB23.9944,,,CCM,MONICA FOR CONGRESS,,,,,,1317 W FRONTAGE RD,STE A,ALAMO,TX,78516,P2024,,2023-05-15,1500.00,,Political Contribution,,C00765719,MONICA FOR CONGRESS,H0TX15124,DE LA CRUZ,MONICA,,,,H,TX,15,,,,,,,,
SB23,C00503680,SB23.9936,,,CCM,PEOPLE FOR BEN,,,,,,PO BOX 31129,,SANTA FE,NM,87594,P2026,,2023-05-15,2000.00,,Political Contribution,,C00443689,PEOPLE FOR BEN,H8NM03196,LUJAN,BEN R MR.,,,,S,NM,00,,,,,,,,
SB23,C00503680,SB23.9947,,,PAC,TEAM MARSHALL II,,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,O2023,Annual,2023-05-15,1500.00,,JFC Contribution- See Memo,,C00755074,,,,,,,,,,,,,,,,,,
SB23,C00503680,SB23.9947.0,SB23.9947,SB23,COM,DEFEND OUR CONSERVATIVE SENATE PAC (DOC'S PAC),,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,O2023,Annual,2023-05-15,1500.00,,Political Contribution,,C00632323,,,,,,,,,,,,,,,,,X,
SB23,C00503680,SB23.9955,,,PAC,TEAM MARSHALL II,,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,G2026,,2023-05-15,1000.00,,JFC Contribution- See Memo,,C00755074,,,,,,,,,,,,,,,,,,
SB23,C00503680,SB23.9955.0,SB23.9955,SB23,CCM,KANSANS FOR MARSHALL,,,,,,PO BOX 1588,,GREAT BEND,KS,67530,G2026,,2023-05-15,1000.00,,Political Contribution,,C00576173,KANSANS FOR MARSHALL,H6KS01179,MARSHALL,ROGER W,,,,S,KS,00,,,,,,,X,
SB23,C00503680,SB23.9956,,,COM,TEAM MITT,,,,,,C/O RED CURVE SOLUTIONS,"138 CONANT STREET, SUITE 401",BEVERLY,MA,01915,P2024,,2023-05-15,2000.00,,JFC Contribution- See Memo,,C00691170,,,,,,,,,,,,,,,,,,
SB23,C00503680,SB23.9956.0,SB23.9956,SB23,CCM,ROMNEY FOR UTAH INC,,,,,,C/O RED CURVE SOLUTIONS,"138 CONANT STREET, SUITE 401",BEVERLY,MA,01915,P2024,,2023-05-15,2000.00,,Political Contribution,,C00670695,ROMNEY FOR UTAH INC,S8UT00176,ROMNEY,WILLARD MITT MR,,,,S,UT,00,,,,,,,X,
SB23,C00503680,SB23.9930,,,COM,TEAM RONNY,,,,,,PO BOX 51522,,AMARILLO,TX,79159,P2024,,2023-05-15,2000.00,,JFC Contribution- See Memo,,C00754044,,,,,,,,,,,,,,,,,,
