form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00540187,SB23.I21427,,,CCM,BANKS FOR SENATE,,,,,,P.O. BOX 11431,,FORT WAYNE,IN,46858,P2024,PRIMARY,2023-04-25,-5000.00,,VOID CHECK ISSUED 1/26/23,,C00577999,,,BANKS,JAMES ,E,,,S,IN,00,  ,,,,,,,
SB23,C00540187,SB23.I21420,,,CCM,FRY FOR CONGRESS,,,,,,PO BOX 14641,,SURFSIDE BEACH,SC,29587,P2024,PRIMARY,2023-04-25,5000.00,,POLITICAL CONTRIBUTION,,C00786657,,H2SC07280,FRY,RUSSELL,,,,H,SC,07,  ,,,,,,,
SB23,C00540187,SB23.I21418,,,CCM,GARBARINO FOR CONGRESS,,,,,,PO BOX 101,,BAYPORT,NY,11705,G2024,GENERAL,2023-04-25,5000.00,,POLITICAL CONTRIBUTION,,C00729954,,H0NY02234,GARBARINO,ANDREW,,,,H,NY,02,  ,,,,,,,
SB23,C00540187,SB23.I21414,,,CCM,GARRET GRAVES FOR CONGRESS,,,,,,P.O. BOX 64845,,BATON ROUGE,LA,70896,P2024,PRIMARY,2023-04-14,5000.00,,POLITICAL CONTRIBUTION,,C00558486,,,GRAVES,GARRET,,,,H,LA,06,  ,,,,,,,
SB23,C00540187,SB23.I21422,,,CCM,GARRET GRAVES FOR CONGRESS,,,,,,P.O. BOX 64845,,BATON ROUGE,LA,70896,G2024,GENERAL,2023-04-25,5000.00,,POLITICAL CONTRIBUTION,,C00558486,,,GRAVES,GARRET,,,,H,LA,06,  ,,,,,,,
SB23,C00540187,SB23.I21421,,,CCM,HAL ROGERS FOR CONGRESS,,,,,,P.O. BOX 1214,,SOMERSET,KY,42502,P2024,PRIMARY,2023-04-25,5000.00,,POLITICAL CONTRIBUTION,,C00116632,,H0KY05015,ROGERS,HAROLD,DALLAS,,,H,KY,05,  ,,,,,,,
SB23,C00540187,SB23.I21411,,,CCM,HOUCHIN FOR CONGRESS,,,,,,PO BOX 234,,SALEM,IN,47167,P2024,PRIMARY,2023-04-14,5000.00,,POLITICAL CONTRIBUTION,,C00800649,,H6IN09143,HOUCHIN,ERIN,,,,H,IN,09,  ,,,,,,,
SB23,C00540187,SB23.I21417,,,CCM,IOWANS FOR ZACH NUNN,,,,,,PO BOX 11,,BONDURANT,IA,50035,P2024,PRIMARY,2023-04-25,5000.00,,POLITICAL CONTRIBUTION,,C00784389,,H2IA03119,NUNN,ZACH,,,,H,IA,03,  ,,,,,,,
SB23,C00540187,SB23.I21412,,,CCM,MIKE FLOOD FOR CONGRESS,,,,,,PO BOX 81041,,LINCOLN,NE,68501,P2024,PRIMARY,2023-04-14,5000.00,,POLITICAL CONTRIBUTION,,C00801241,,H2NE01118,FLOOD,MIKE,,,,H,NE,01,  ,,,,,,,
SB23,C00540187,SB23.I21415,,,CCM,MOOLENAAR FOR CONGRESS,,,,,,5915 EASTMAN AVE STE 100,,MIDLAND,MI,48640,P2024,PRIMARY,2023-04-14,5000.00,,POLITICAL CONTRIBUTION,,C00561530,,,MOOLENAAR,JOHN,,,,H,MI,02,  ,,,,,,,
SB23,C00540187,SB23.I21419,,,CCM,PETE SESSIONS FOR CONGRESS,,,,,,PO BOX 823047,,DALLAS,TX,75382,P2024,PRIMARY,2023-04-25,5000.00,,POLITICAL CONTRIBUTION,,C00303305,,H2TX03126,SESSIONS,PETE ,MR.,,,H,TX,17,  ,,,,,,,
SB23,C00540187,SB23.I21413,,,CCM,ROB WITTMAN FOR CONGRESS,,,,,,PO BOX 427,,ALEXANDRIA,VA,22313,P2024,PRIMARY,2023-04-14,5000.00,,POLITICAL CONTRIBUTION,,C00441014,,H8VA01147,WITTMAN,ROBERT,J,MR.,,H,VA,01,  ,,,,,,,
