form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00817700,500864258,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-02-05,414.75,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00817700,500864259,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-02-12,2152.75,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00817700,500864260,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-02-19,454.25,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00817700,500864261,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-02-26,39.50,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00817700,500864262,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-03-05,260.70,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00817700,500864263,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-03-31,39.50,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00817700,500864264,,,ORG,"Fulkerson, Kennedy & Co. LLC",,,,,,600 Pennsylvania Ave SE,Ste 201,Washington,DC,200034316,P2024,,2023-01-31,5510.03,0.00,Fundraising Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00817700,500864265,500864264,SB21B,ORG,Brown Palace Hotel,,,,,,321 17Th St,,Denver,CO,802024003,,,2023-01-31,5510.03,0.00,Travel Expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00817700,500858906,,,ORG,"Fulkerson, Kennedy & Co. LLC",,,,,,600 Pennsylvania Ave SE,Ste 201,Washington,DC,200034316,P2024,,2023-02-28,10955.06,0.00,Fundraising Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00817700,500864270,500858906,SB21B,ORG,Carey International Inc,,,,,,7445 New Technology Way,,Frederick,MD,217039401,,,2023-02-28,2569.06,0.00,Travel Expenses,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00817700,500864269,500858906,SB21B,ORG,Tosca,,,,,,1112 F St NW,,Washington,DC,200041308,,,2023-02-28,7986.00,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00817700,500864266,,,ORG,"Fulkerson, Kennedy & Co. LLC",,,,,,600 Pennsylvania Ave SE,Ste 201,Washington,DC,200034316,P2024,,2023-03-23,8600.00,0.00,Fundraising Services,,,,,,,,,,,,,,,,,,,,
