form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00011114,500027353,,,CCM,A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE,,,,,,P.O. Box 1242,,Tucson,AZ,857021242,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00374058,,,Grijalva,Raul,M,Rep.,,H,AZ,07,,,,,,,,
SB23,C00011114,500027397,,,CCM,ALMA ADAMS FOR CONGRESS,,,,,,P.O. Box 31473,,Charlotte,NC,282311473,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00546358,,,Adams,ALMA,SHEALEY,Rep.,,H,NC,12,,,,,,,,
SB23,C00011114,500027413,,,CCM,Andrea Salinas for Oregon,,,,,,P.O. Box 230985,,Tigard,OR,972810985,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00793703,,,SALINAS,ANDREA,,Rep.,,H,OR,06,,,,,,,,
SB23,C00011114,500027392,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,P.O. Box 22116,,Eagan,MN,551220116,G2024,,2023-09-20,2500.00,0.00,Contribution,011,C00575209,,,Craig,ANGELA,DAWN,Rep.,,H,MN,02,,,,,,,,
SB23,C00011114,500027377,,,CCM,ANGUS KING FOR U.S. SENATE CAMPAIGN,,,,,,"P.O. Box 368, 114 Maine Street, Su",,Brunswick,ME,040110368,P2024,,2023-09-20,5000.00,0.00,Contribution,011,C00516047,,,King,ANGUS,JR.,Sen.,,S,ME,00,,,,,,,,
SB23,C00011114,500027366,,,CCM,BARRAGAN FOR CONGRESS,,,,,,"1840 South Gaffey Street, #421",,San Pedro,CA,907315324,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00577353,,,Barragan,Nanette,,Rep.,,H,CA,44,,,,,,,,
SB23,C00011114,500027423,,,CCM,BECCA BALINT FOR VERMONT,,,,,,P.O. Box 291,,Burlington,VT,054020291,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00797175,,,Balint,Becca,,Rep.,,H,VT,00,,,,,,,,
SB23,C00011114,500027411,,,CCM,BLUMENAUER FOR CONGRESS,,,,,,"1631 NE Broadway, #343",,Portland,OR,972321425,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00307314,,,Blumenauer,Earl,,Rep.,,H,OR,03,,,,,,,,
SB23,C00011114,500027489,,,CCM,Bob Casey for Senate Inc,,,,,,P.O. Box 58746,,Philadelphia,PA,191028746,G2024,,2023-09-29,2500.00,0.00,Contribution,011,C00431056,,,Casey,Robert P Jr,P.,Sen.,,S,PA,00,,,,,,,,
SB23,C00011114,500027410,,,CCM,BRIAN HIGGINS FOR CONGRESS,,,,,,P.O. Box 28,,Buffalo,NY,142200028,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00401034,,,Higgins,Brian,,Rep.,,H,NY,26,,,,,,,,
SB23,C00011114,500027376,,,CCM,Case for Congress,,,,,,P.O. Box 2941,,Honolulu,HI,968022941,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00680918,,,CASE,EDWARD,,Rep.,,H,HI,01,,,,,,,,
SB23,C00011114,500027371,,,CCM,CASTOR FOR CONGRESS,,,,,,"301 W. Platt Street, #385",,Tampa,FL,336062292,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00410761,,,Castor,Kathy,,Rep.,,H,FL,14,,,,,,,,
SB23,C00011114,500027414,,,CCM,CASTRO FOR CONGRESS,,,,,,P.O. Box 544,,San Antonio,TX,782920544,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00497933,,,Castro,Joaquin,,Rep.,,H,TX,20,,,,,,,,
SB23,C00011114,500027365,,,CCM,CITIZENS FOR WATERS,,,,,,"12501 Imperial Highway, Suite 200",,Norwalk,CA,906508352,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00167585,,,Waters,Maxine,,Rep.,,H,CA,43,,,,,,,,
SB23,C00011114,500027424,,,CCM,CITIZENS TO ELECT RICK LARSEN,,,,,,P.O. Box 326,,Everett,WA,982060326,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00345546,,,Larsen,Rick,,Rep.,,H,WA,02,,,,,,,,
SB23,C00011114,500027394,,,CCM,CLEAVER FOR CONGRESS,,,,,,P.O. Box 411872,,Kansas City,MO,641411872,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00395848,,,Cleaver,Emanuel,II,Rep.,,H,MO,05,,,,,,,,
SB23,C00011114,500027406,,,CCM,COMMITTEE TO RE-ELECT NYDIA M. VELAZQUEZ TO CONGRESS,,,,,,315 Inspiration Lane,,Gaithersburg,MD,208785808,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00271312,,,Velazquez,Nydia M.,,Rep.,,H,NY,07,,,,,,,,
SB23,C00011114,500027422,,,CCM,CONNOLLY FOR CONGRESS,,,,,,P.O. Box 563,,Merrifield,VA,221160563,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00445452,,,Connolly,Gerald,,Rep.,,H,VA,11,,,,,,,,
SB23,C00011114,500027407,,,CCM,Dan Goldman for New York,,,,,,P.O. Box 3306,,New York,NY,100083306,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00816660,,,GOLDMAN,Dan,,Rep.,,H,NY,10,,,,,,,,
SB23,C00011114,500027390,,,CCM,Debbie Dingell for Congress,,,,,,P.O. Box 972480,,Ypsilanti,MI,481970303,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00558213,,,Dingell,Debbie,,Rep.,,H,MI,06,,,,,,,,
SB23,C00011114,500027490,,,CCM,DELBENE FOR CONGRESS,,,,,,P.O. Box 477,,Kirkland,WA,980830477,G2024,,2023-09-29,3000.00,0.00,Contribution,011,C00459099,,,DelBene,SUZAN,,Rep.,,H,WA,01,,,,,,,,
SB23,C00011114,500027368,,,CCM,DIANA DEGETTE FOR CONGRESS,,,,,,P.O. Box 61337,,Denver,CO,802068337,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00311639,,,DeGette,Diana,L,Rep.,,H,CO,01,,,,,,,,
SB23,C00011114,500027418,,,CCM,DOGGETT FOR CONGRESS,,,,,,P.O. Box 5843,,Austin,TX,787635843,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00286500,,,Doggett,Lloyd,,Rep.,,H,TX,37,,,,,,,,
SB23,C00011114,500027395,,,CCM,Don Davis for NC,,,,,,P.O. Box 511,,Snow Hill,NC,285800511,P2024,,2023-09-20,5000.00,0.00,Contribution,011,C00795211,,,Davis,Don,,Rep.,,H,NC,01,,,,,,,,
SB23,C00011114,500027399,,,CCM,DONALD NORCROSS FOR CONGRESS,,,,,,P.O. Box 160,,Collingswood,NJ,081080160,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00558320,,,Norcross,DONALD,,Rep.,,H,NJ,01,,,,,,,,
SB23,C00011114,500027426,,,CCM,Dr. Kim Schrier for Congress,,,,,,P.O. Box 2728,,Issaquah,WA,980270125,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00652628,,,Schrier,Kim,,Rep.,,H,WA,08,,,,,,,,
SB23,C00011114,500027358,,,CCM,DR. RAUL RUIZ FOR CONGRESS,,,,,,P.O. Box 1566,,Indio,CA,922021566,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00502575,,,Ruiz,RAUL,DR.,Rep.,,H,CA,25,,,,,,,,
SB23,C00011114,500027383,,,CCM,Eric Sorensen for Illinois,,,,,,P.O. Box 1172,,Moline,IL,612661172,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00793935,,,Sorensen,Eric,,Rep.,,H,IL,17,,,,,,,,
SB23,C00011114,500027396,,,CCM,Foushee for Congress,,,,,,P.O. Box 16446,,Chapel Hill,NC,275166446,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00794727,,,Foushee,Valerie,,Rep.,,H,NC,04,,,,,,,,
SB23,C00011114,500027405,,,CCM,Friends for Gregory Meeks,,,,,,"153-01 Jamaica Avenue, Suite 205",,Jamaica,NY,114323921,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00430991,,,Meeks,Gregory,,Rep.,,H,NY,05,,,,,,,,
SB23,C00011114,500027421,,,CCM,FRIENDS OF DON BEYER,,,,,,1751 Potomac Greens Drive,,Alexandria,VA,223146233,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00555888,,,"Beyer, Jr.",Don,,Rep.,,H,VA,08,,,,,,,,
SB23,C00011114,500027375,,,CCM,Friends of Lucy McBath,,,,,,"375 Rockbridge Road, NW, Suite 172",,Lilburn,GA,300476070,P2024,,2023-09-20,2500.00,0.00,Contribution,011,C00672295,,,MCBATH,LUCIA,,Rep.,,H,GA,06,,,,,,,,
